 162 
 1             1 
 2 
 -9998.0  ,   -9997.0
  1999.0  ,    9990.0
 4 
 35            29.35267 
 34.99381      29.35364 
 34.96378      29.35831 
 34.96         29.35889 
 1             2 
 2 
 -9998.0  ,   -9997.0
  1999.0  ,    9990.0
 23 
 34.75503      30 
 34.75358      29.98942 
 34.78828      29.90456 
 34.84242      29.77208 
 34.85586      29.7392 
 34.8552       29.691 
 34.85631      29.68931 
 34.86403      29.67756 
 34.87217      29.66519 
 34.87311      29.66375 
 34.87622      29.65072 
 34.87761      29.64495 
 34.8732       29.61914 
 34.87295      29.61761 
 34.86794      29.60308 
 34.86458      29.59334 
 34.86458      29.59331 
 34.86353      29.59031 
 34.86753      29.56117 
 34.87228      29.54445 
 34.88545      29.52267 
 34.90931      29.49856 
 34.91122      29.49664 
 1             3 
 2 
 -9998.0  ,   -9997.0
  1999.0  ,    9990.0
 8 
 35            29.60353 
 34.98644      29.58984 
 34.9767       29.57275 
 34.97569      29.571 
 34.97345      29.56536 
 34.96717      29.5497 
 34.96689      29.549 
 34.96633      29.54761 
 1             4 
 1 
 -9999.0  ,   -9998.0
 136 
30.75100	30
30.75790	29.99100
30.77450	29.97350
30.80140	29.93870
30.80340	29.90550
30.80340	29.87590
30.80340	29.84620
30.80340	29.81310
30.80140	29.78690
30.77240	29.76950
30.72690	29.73980
30.68970	29.72590
30.64830	29.71370
30.60480	29.69450
30.57380	29.67530
30.54690	29.65960
30.50340	29.63170
30.46210	29.60730
30.41860	29.58980
30.37100	29.56720
30.33170	29.54970
30.29450	29.53580
30.24480	29.51660
30.22210	29.50090
30.17450	29.48690
30.13930	29.46770
30.08970	29.44850
30.06480	29.43110
30.03380	29.40320
30.03170	29.38230
30.03170	29.35440
30.06070	29.31420
30.10210	29.28980
30.12900	29.26370
30.16620	29.24620
30.20340	29.22180
30.22410	29.20260
30.26140	29.17990
30.30070	29.16080
30.33380	29.14510
30.34070	29.13600
30.33860	29.11860
30.33860	29.09940
30.32410	29.08020
30.30140	29.04360
30.28690	29.02440
30.26410	28.99830
30.24970	28.96860
30.23100	28.94070
30.21030	28.91100
30.18970	28.87790
30.18310	28.85840
30.17070	28.83400
30.16660	28.80610
30.16660	28.77300
30.16660	28.73630
30.16660	28.69620
30.16660	28.64910
30.16240	28.61600
30.16240	28.57240
30.16030	28.53230
30.15830	28.50440
30.15410	28.47120
30.16030	28.43110
30.15830	28.39620
30.15830	28.35960
30.15410	28.32990
30.15210	28.30030
30.14590	28.26720
30.15210	28.23920
30.16860	28.21130
30.18100	28.18870
30.21410	28.16770
30.23280	28.13980
30.25760	28.11890
30.28030	28.08750
30.28170	28.06600
30.30760	28.04420
30.32310	28.01800
30.34380	27.98310
30.37480	27.95700
30.38000	27.92650
30.40070	27.88280
30.42140	27.85230
30.42140	27.80870
30.41620	27.76510
30.41620	27.73020
30.41620	27.69970
30.41620	27.65610
30.44210	27.63430
30.46790	27.61250
30.50930	27.58630
30.54550	27.55580
30.57140	27.52970
30.60240	27.49480
30.60240	27.45990
30.59720	27.41190
30.59720	27.36400
30.58690	27.32470
30.58170	27.27670
30.58690	27.24190
30.62310	27.21570
30.64900	27.18520
30.69550	27.16340
30.73690	27.13720
30.77310	27.09360
30.80410	27.05440
30.81450	27.01950
30.81450	26.96280
30.81450	26.92350
30.80410	26.88870
30.79900	26.82760
30.78340	26.78840
30.78340	26.73170
30.77310	26.69240
30.76280	26.64010
30.76280	26.58780
30.76790	26.54850
30.76790	26.50930
30.79900	26.48310
30.85070	26.46130
30.90760	26.41770
30.95410	26.38720
31.00070	26.36100
31.06280	26.33050
31.11970	26.28690
31.18170	26.25200
31.24380	26.21720
31.28000	26.17790
31.32660	26.13870
31.33520	26.12850
31.33520	26.10230
31.33000	26.06310
31.32480	26.00200
31.30410	25.94100
31.28860	25.87560
 1             5 
 1 
 -9999.0  ,   -9998.0
 161 
31.68340	30
31.68030	29.99160
31.67410	29.97760
31.66380	29.95150
31.65760	29.91830
31.65340	29.89910
31.65340	29.87470
31.65760	29.85550
31.67000	29.83460
31.68240	29.81540
31.69690	29.80840
31.72590	29.80490
31.74030	29.77880
31.74450	29.75960
31.74860	29.73520
31.72380	29.72650
31.70720	29.73340
31.68240	29.72990
31.67620	29.71600
31.67620	29.69510
31.67830	29.67760
31.67000	29.66370
31.64930	29.64970
31.63070	29.63750
31.64100	29.62530
31.66170	29.61660
31.69070	29.60090
31.70310	29.58690
31.73000	29.57120
31.76520	29.55030
31.79000	29.52940
31.80450	29.50490
31.81690	29.48580
31.83550	29.45090
31.85620	29.42650
31.87900	29.40030
31.90380	29.37060
31.93480	29.34620
31.95970	29.32700
31.98450	29.30440
31.99900	29.27470
32.01140	29.25200
32.01970	29.22760
32.01310	29.22210
31.99760	29.19590
31.98720	29.17410
31.96140	29.13920
31.93030	29.10870
31.89410	29.07380
31.85280	29.05640
31.81140	29.04770
31.79070	29.03460
31.77000	29.00840
31.77000	28.98660
31.78030	28.95170
31.79070	28.92120
31.80620	28.88630
31.82170	28.85150
31.84760	28.81660
31.90450	28.77730
31.94590	28.74680
31.99240	28.72500
32.03900	28.70760
32.07000	28.67270
32.09590	28.64650
32.14240	28.61600
32.19930	28.58550
32.26140	28.55490
32.31830	28.57240
32.33380	28.61160
32.35450	28.64220
32.38030	28.63780
32.39070	28.60290
32.39070	28.56370
32.39070	28.51570
32.39590	28.45470
32.39070	28.41100
32.39590	28.36310
32.39590	28.30640
32.36480	28.26280
32.32340	28.21050
32.31310	28.15810
32.30280	28.11890
32.30280	28.07090
32.32340	28.03600
32.35450	28.00550
32.40620	27.98810
32.46830	27.99680
32.54070	28.02300
32.60790	28.02300
32.67000	28.02300
32.72690	28.03600
32.79410	28.02300
32.76830	27.97500
32.76310	27.92270
32.77340	27.87030
32.80970	27.83550
32.84070	27.80490
32.84070	27.74390
32.83550	27.70470
32.83550	27.65230
