 23 
 1             1 
 2 
 -9998.0  ,   -9997.0
 -2400.1  ,   -1345.5
 45 
 51.04317      28.7725 
51.0567 , 28.7832
51.078 , 28.7944
51.1126 , 28.8034
51.1419 , 28.8191
51.1818 , 28.8348
51.2217 , 28.846
51.2456 , 28.8684
51.2669 , 28.8729
51.2935 , 28.8931
51.3281 , 28.9065
51.344 , 28.9334
51.36 , 28.9514
51.376 , 28.985
51.3972 , 29.0074
51.3999 , 29.0276
51.4132 , 29.0568
51.4212 , 29.0837
51.4265 , 29.1173
51.4265 , 29.1487
51.4371 , 29.1824
51.4345 , 29.2182
51.4292 , 29.2519
51.4265 , 29.2833
51.4212 , 29.3214
51.4079 , 29.3662
51.3972 , 29.4044
51.3786 , 29.4402
51.3467 , 29.4761
51.3281 , 29.5165
51.3015 , 29.5479
51.2696 , 29.5905
51.2403 , 29.6286
51.2137 , 29.6623
51.1738 , 29.6914
51.1392 , 29.725
51.1046 , 29.7632
51.0674 , 29.7968
51.0301 , 29.8282
50.9823 , 29.8775
50.9424 , 29.8977
50.9051 , 29.9358
50.8732 , 29.965
50.8386 , 29.9852
50.8083 , 30.0000
 1             2 
 2 
 -9998.0  ,   -9997.0
 -2400.1  ,    -603.5
 67 
52.5755       27.51633 
52.5855 , 27.5299
52.6217 , 27.5169
52.6528 , 27.5081
52.6838 , 27.4863
52.7252 , 27.4689
52.7717 , 27.4427
52.8079 , 27.4297
52.8597 , 27.4209
52.9114 , 27.4209
52.9579 , 27.4209
53.0097 , 27.4122
53.0562 , 27.4035
53.0976 , 27.3904
53.139 , 27.3817
53.1907 , 27.3686
53.2114 , 27.3817
53.2114 , 27.4209
53.2372 , 27.4427
53.2838 , 27.4427
53.3407 , 27.4427
53.3976 , 27.434
53.4597 , 27.4253
53.5165 , 27.4384
53.5734 , 27.4515
53.5786 , 27.4907
53.5631 , 27.5256
53.501 , 27.5561
53.4803 , 27.5954
53.4803 , 27.6433
53.5062 , 27.6695
53.5217 , 27.7044
53.5786 , 27.7741
53.5838 , 27.8134
53.5838 , 27.857
53.5838 , 27.8962
53.5993 , 27.9529
53.6303 , 27.9922
53.6614 , 28.0358
53.7286 , 28.0881
53.7597 , 28.1273
53.7959 , 28.1709
53.8269 , 28.2276
53.8528 , 28.2712
53.8993 , 28.3105
53.9562 , 28.3497
54.0079 , 28.3759
54.0597 , 28.4151
54.0907 , 28.4544
54.101 , 28.5023
54.1476 , 28.5372
54.189 , 28.5547
54.22 , 28.5852
54.22 , 28.6331
54.1683 , 28.6767
54.101 , 28.7029
54.0545 , 28.7378
54.0079 , 28.777
53.9872 , 28.8119
53.9872 , 28.8599
54.0183 , 28.9209
54.07 , 28.934
54.1424 , 28.9515
54.1786 , 28.982
54.2303 , 29.0125
54.3079 , 29.043
54.3907 , 29.0561
 1             3 
 2 
 -9998.0  ,   -9997.0
 -2400.1  ,   -1752.5
 12 
54.3907 , 29.0561
54.4734 , 29.0561
54.5459 , 29.0605
54.6183 , 29.0517
54.6803 , 29.0387
54.7424 , 29.0038
54.8148 , 29.0038
54.8666 , 29.0343
54.9183 , 29.0256
54.9441 , 28.9951
54.9803 , 28.9645
55.0000 , 28.9506
 1             4 
 2 
 -9998.0  ,   -9997.0
 -2400.1  ,    -603.5
 35 
54.3907 , 29.0561
54.3979 , 29.08
54.4059 , 29.1047
54.4112 , 29.1383
54.4138 , 29.1697
54.4192 , 29.1988
54.4192 , 29.2414
54.4005 , 29.2616
54.3686 , 29.2908
54.35 , 29.3222
54.3314 , 29.3536
54.3101 , 29.3895
54.3048 , 29.4186
54.2835 , 29.4388
54.2489 , 29.4545
54.233 , 29.4881
54.1931 , 29.5397
54.1718 , 29.5846
54.1558 , 29.6182
54.1425 , 29.6586
54.1399 , 29.7012
54.1053 , 29.7236
54.0787 , 29.7483
54.0494 , 29.7684
54.0068 , 29.7841
53.9856 , 29.82
53.9882 , 29.8424
53.9377 , 29.8604
53.8818 , 29.8851
53.8366 , 29.9075
53.7781 , 29.9321
53.7568 , 29.9591
53.7063 , 29.9748
53.6664 , 29.9882
53.6424 , 30.0000
 1             5 
 1 
 -9999.0  ,   -9998.0
 5 
52.3586 , 30
52.3638 , 29.9724
52.4155 , 29.9593
52.4569 , 29.9767
52.4828 , 30
 1             6 
 1 
 -9999.0  ,   -9998.0
 48 
52.3741 , 29.9855
52.3741 , 29.9375
52.3638 , 29.8983
52.3379 , 29.8416
52.3276 , 29.7674
52.3328 , 29.7064
52.3483 , 29.6279
52.3534 , 29.5756
52.3638 , 29.4927
52.3793 , 29.4404
52.4103 , 29.3576
52.4724 , 29.314
52.5293 , 29.2747
52.5966 , 29.2137
52.6897 , 29.2006
52.8086 , 29.1919
52.8707 , 29.1352
52.9276 , 29.0698
53.031 , 29.0305
53.1345 , 29.
53.2224 , 28.9564
53.3052 , 28.9084
53.331 , 28.8561
53.3517 , 28.8517
53.4034 , 28.8648
53.4086 , 28.9215
53.3724 , 28.9651
53.3207 , 29.
53.2431 , 29.048
53.15 , 29.0785
53.0466 , 29.1047
52.9741 , 29.1613
52.9069 , 29.2137
52.8241 , 29.2616
52.7052 , 29.2704
52.6328 , 29.3009
52.581 , 29.3401
52.5345 , 29.3924
52.5034 , 29.4579
52.4724 , 29.5145
52.4724 , 29.5843
52.4724 , 29.6541
52.4414 , 29.7238
52.4621 , 29.8023
52.4724 , 29.8721
52.4724 , 29.8721
52.4879 , 29.9244
52.4672 , 29.9942
 1             7 
 1 
 -9999.0  ,   -9998.0
 51 
53.3345 , 28.8634
53.3241 , 28.8154
53.2672 , 28.7892
53.1793 , 28.7849
53.1379 , 28.7631
53.1431 , 28.7238
53.1586 , 28.6802
53.1948 , 28.6541
53.2931 , 28.6454
53.3966 , 28.641
53.4741 , 28.6366
53.5569 , 28.6235
53.6552 , 28.6148
53.7431 , 28.5974
53.9138 , 28.6017
54.0017 , 28.6061
54.131 , 28.5974
54.2397 , 28.5363
54.3483 , 28.5145
54.4517 , 28.5102
54.5293 , 28.4448
54.5966 , 28.4055
54.6741 , 28.375
54.7621 , 28.3576
54.85 , 28.327
54.9379 , 28.3096
55      , 28.2878
55      , 28.3488
54.9586 , 28.375
54.8655 , 28.4012
54.7724 , 28.423
54.6741 , 28.4535
54.6069 , 28.484
54.5448 , 28.5145
54.4569 , 28.5756
54.3586 , 28.5843
54.25 , 28.6105
54.1569 , 28.6584
54.0069 , 28.6933
53.9086 , 28.6933
53.8052 , 28.6759
53.7121 , 28.6933
53.6086 , 28.6933
53.5 , 28.7108
53.3707 , 28.7108
53.2621 , 28.7064
53.2466 , 28.7326
53.319 , 28.7456
53.3914 , 28.7718
53.4172 , 28.8154
53.4069 , 28.8721
 1             8 
 1 
 -9999.0  ,   -9998.0
 50 
54.4276 , 29.1526
54.3293 , 29.157
54.231 , 29.1744
54.1069 , 29.1919
53.9983 , 29.2049
53.8793 , 29.2224
53.7966 , 29.2573
53.6724 , 29.2573
53.5483 , 29.3052
53.4552 , 29.3401
53.3672 , 29.3794
53.2638 , 29.4317
53.1552 , 29.4971
53.031 , 29.5756
52.9172 , 29.641
52.8397 , 29.7064
52.731 , 29.7762
52.6121 , 29.8416
52.5448 , 29.9113
52.4828 , 29.9724
52.4465 , 29.9898
52.4052 , 29.9898
52.4052 , 29.968
52.4155 , 29.9375
52.4621 , 29.8939
52.5034 , 29.8416
52.5707 , 29.8023
52.6276 , 29.7587
52.6948 , 29.7151
52.7672 , 29.6802
52.8241 , 29.6366
52.9017 , 29.5756
52.9793 , 29.532
53.0569 , 29.4753
53.1448 , 29.4317
53.2328 , 29.3924
53.3103 , 29.3488
53.3931 , 29.3052
53.4707 , 29.2747
53.5741 , 29.2398
53.6517 , 29.1962
53.7293 , 29.1962
53.8017 , 29.1962
53.8638 , 29.1657
53.9517 , 29.1526
54.05 , 29.1439
54.1431 , 29.1439
54.2362 , 29.1177
54.3241 , 29.0959
54.4172 , 29.0959
 1             9 
 1 
 -9999.0  ,   -9998.0
 72 
54.1483 , 28.5116
54.0707 , 28.5378
53.9776 , 28.5596
53.8793 , 28.5901
53.7966 , 28.6119
53.6776 , 28.6424
53.5534 , 28.6599
53.4448 , 28.6686
53.331 , 28.6773
53.2069 , 28.7035
53.0879 , 28.734
52.9948 , 28.7776
52.9276 , 28.8299
52.85 , 28.8823
52.7879 , 28.939
52.7 , 29.0262
52.6224 , 29.0872
52.6017 , 29.1613
52.5707 , 29.2485
52.4931 , 29.3096
52.4776 , 29.3924
52.4672 , 29.484
52.4672 , 29.5625
52.4517 , 29.6541
52.4414 , 29.7326
52.4207 , 29.8154
52.4103 , 29.8852
52.4 , 29.9244
52.4 , 29.9637
52.3948 , 29.9811
52.3638 , 29.9898
52.3328 , 29.9855
52.3328 , 29.9506
52.3276 , 29.907
52.3379 , 29.859
52.3379 , 29.8198
52.3586 , 29.75
52.369 , 29.6802
52.3741 , 29.6105
52.3793 , 29.5407
52.3897 , 29.4884
52.3897 , 29.4273
52.4052 , 29.3706
52.4052 , 29.3227
52.4052 , 29.2878
52.4465 , 29.2529
52.4983 , 29.2137
52.5241 , 29.1613
52.5345 , 29.1177
52.5345 , 29.0829
52.5655 , 29.0392
52.6224 , 29.
52.6638 , 28.9608
52.7052 , 28.9172
52.7621 , 28.8779
52.819 , 28.8299
52.8759 , 28.7863
52.9379 , 28.734
53. , 28.6991
53.0724 , 28.673
53.1603 , 28.6555
53.2379 , 28.6381
53.3259 , 28.6294
53.4086 , 28.6076
53.4965 , 28.5988
53.5845 , 28.5945
53.6672 , 28.5901
53.7552 , 28.564
53.8276 , 28.5334
53.931 , 28.5073
54.0138 , 28.4942
54.1017 , 28.4637
 1             10 
 1 
 -9999.0  ,   -9998.0
 6 
52.4338 , 29.9904
52.4483 , 29.9904
52.4607 , 29.9922
52.4659 , 30.
52.4276 , 30
52.4265 , 29.9948
 1             11 
 1 
 -9999.0  ,   -9998.0
 7 
52.379 , 29.9869
52.3862 , 29.9939
52.3862 , 30
52.3313 , 30
52.3365 , 29.9965
52.349 , 29.986
52.3593 , 29.9878
 1             12 
 1 
 -9999.0  ,   -9998.0
 66 
50.1793 , 30
50.1897 , 29.9709
50.2052 , 29.9273
50.2362 , 29.875
50.2621 , 29.8314
50.3034 , 29.7791
50.3293 , 29.7398
50.3707 , 29.6962
