Name,FromYear,ToYear,Area,Type,Wikipedia,Wikidata,SeshatID,Components,MemberOf,CentroidLon,CentroidLat
Tuyuhun,641,660,355299.30508114357,POLITY,Tuyuhun,,cn_tuyuhun,,,96.0799,37.634
Kingdom of Italy,641,643,168927.25785027476,POLITY,Kingdom of Italy,,,,(Kingdom of Italy),11.529,44.0254
Saxons,641,723,82316.62631178673,POLITY,Saxons,,,,,9.2991,52.569
Dagobert I,641,643,529800.3418977225,LEADER,Dagobert I,,fr_merovingian_emp_2,,(Merovingian Empire);(Kingdom of the Franks),3.1311,46.7571
(Merovingian Empire),641,643,680888.5136543248,POLITY,Francia,,fr_merovingian_emp_2,Dagobert I;Sigebert III;(Kingdom of the Franks),,3.9037,47.55
Brythons,644,859,13277.651217967648,POLITY,Celtic Britons,,gb_brythonic_k,,(Brythonic Kingdoms),-4.4534,53.2515
Dabuyid Dynasty,644,646,64825.01204510947,POLITY,Dabuyid dynasty,,,,,51.357,37.02
Bavarians,644,660,74164.99508533393,POLITY,Bavarians,,,,,11.7049,47.6839
(Merovingian Empire),644,660,624963.1189396986,POLITY,Francia,,fr_merovingian_emp_2,(Burgundian Kingdom);Sigebert III;Erchinoald;(Kingdom of the Franks),,3.4323,47.4529
Kingdom of Italy,644,660,171790.42075202576,POLITY,Kingdom of Italy,,,,(Kingdom of Italy),11.4829,44.0254
Gaels,644,849,90706.39070366409,GROUP,Gaels,,,,,-7.9845,53.4477
Dál Riata,644,749,14762.84682660691,POLITY,Dál Riata,,gb_dal_riata,,,-5.6801,56.5313
Strathclyde,644,646,11526.420318786859,POLITY,Strathclyde,,gb_brythonic_k,,(Brythonic Kingdoms),-4.1651,55.7367
(Burgundian Kingdom),644,655,491977.5417091238,POLITY,Kingdom of the Burgundians,,,Erchinoald,(Merovingian Empire);(Kingdom of the Franks),2.6666,46.6442
Balasagan,644,646,74160.87978495825,POLITY,Balasagan,,,,,47.3521,40.7753
Rashidun Caliphate,644,646,6738718.166880347,POLITY,Rashidun Caliphate,,sa_rashidun_dyn,,,48.0941,28.4469
Kingdom of Armenia,644,646,47195.740531589625,POLITY,Kingdom of Armenia (antiquity),,,,,43.9069,40.6299
(Western Göktürks),644,646,3746751.576193678,POLITY,Göktürks,,,Western Göktürks,,73.9105,44.3181
Frisia Kingdom,644,660,57128.88265684258,POLITY,Frisia,,,,,9.026,48.5175
Erchinoald,644,655,491977.5417091238,LEADER,Erchinoald,,fr_merovingian_emp_2,,(Burgundian Kingdom);(Merovingian Empire);(Kingdom of the Franks),2.6666,46.6442
Kingdom of Rheged,644,646,11889.110659208918,POLITY,Rheged,,gb_brythonic_k,,(Brythonic Kingdoms),-2.8574,54.1978
Turk Shahis,644,665,275064.7242733879,POLITY,Kabul Shahi,,,,,68.4637,35.193
(Kingdom of Italy),644,660,171790.42075202576,POLITY,Kingdom of Italy,,,Kingdom of Italy,,11.4829,44.0254
Kingdom of Northumbria,644,646,35758.01351045132,POLITY,Northumbria,,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.7041,54.6035
(Kingdom of the Franks),644,660,624963.1189396986,POLITY,Francia,,,(Burgundian Kingdom);Sigebert III;Erchinoald,(Merovingian Empire),3.4323,47.4529
(Anglo-Saxon England),644,646,115181.5827724311,POLITY,History of Anglo-Saxon England,,gb_anglo_saxon_1,Kingdom of Sussex;Kingdom of East Anglia;Kingdom of Essex;Kingdom of Northumbria;Kingdom of Wessex;Kingdom of Mercia;Kingdom of Kent,,-1.1514,52.8749
Sigebert III,644,660,132985.57723057512,LEADER,Sigebert III,,fr_merovingian_emp_2,,(Merovingian Empire);(Kingdom of the Franks),6.0743,50.2435
(Brythonic Kingdoms),644,646,69521.09287366734,POLITY,Celtic Britons,,gb_brythonic_k,Brythons;Kingdom of Brycheiniog;Kingdom of Morgannwg;Kingdom of Gwent;Kingdom of Gwynedd;Kingdom of Rheged;Strathclyde;Kingdom of Powys;Dumnonia,,-3.8242,53.1752
Harsha's Empire,644,646,965227.2461171811,POLITY,Harsha,,in_harsha_emp,,,81.1753,25.132
Western Göktürks,644,646,3746751.576193678,POLITY,Göktürks,,,,(Western Göktürks),73.9105,44.3181
Kingdom of Mercia,647,655,37611.41355289185,POLITY,Mercia,,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.4368,52.5302
Kingdom of Northumbria,647,655,47755.386560275794,POLITY,Northumbria,,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.9912,54.5006
(Anglo-Saxon England),647,655,127071.43195518588,POLITY,History of Anglo-Saxon England,,gb_anglo_saxon_1,Kingdom of Sussex;Kingdom of East Anglia;Kingdom of Essex;Kingdom of Northumbria;Kingdom of Wessex;Kingdom of Mercia;Kingdom of Kent,,-1.3156,53.0021
(Brythonic Kingdoms),647,655,57639.31856903595,POLITY,Celtic Britons,,gb_brythonic_k,Kingdom of Morgannwg;Brythons;Strathclyde;Kingdom of Brycheiniog;Kingdom of Powys;Dumnonia;Kingdom of Gwent;Kingdom of Gwynedd,,-4.0293,52.9579
Gregory the Patrician,647,655,96300.84433308746,LEADER,Gregory the Patrician,,,,,7.5445,36.0709
Western Göktürks,647,655,1288699.3425898273,POLITY,Göktürks,,,,(Western Göktürks),71.756,40.5652
Harsha's Empire,647,655,162164.2361279772,POLITY,Harsha,,in_harsha_emp,,,89.234,23.4003
Tang Dynasty,647,655,6564034.490727381,POLITY,Tang dynasty,,cn_tang_dyn_1,,(Tang Dynasty),106.2266,39.0961
(Western Göktürks),647,655,1288699.3425898273,POLITY,Göktürks,,,Western Göktürks,,71.756,40.5652
Byzantine Empire,647,655,760822.0840001062,POLITY,Byzantine Empire,,tr_byzantine_emp_1,,,27.3497,39.8121
Strathclyde,647,749,11462.705131875327,POLITY,Strathclyde,,gb_brythonic_k,,(Brythonic Kingdoms),-4.1704,55.7407
Nobatia,647,655,147534.11369716955,POLITY,Nobatia,,,,,32.3644,21.657
Kingdom of Lazica,647,681,23545.321637184505,POLITY,Lazica,,,,,41.8843,42.5135
Khazaria,647,655,467360.4056137563,POLITY,Khazars,,ru_khazar_emp,,,45.9669,45.9603
Rashidun Caliphate,647,655,7089356.246488535,POLITY,Rashidun Caliphate,,sa_rashidun_dyn,,,47.2116,28.8615
(Tang Dynasty),647,655,6564034.490727381,POLITY,Tang dynasty,,cn_tang_dyn_1,Tang Dynasty,,106.2266,39.0961
Dabuyid Dynasty,647,717,64800.20418872415,POLITY,Dabuyid dynasty,,,,,51.3583,37.0193
Kamarupa Kingdom,656,750,106239.95425364519,POLITY,Kamarupa,,in_kamarupa_k,,,92.1592,26.3068
Kashmir,656,673,84895.28584646496,POLITY,Kashmir,,,,,77.2485,33.7388
(Tang Dynasty),656,660,7332991.611640682,POLITY,Tang dynasty,,cn_tang_dyn_1,Tang Dynasty,,103.6658,39.7997
Baekje,656,660,34638.551984706915,POLITY,Baekje,,,,,127.0551,35.7931
Teotihuacan,656,691,5674.000581128501,POLITY,Teotihuacan,,,,,-98.5097,19.2946
Khadga Dynasty,656,691,90428.44549638247,POLITY,Khadga Dynasty,,bd_khadga_dyn,,,90.0437,23.151
Rashidun Caliphate,656,660,6521299.160358561,POLITY,Rashidun Caliphate,,sa_rashidun_dyn,,,48.681,28.421
Karkota Dynasty,656,750,118670.19142581991,POLITY,Karkota dynasty,,in_karkota_dyn,,,74.7347,34.694
Khazaria,656,673,466831.06485271774,POLITY,Khazars,,ru_khazar_emp,,,45.9645,45.9647
(Burgundian Kingdom),656,660,491977.5417091238,POLITY,Kingdom of the Burgundians,,,Erchinoald,(Merovingian Empire);(Kingdom of the Franks),2.6666,46.6442
Old Great Bulgaria,656,673,301063.67163139087,POLITY,Old Great Bulgaria,,,,,36.9087,47.2448
Byzantine Empire,656,660,1040481.7365228169,POLITY,Byzantine Empire,,tr_byzantine_emp_1,,,24.0412,38.1443
Erchinoald,656,660,491977.5417091238,LEADER,Erchinoald,,fr_merovingian_emp_2,,(Burgundian Kingdom);(Merovingian Empire);(Kingdom of the Franks),2.6666,46.6442
(Umayyad Caliphate),656,660,387260.6045702514,POLITY,Umayyad Caliphate,,,Mu'awiya I,,37.1783,34.6306
Avar Khaganate,656,660,268427.64342146117,POLITY,Pannonian Avars,,hu_avar_khaganate,,,22.3465,45.9986
Kingdom of Gwynedd,656,660,8215.601194545592,POLITY,Kingdom of Gwynedd,,gb_brythonic_k,,(Brythonic Kingdoms),-3.8545,53.0567
Tibetan Empire,656,660,1902783.6275831112,POLITY,Tibetan Empire,,cn_tibet_k,,,90.0522,32.9649
(Western Göktürks),656,660,1258127.917259099,POLITY,Göktürks,,,Western Göktürks,,71.6974,40.657
Western Göktürks,656,660,1258127.917259099,POLITY,Göktürks,,,,(Western Göktürks),71.6974,40.657
Maitraka Dynasty,656,723,304738.804001843,POLITY,Maitraka dynasty,,in_maitraka_dyn,,,73.6096,23.5987
Samo's Empire,656,660,211311.36116572947,POLITY,Samo's Empire,,cz_samo_emp,,,15.7621,48.846
Tang Dynasty,656,660,7332991.611640682,POLITY,Tang dynasty,,cn_tang_dyn_1,,(Tang Dynasty),103.6658,39.7997
Chalukya Dynasty,656,660,803907.8079290319,POLITY,Chalukya dynasty,,in_badami_chalukya_emp,,,77.2339,18.4
Mu'awiya I,656,660,387260.6045702514,LEADER,Muawiya I,,,,(Umayyad Caliphate),37.1783,34.6306
Makuria,656,849,212626.74904638313,POLITY,Makuria,,sd_makuria_k_2,,,32.5282,20.8177
Kingdom of Northumbria,656,660,85388.46262554741,POLITY,Northumbria,,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.7535,53.6548
(Anglo-Saxon England),656,660,127093.09446756565,POLITY,History of Anglo-Saxon England,,gb_anglo_saxon_1,Kingdom of Sussex;Kingdom of East Anglia;Kingdom of Essex;Kingdom of Northumbria;Kingdom of Wessex;Kingdom of Kent,,-1.3159,53.0022
(Brythonic Kingdoms),656,660,57746.819118366606,POLITY,Celtic Britons,,gb_brythonic_k,Kingdom of Morgannwg;Brythons;Strathclyde;Kingdom of Brycheiniog;Kingdom of Powys;Dumnonia;Kingdom of Gwent;Kingdom of Gwynedd,,-4.0284,52.9587
Frisia Kingdom,661,665,57195.059808832404,POLITY,Frisia,,,,,9.0251,48.5187
(Kingdom of Italy),661,691,172044.51421182483,POLITY,Kingdom of Italy,,,Kingdom of Italy,,11.4867,44.0281
Felix of Aquitaine,661,665,205019.87836297028,LEADER,Felix of Aquitaine,,fr_aquitaine_duc_1,,(Aquitaine),0.7548,44.8739
Byzantine Empire,661,665,1186090.3493374765,POLITY,Byzantine Empire,,tr_byzantine_emp_1,,,25.4236,38.2532
Avar Khaganate,661,673,282842.53284806927,POLITY,Pannonian Avars,,hu_avar_khaganate,,,22.103,46.0243
(Umayyad Caliphate),661,665,923936.470661077,POLITY,Umayyad Caliphate,,sy_umayyad_cal,Umayyad Caliphate,,32.9562,29.972
Kingdom of Gwynedd,661,704,8108.100645214933,POLITY,Kingdom of Gwynedd,,gb_brythonic_k,,(Brythonic Kingdoms),-3.8586,53.0523
Tibetan Empire,661,665,1903004.4733970552,POLITY,Tibetan Empire,,cn_tibet_k,,,90.0521,32.9656
Lavo Kingdom,661,717,126306.86648208907,POLITY,Lavo Kingdom,,th_lavo_k_1,,,100.387,14.827
Haripuñjaya,661,665,143044.10062656907,POLITY,Haripuñjaya,,,,,99.576,18.1939
Tang Dynasty,661,665,8722412.491632203,POLITY,Tang dynasty,,cn_tang_dyn_1,,(Tang Dynasty),98.7107,39.9675
Chalukya Dynasty,661,731,802514.4903278495,POLITY,Chalukya dynasty,,in_badami_chalukya_emp,,,77.2242,18.3953
Umayyad Caliphate,661,665,923936.470661077,POLITY,Umayyad Caliphate,,sy_umayyad_cal,,(Umayyad Caliphate),32.9562,29.972
Visigothic Kingdom,661,704,578956.840396459,POLITY,Visigothic Kingdom,,es_visigothic_k,,(Visigothic Kingdom),-4.1427,40.3235
Kingdom of Mercia,661,665,38119.205474547525,POLITY,Mercia,,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.4352,52.5064
(Anglo-Saxon England),661,665,127579.22387684158,POLITY,History of Anglo-Saxon England,,gb_anglo_saxon_1,Kingdom of Sussex;Kingdom of East Anglia;Kingdom of Essex;Kingdom of Northumbria;Kingdom of Wessex;Kingdom of Mercia;Kingdom of Kent,,-1.3156,52.9933
(Kingdom of the Franks),661,665,136.54173979251175,POLITY,Francia,,,Sigebert III,(Merovingian Empire),-2.2902,47.4701
Kingdom of Northumbria,661,681,47755.386560275794,POLITY,Northumbria,,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.9912,54.5006
(Brythonic Kingdoms),661,704,57639.31856903595,POLITY,Celtic Britons,,gb_brythonic_k,Kingdom of Morgannwg;Brythons;Strathclyde;Kingdom of Brycheiniog;Kingdom of Powys;Dumnonia;Kingdom of Gwent;Kingdom of Gwynedd,,-4.0293,52.9579
Kingdom of Essex,661,665,4175.383759523878,POLITY,Kingdom of Essex,,gb_anglo_saxon_1,,(Anglo-Saxon England),0.0941,51.6916
Carantania,661,740,45586.05682948206,POLITY,Carantania,,,,,15.0083,47.1722
Sigebert III,661,665,136.54173979251175,LEADER,Sigebert III,,fr_merovingian_emp_2,,(Merovingian Empire);(Kingdom of the Franks),-2.2902,47.4701
Duchy of Thuringia,661,717,40556.90545050351,POLITY,Duchy of Thuringia,,,,,10.6201,50.5657
(Tang Dynasty),661,665,8722412.491632203,POLITY,Tang dynasty,,cn_tang_dyn_1,Tang Dynasty,,98.7107,39.9675
Kingdom of Italy,661,691,172044.51421182483,POLITY,Kingdom of Italy,,,,(Kingdom of Italy),11.4867,44.0281
Tuyuhun,661,665,355301.7182306056,POLITY,Tuyuhun,,cn_tuyuhun,,,96.0813,37.6337
(Merovingian Empire),661,665,136.54173979251175,POLITY,Francia,,fr_merovingian_emp_2,Sigebert III;(Kingdom of the Franks),,-2.2902,47.4701
Bavarians,661,717,76473.47759710715,POLITY,Bavarians,,,,,11.782,47.6938
(Aquitaine),661,665,649364.5218672568,POLITY,Aquitaine,,fr_aquitaine_duc_1,Felix of Aquitaine;Ebroin,,3.282,47.2885
(Visigothic Kingdom),661,704,578956.840396459,POLITY,Visigothic Kingdom,,es_visigothic_k,Visigothic Kingdom,,-4.1427,40.3235
Silla,661,665,86526.34014650887,POLITY,Silla,,,,,128.0821,37.2353
Rashidun Caliphate,661,665,5866262.46574751,POLITY,Rashidun Caliphate,,sa_rashidun_dyn,,,50.6053,28.3748
Ebroin,661,665,444344.64350428636,LEADER,Ebroin,,fr_aquitaine_duc_1,,(Aquitaine),4.3761,48.334
Tarumanagara,666,673,62498.71327751511,POLITY,Tarumanagara,,,,,107.5779,-6.9336
(Anglo-Saxon England),666,681,127071.43195518588,POLITY,History of Anglo-Saxon England,,gb_anglo_saxon_1,Kingdom of Sussex;Kingdom of East Anglia;Kingdom of Northumbria;Kingdom of Wessex;Kingdom of Mercia;Kingdom of Kent,,-1.3156,53.0021
(Kingdom of the Franks),666,673,132941.97286344372,POLITY,Francia,,,Childeric II,(Merovingian Empire),6.0748,50.244
Kingdom of Mercia,666,681,41435.863178482185,POLITY,Mercia,,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.2994,52.4538
Haripuñjaya,666,1065,143044.10062656907,POLITY,Haripuñjaya,,th_haribhunjaya_k,,,99.576,18.1939
Umayyad Caliphate,666,673,6926277.758584386,POLITY,Umayyad Caliphate,,sy_umayyad_cal,,(Umayyad Caliphate),47.7932,28.6669
Tang Dynasty,666,673,7652691.601107901,POLITY,Tang dynasty,,cn_tang_dyn_1,,(Tang Dynasty),102.8559,39.6286
Tibetan Empire,666,673,2279482.6893652678,POLITY,Tibetan Empire,,cn_tibet_k,,,91.1068,33.7871
Childeric II,666,673,132941.97286344372,LEADER,Childeric II,,fr_merovingian_emp_2,,(Merovingian Empire);(Kingdom of the Franks),6.0748,50.244
Kingdom of Wessex,666,691,15878.250205933487,POLITY,Wessex,,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.7506,51.2182
Frisia Kingdom,666,673,57128.88265684258,POLITY,Frisia,,,,,9.026,48.5175
(Umayyad Caliphate),666,673,6926277.758584386,POLITY,Umayyad Caliphate,,sy_umayyad_cal,Umayyad Caliphate,,47.7932,28.6669
Hunnic Empire,666,673,46.28259609982692,POLITY,Huns,,,,,37.6301,45.595
Turk Shahis,666,673,256171.88173888277,POLITY,Kabul Shahi,,,,,68.6505,35.0764
Felix of Aquitaine,666,673,205019.87836297028,LEADER,Felix of Aquitaine,,fr_aquitaine_duc_1,,(Aquitaine),0.7548,44.8739
Byzantine Empire,666,673,1068365.1552915382,POLITY,Byzantine Empire,,tr_byzantine_emp_1,,,25.7162,38.9433
Ebroin,666,673,311605.340357157,LEADER,Ebroin,,fr_aquitaine_duc_1,,(Aquitaine),3.6089,47.4735
Turks,666,673,695741.2093554367,POLITY,Turk,,,,,72.2425,41.9684
(Aquitaine),666,673,516625.2187201273,POLITY,Aquitaine,,fr_aquitaine_duc_1,Felix of Aquitaine;Ebroin,,2.5082,46.471
Kingdom of East Anglia,666,799,12501.632974635617,POLITY,Kingdom of East Anglia,,gb_anglo_saxon_1,,(Anglo-Saxon England),0.8851,52.4323
Silla,666,673,86615.50042896846,POLITY,Silla,,,,,128.0821,37.2343
(Tang Dynasty),666,673,7652691.601107901,POLITY,Tang dynasty,,cn_tang_dyn_1,Tang Dynasty,,102.8559,39.6286
(Merovingian Empire),666,673,132941.97286344372,POLITY,Francia,,fr_merovingian_emp_2,Childeric II;(Kingdom of the Franks),,6.0748,50.244
Tang Dynasty,674,681,6295459.943830067,POLITY,Tang dynasty,,cn_tang_dyn_1,,(Tang Dynasty),108.6781,39.0575
Lupus I,674,681,204791.10926353864,LEADER,Lupus,,fr_aquitaine_duc_1,,(Aquitaine),0.7537,44.8709
Umayyad Caliphate,674,681,6998993.340786671,POLITY,Umayyad Caliphate,,sy_umayyad_cal,,(Umayyad Caliphate),47.2759,28.703
(Kingdom of the Franks),674,681,444663.99696523,POLITY,Francia,,,Childeric II,(Merovingian Empire),4.3729,48.3335
Frisia Kingdom,674,681,57195.059808832404,POLITY,Frisia,,,,,9.0251,48.5187
Old Great Bulgaria,674,681,62759.49940916403,POLITY,Old Great Bulgaria,,,,,30.6334,46.6338
Byzantine Empire,674,681,964199.407709829,POLITY,Byzantine Empire,,tr_byzantine_emp_1,,,26.7034,39.3709
Turk Shahis,674,681,274888.9885087374,POLITY,Kabul Shahi,,,,,68.4614,35.191
Sunda Kingdom,674,723,26861.072316564212,POLITY,Sunda Kingdom,,,,,106.5301,-6.7018
Avar Khaganate,674,681,283052.6084136089,POLITY,Pannonian Avars,,hu_avar_khaganate,,,22.1013,46.0234
(Umayyad Caliphate),674,681,6998993.340786671,POLITY,Umayyad Caliphate,,sy_umayyad_cal,Umayyad Caliphate,,47.2759,28.703
Srivijaya,674,681,5524.047423482605,POLITY,Srivijaya,,,,,104.4858,-3.1202
Tibetan Empire,674,681,3217559.7437789757,POLITY,Tibetan Empire,,cn_tibet_k,,,88.0826,35.5125
Childeric II,674,681,444663.99696523,LEADER,Childeric II,,fr_merovingian_emp_2,,(Merovingian Empire);(Kingdom of the Franks),4.3729,48.3335
(Aquitaine),674,681,204791.10926353864,POLITY,Aquitaine,,fr_aquitaine_duc_1,Lupus I,,0.7537,44.8709
Silla,674,681,86615.50042896846,POLITY,Silla,,,,,128.0821,37.2343
Volga Bulgaria,674,681,4158.2365574068,POLITY,Volga Bulgaria,,,,,44.9701,52.6658
Khazaria,674,681,717865.4985107181,POLITY,Khazars,,ru_khazar_emp,,,43.2028,46.4378
Turks,674,681,959011.9598798504,POLITY,Turk,,,,,75.6164,42.5863
(Tang Dynasty),674,681,6295459.943830067,POLITY,Tang dynasty,,cn_tang_dyn_1,Tang Dynasty,,108.6781,39.0575
Kashmir,674,681,73729.27326442602,POLITY,Kashmir,,,,,77.1547,33.423
Goguryeo,674,681,195.2033459254512,POLITY,Goguryeo,,,,,126.7049,39.0328
(Merovingian Empire),674,681,444663.99696523,POLITY,Francia,,fr_merovingian_emp_2,Childeric II;(Kingdom of the Franks),,4.3729,48.3335
Galuh Kingdom,674,723,36125.24270890583,POLITY,Galuh Kingdom,,,,,108.3495,-7.1044
Childeric II,682,691,311271.146882853,LEADER,Childeric II,,fr_merovingian_emp_2,,(Merovingian Empire);(Kingdom of the Franks),3.6068,47.4714
Tibetan Empire,682,691,3218072.6175306966,POLITY,Tibetan Empire,,cn_tibet_k,,,88.0857,35.5138
Srivijaya,682,691,170100.95294408538,POLITY,Srivijaya,,,,,104.2425,-3.417
Yenisei Kyrgyz,682,691,424096.4734425138,POLITY,Yenisei Kyrgyz,,,,,97.2272,54.842
Turk Shahis,682,691,133034.65929572334,POLITY,Kabul Shahi,,,,,69.8867,35.1015
Byzantine Empire,682,691,950584.8543554823,POLITY,Byzantine Empire,,tr_byzantine_emp_1,,,26.7656,39.3041
Avar Khaganate,682,740,238628.58295504318,POLITY,Pannonian Avars,,hu_avar_khaganate,,,21.3787,46.216
(Umayyad Caliphate),682,691,5836875.339808584,POLITY,Umayyad Caliphate,,sy_umayyad_cal,Umayyad Caliphate,,48.9162,29.2118
Unified Silla,682,891,149880.10779771258,POLITY,Unified Silla,,,,,127.4561,37.1039
Frisia Kingdom,682,691,57128.88265684258,POLITY,Frisia,,,,,9.026,48.5175
Principality of Iberia,682,723,34636.24614987047,POLITY,Principality of Iberia,,,,,43.9329,42.1231
Kingdom of Mercia,682,691,45347.10468202713,POLITY,Mercia,,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.2035,52.5357
Kingdom of Northumbria,682,704,43862.740530150564,POLITY,Northumbria,,gb_anglo_saxon_1,,(Anglo-Saxon England),-2.145,54.5972
(Anglo-Saxon England),682,691,127090.02742860558,POLITY,History of Anglo-Saxon England,,gb_anglo_saxon_1,Kingdom of Sussex;Kingdom of East Anglia;Kingdom of Northumbria;Kingdom of Wessex;Kingdom of Mercia;Kingdom of Kent,,-1.3155,53.0023
(Kingdom of the Franks),682,691,444503.1305041974,POLITY,Francia,,,Childeric II;Pepin of Herstal,(Merovingian Empire),4.3747,48.3337
Lupus I,682,691,205019.87836297028,LEADER,Lupus,,fr_aquitaine_duc_1,,(Aquitaine),0.7548,44.8739
Tang Dynasty,682,691,3553138.943478856,POLITY,Tang dynasty,,cn_tang_dyn_1,,(Tang Dynasty),112.2825,32.2495
Umayyad Caliphate,682,691,5836875.339808584,POLITY,Umayyad Caliphate,,sy_umayyad_cal,,(Umayyad Caliphate),48.9162,29.2118
First Bulgarian Empire,682,704,173252.3008327503,POLITY,First Bulgarian Empire,,bg_bulgaria_early,,,27.4324,44.9417
Abd Allah ibn al-Zubayr,682,691,1443456.9886697473,LEADER,Abd Allah ibn al-Zubayr,,,,,36.9968,27.7877
(Merovingian Empire),682,691,444503.1305041974,POLITY,Francia,,fr_merovingian_emp_2,Childeric II;Pepin of Herstal;(Kingdom of the Franks),,4.3747,48.3337
(Tang Dynasty),682,691,3553138.943478856,POLITY,Tang dynasty,,cn_tang_dyn_1,Tang Dynasty,,112.2825,32.2495
Kashmir,682,691,74009.1906991341,POLITY,Kashmir,,,,,77.1515,33.4305
Turks,682,691,958918.412183834,POLITY,Turk,,,,,75.6149,42.5863
Pepin of Herstal,682,691,133231.98362134438,LEADER,Pepin of Herstal,,fr_merovingian_emp_2,,(Merovingian Empire);(Kingdom of the Franks),6.0738,50.2417
Kingdom of Lazica,682,723,23424.302078712302,POLITY,Lazica,,,,,41.8806,42.5178
Volga Bulgaria,682,1071,44238.74979630369,POLITY,Volga Bulgaria,,,,,49.8019,55.4588
Khazaria,682,723,751891.4714480807,POLITY,Khazars,,ru_khazar_emp,,,43.1606,46.573
(Aquitaine),682,717,205019.87836297028,POLITY,Aquitaine,,fr_aquitaine_duc_1,Lupus I,,0.7548,44.8739
Kingdom of Italy,692,704,179628.20072513787,POLITY,Kingdom of Italy,,,,(Kingdom of Italy),11.6957,43.8961
(Merovingian Empire),692,704,453281.1289690865,POLITY,Francia,,fr_merovingian_emp_3,Pepin of Herstal;(Kingdom of the Franks),,4.3738,48.4113
Teotihuacan,692,704,5674.000581128501,POLITY,Teotihuacan,,,,,-98.5097,19.2946
(Tang Dynasty),692,704,4245310.670325098,POLITY,Tang dynasty,,cn_tang_dyn_1,Tang Dynasty,,107.181,33.6168
Kashmir,692,731,73729.27326442602,POLITY,Kashmir,,,,,77.1547,33.423
Abd Allah ibn al-Zubayr,692,704,5264.735587722912,LEADER,Abd Allah ibn al-Zubayr,,,,,39.7516,21.3077
Türgesh,692,704,2682645.1925709373,POLITY,Türgesh,,,,,104.4182,46.4865
Cyprus Condominium,692,874,11437.482974276998,POLITY,Cyprus,,,,,33.2746,35.0842
Khadga Dynasty,692,704,90428.44549638247,POLITY,Khadga Dynasty,,bd_khadga_dyn,,,90.0437,23.151
Turks,692,717,959272.1835054497,POLITY,Turk,,,,,75.6126,42.5865
Pepin of Herstal,692,704,453281.1289690865,LEADER,Pepin of Herstal,,fr_merovingian_emp_3,,(Merovingian Empire);(Kingdom of the Franks),4.3738,48.4113
Byzantine Empire,692,704,943416.1221947618,POLITY,Byzantine Empire,,tr_byzantine_emp_1,,,26.8375,39.2917
(Kingdom of Italy),692,704,179628.20072513787,POLITY,Kingdom of Italy,,,Kingdom of Italy,,11.6957,43.8961
Turk Shahis,692,717,339517.3136610123,POLITY,Kabul Shahi,,,,,68.0341,34.1376
(Umayyad Caliphate),692,704,8608405.161149777,POLITY,Umayyad Caliphate,,sy_umayyad_cal,Umayyad Caliphate,,38.4659,29.2023
Frisia Kingdom,692,709,57195.059808832404,POLITY,Frisia,,,,,9.0251,48.5187
Kingdom of Wessex,692,704,26284.1511521937,POLITY,Wessex,,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.0751,51.1583
Srivijaya,692,717,483627.1314785547,POLITY,Srivijaya,,,,,102.7741,0.1682
Tibetan Empire,692,704,2524626.870276352,POLITY,Tibetan Empire,,cn_tibet_k,,,89.4858,34.1828
Yenisei Kyrgyz,692,762,423936.7376321778,POLITY,Yenisei Kyrgyz,,,,,97.2162,54.8426
Tang Dynasty,692,704,4245310.670325098,POLITY,Tang dynasty,,cn_tang_dyn_1,,(Tang Dynasty),107.181,33.6168
Lupus I,692,704,205019.87836297028,LEADER,Lupus,,fr_aquitaine_duc_1,,(Aquitaine),0.7548,44.8739
Umayyad Caliphate,692,704,8608405.161149777,POLITY,Umayyad Caliphate,,sy_umayyad_cal,,(Umayyad Caliphate),38.4659,29.2023
Kingdom of Mercia,692,704,45434.82813703416,POLITY,Mercia,,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.2009,52.5337
(Anglo-Saxon England),692,704,128083.35279401406,POLITY,History of Anglo-Saxon England,,gb_anglo_saxon_1,Kingdom of Northumbria;Kingdom of Wessex;Kingdom of Mercia;Kingdom of East Anglia,,-1.3109,52.9869
(Kingdom of the Franks),692,704,453281.1289690865,POLITY,Francia,,,Pepin of Herstal,(Merovingian Empire),4.3738,48.4113
(Visigothic Kingdom),705,709,579004.1923547058,POLITY,Visigothic Kingdom,,es_visigothic_k,Visigothic Kingdom,,-4.1419,40.3238
Kingdom of Kent,705,740,4085.768700247273,POLITY,Kingdom of Kent,,gb_anglo_saxon_1,,(Anglo-Saxon England),0.6723,51.2235
Dumnonia,705,709,14348.731173272468,POLITY,Dumnonia,,gb_brythonic_k,,(Brythonic Kingdoms),-4.16,50.6906
Pepin of Herstal,705,709,421016.854066273,LEADER,Pepin of Herstal,,fr_merovingian_emp_3,,(Merovingian Empire);(Kingdom of the Franks),4.266,48.7229
Balhae,705,740,125329.96770626419,POLITY,Balhae,,kr_balhae_k,,,127.7584,41.2821
