Name,FromYear,ToYear,Area,Type,Wikipedia,Wikidata,SeshatID,Components,MemberOf,CentroidLon,CentroidLat
Duchy of Milan,1492,1496,35315.24252475073,POLITY,Duchy of Milan,,it_milan_duc_1,,,9.1019,45.2823
(Ottoman Empire),1492,1501,931067.0515150778,POLITY,Ottoman Empire,,tr_ottoman_emp_1,Ottoman Empire,,28.0561,40.7355
Habsburg Monarchy,1492,1496,49917.060358680115,POLITY,Habsburg Austria,,at_habsburg_1,,(Habsburg Monarchy),4.5337,50.872
(Personal union of Crown of Aragon with Crown of Castile),1492,1496,543226.0267370113,POLITY,Catholic Monarchs of Spain,,es_aragon_crown;es_castile_crown,Crown of Castile;Crown of Aragon,,-2.3133,40.1196
(Personal union of Kingdom of Bohemia with Kingdom of Hungary),1492,1515,466296.96094837994,POLITY,Vladislaus II of Hungary,,cz_bohemian_k_2;hu_later_dyn,Kingdom of Hungary;(Kingdom of Hungary);Kingdom of Bohemia;(Kingdom of Bohemia),,19.0212,47.8135
Ottoman Empire,1492,1501,931067.0515150778,POLITY,Ottoman Empire,,tr_ottoman_emp_1,,(Ottoman Empire),28.0561,40.7355
Republic of Venice,1492,1501,63607.19001820772,POLITY,Republic of Venice,,it_venetian_rep_3,,,17.6434,42.3961
Eastern Chagatai Khanate,1492,1501,294296.8974912737,POLITY,Moghulistan,,,,,76.9286,42.8331
Bidar Sultanate,1492,1518,63693.18622496702,POLITY,Bidar Sultanate,,,,,78.3081,18.5263
Swiss Confederation,1492,1496,21896.10070647619,POLITY,Switzerland,,ch_swiss_conf_1,,,8.0566,46.9739
Sultanate of Brunei,1492,1496,49192.11905809192,POLITY,Bruneian Sultanate (1368-1888),,,,,113.3847,3.7423
Kingdom of Portugal,1492,1496,109013.14707152118,POLITY,Kingdom of Portugal,,pt_portugal_k,,,-9.3764,37.8077
Electorate of Brandenburg,1492,1528,42292.72852605368,POLITY,Margraviate of Brandenburg,,de_hohenzollern_1,,,13.7793,52.8933
Wattasid dynasty,1492,1496,383698.22343528667,POLITY,Wattasid dynasty,,ma_wattasid_dyn,,,-6.387,31.8548
Lodi Dynasty,1497,1518,441657.79954224516,POLITY,Lodi dynasty,,in_delhi_sultanate,,(Delhi Sultanate),78.1594,28.1887
(Warring States Japan),1497,1506,320992.2562682733,POLITY,Sengoku period,,jp_sengoku_jidai,Hōjō clan;Warring States Japan,,136.6256,35.9089
Swiss Confederation,1497,1501,22654.363100605697,POLITY,Switzerland,,ch_swiss_conf_1,,,8.0873,46.9556
Sultanate of Brunei,1497,1501,50131.51910948056,POLITY,Bruneian Sultanate (1368-1888),,,,,113.4828,3.8597
(Delhi Sultanate),1497,1518,441657.79954224516,POLITY,Delhi Sultanate,,in_delhi_sultanate,Lodi Dynasty,,78.1594,28.1887
Inca Empire,1497,1533,2095031.9905848624,POLITY,Inca Empire,,pe_inca_emp,,,-70.7458,-18.4974
Wattasid dynasty,1497,1501,383974.6146858641,POLITY,Wattasid dynasty,,ma_wattasid_dyn,,,-6.3853,31.8572
Kingdom of Portugal,1497,1506,113432.51704304968,POLITY,Kingdom of Portugal,,pt_portuguese_emp_1,,,-8.8388,36.7117
Habsburg Monarchy,1497,1501,70884.73683780919,POLITY,Habsburg Austria,,at_habsburg_1,,(Habsburg Monarchy),4.709,50.093
Duchy of Milan,1497,1501,33481.74949230152,POLITY,Duchy of Milan,,it_milan_duc_1,,,9.1329,45.2821
County of Savoy,1497,1511,35596.35853687566,POLITY,County of Savoy,,,,,6.7813,45.504
(Personal union of Crown of Aragon with Crown of Castile),1497,1501,568782.5116232502,POLITY,Catholic Monarchs of Spain,,es_aragon_crown;es_castile_crown,Crown of Castile;Crown of Aragon,,-4.0108,39.5456
(Kingdom of France),1497,1501,465554.68488403916,POLITY,Kingdom of France,,fr_valois_k_2,County of Auvergne;County of Foix;Kingdom of France;County of Nevers;House of Bourbon,,1.6737,46.4343
(Habsburg Monarchy),1497,1501,171497.61011836788,POLITY,Habsburg Austria,,at_habsburg_1,House of Habsburg;Habsburg Monarchy,,9.8198,48.494
(Holy Roman Empire),1497,1501,344124.46202398237,POLITY,Holy Roman Empire,,de_empire_minor_1,Holy Roman Empire Minor States,,9.5817,50.5787
County of Foix,1497,1501,45120.6767298018,POLITY,County of Foix,,fr_valois_k_2,,(Kingdom of France),0.3758,43.8607
House of Jagiellon,1497,1501,1021282.762263601,POLITY,Jagiellonian dynasty,,pl_jagiellonian_dyn,,,27.7621,52.3006
Crown of Aragon,1497,1501,156544.94502301922,POLITY,Crown of Aragon,,es_aragon_crown,,(Personal union of Crown of Aragon with Crown of Castile),3.7736,40.5411
Shaybanids,1497,1501,395933.8451985963,POLITY,Shaybanids,,,,,64.9938,42.8218
Babur,1497,1501,83428.62140051267,LEADER,Babur,,,,(Mughal Empire),71.3947,40.1893
Teutonic Order,1497,1520,38518.13257865238,POLITY,Teutonic Order,,,,,21.0636,54.2739
Sultanate of Bengal,1497,1501,331910.8044361958,POLITY,Bengal Sultanate,,bd_bengal_sultanate,,,87.4065,23.9267
Michoacán,1497,1520,74262.71991149758,POLITY,Michoacán,,,,,-101.995,19.3366
(Timurid Empire),1497,1501,1862502.6445131775,POLITY,Timurid Empire,,uz_timurid_emp,Timurid Empire,,62.2361,34.2863
Ryukyu Kingdom,1497,1518,2616.632986261154,POLITY,Ryukyu Kingdom,,,,,127.5455,26.2123
Tondo,1497,1563,4839.810360924248,POLITY,Tondo (historical polity),,,,,120.7545,14.7812
Holy Roman Empire Minor States,1497,1501,344124.46202398237,POLITY,Holy Roman Empire,,de_empire_minor_1,,(Holy Roman Empire),9.5817,50.5787
Rajahnate of Cebu,1497,1563,6669.4324010319215,POLITY,Cebu (historical polity),,,,,123.7137,10.3737
Kazakh Khanate,1497,1501,1864646.5175379445,POLITY,Kazakh Khanate,,kz_kazakh_khanate_1,,,69.8332,48.2867
Hōjō clan,1497,1511,2039.5075387485394,GROUP,Hōjō clan,,jp_sengoku_jidai,,(Warring States Japan),138.9343,34.9404
Kingdom of Naples,1497,1501,68688.52360996441,POLITY,Kingdom of Naples,,,,,15.505,40.8344
Duchy of Lorraine,1497,1501,17254.32688751922,POLITY,Duchy of Lorraine,,,,,6.1157,48.7033
House of Bourbon,1497,1520,43425.58552003654,POLITY,House of Bourbon,,fr_valois_k_2,,(Kingdom of France),3.0051,45.7408
Warring States Japan,1497,1506,318952.7487295245,POLITY,Sengoku period,,jp_sengoku_jidai,,(Warring States Japan),136.611,35.915
Khanate of Sibir,1497,1520,2824701.662894384,POLITY,Khanate of Sibir,,ru_sibir_khanate,,,75.2514,61.2284
Albert III Duke of Saxony,1497,1501,14130.988795208548,LEADER,"Albert III, Duke of Saxony",,,,(Electorate of Saxony),12.9078,51.2483
(Mughal Empire),1497,1501,83428.62140051267,POLITY,Mughal Empire,,,Babur,,71.3947,40.1893
Kingdom of France,1497,1501,363743.6257088055,POLITY,Kingdom of France,,fr_valois_k_2,,(Kingdom of France),1.6161,46.7798
Songhai Empire,1497,1563,629260.4716394695,POLITY,Songhai Empire,,ml_songhai_2,,,-6.5539,15.4584
Timurid Empire,1497,1501,1862502.6445131775,POLITY,Timurid Empire,,uz_timurid_emp,,(Timurid Empire),62.2361,34.2863
Crown of Castile,1497,1501,412237.5666002308,POLITY,Crown of Castile,,es_castile_crown,,(Personal union of Crown of Aragon with Crown of Castile),-7.0168,39.1612
Grand Principality of Moscow,1497,1501,2108965.553303305,POLITY,Principality of Moscow,,ru_moskva_rurik_dyn,,,46.3577,63.0288
County of Auvergne,1497,1501,706.2260148644731,POLITY,Auvergne,,fr_valois_k_2,,(Kingdom of France),1.6105,50.731
Aztec Triple Alliance,1497,1501,176841.79746538363,POLITY,Aztec Empire,,mx_aztec_emp,,,-98.2975,18.876
Namayan,1497,1563,1043.3564486106497,POLITY,Namayan,,,,,121.1036,14.4632
Samtskhe-Saatabago,1502,1506,42528.40883745832,POLITY,Samtskhe-Saatabago,,,,,42.3757,40.7565
Aztec Triple Alliance,1502,1518,211464.85571990494,POLITY,Aztec Empire,,mx_aztec_emp,,,-98.0306,18.6806
Kapisa,1502,1506,116749.8884383583,POLITY,Kapisa,,,,,69.764,35.2045
Crown of Castile,1502,1506,417008.94178422977,POLITY,Crown of Castile,,es_castile_crown,,(Personal union of Crown of Aragon with Crown of Castile),-7.6307,38.9692
Grand Principality of Moscow,1502,1506,2114901.9161148206,POLITY,Principality of Moscow,,ru_moskva_rurik_dyn,,,46.3678,63.0501
Timurid Empire,1502,1506,1778127.7694804396,POLITY,Timurid Empire,,uz_timurid_emp,,(Timurid Empire),61.9104,34.1074
Vijayanagara Empire,1502,1506,538743.2817040455,POLITY,Vijayanagara Empire,,in_vijayanagara_emp,,,78.0684,13.8118
Crimean Khanate,1502,1506,136592.12821271244,POLITY,Crimean Khanate,,ru_crimean_khanate,,,37.1004,46.713
Astrakhan Khanate,1502,1555,162622.19220833405,POLITY,Astrakhan Khanate,,ru_astrakhan_khanate,,,46.4235,46.6028
(Kingdom of England),1502,1539,166454.49741064585,POLITY,Kingdom of England,,gb_england_tudor_and_early_stuart,Kingdom of England,,-1.962,52.5757
House of Habsburg,1502,1506,102221.18642498899,POLITY,House of Habsburg,,at_habsburg_1,,(Habsburg Monarchy),13.6146,47.289
Shan States,1502,1528,273843.58945226116,POLITY,Shan States,,,,,97.3826,23.7444
Ceylon,1502,1506,62122.66140456563,POLITY,Sri Lanka,,,,,80.6993,7.3309
Portuguese Empire,1502,1506,102966.19731767036,POLITY,Portuguese Empire,,pt_portuguese_emp_1,,,-30.0555,-6.1356
Duchy of Lorraine,1502,1518,17052.477928969205,POLITY,Duchy of Lorraine,,,,,6.1067,48.7004
Ava Kingdom,1502,1525,114340.52234451013,POLITY,Kingdom of Ava,,mm_ava_k,,,95.9296,22.1394
Khanate of Kazan,1502,1546,172518.77491323752,POLITY,Khanate of Kazan,,ru_kazan_khanate,,,49.5664,55.1816
Safavid Dynasty,1502,1506,159055.70566122042,POLITY,Safavid dynasty,,ir_safavid_emp,,,46.5548,38.5889
Aq Qoyunlu,1502,1506,1542551.7772164566,POLITY,Aq Qoyunlu,,,,,49.9335,32.85
Kazakh Khanate,1502,1511,1738222.5004328743,POLITY,Kazakh Khanate,,kz_kazakh_khanate_1,,,69.9731,48.8176
Holy Roman Empire Minor States,1502,1506,336179.1403702995,POLITY,Holy Roman Empire,,de_empire_minor_1,,(Holy Roman Empire),9.5848,50.6615
Kalmar Union,1502,1520,829796.5576185001,POLITY,Kalmar Union,,sv_kalmar_union,,(Kalmar Union),11.3403,64.4097
(Mughal Empire),1502,1506,22157.014514260085,POLITY,Mughal Empire,,,Babur,,67.6227,36.7093
Kingdom of England,1502,1539,166454.49741064585,POLITY,Kingdom of England,,gb_england_tudor_and_early_stuart,,(Kingdom of England),-1.962,52.5757
Kingdom of France,1502,1506,469858.6223073701,POLITY,Kingdom of France,,fr_valois_k_2,,(Kingdom of France),4.0011,45.8508
Kingdom of Sweden,1502,1520,455858.83234170184,POLITY,Sweden,,,,(Kingdom of Sweden),21.262,61.7484
County of Foix,1502,1511,41052.54758084746,POLITY,County of Foix,,fr_valois_k_2,,(Kingdom of France),0.3538,43.9377
(Holy Roman Empire),1502,1506,336179.1403702995,POLITY,Holy Roman Empire,,de_empire_minor_1,Holy Roman Empire Minor States,,9.5848,50.6615
Nogai Horde,1502,1511,702596.6482759604,POLITY,Nogai Horde,,,,,52.7635,48.276
(Habsburg Monarchy),1502,1506,173151.5770042026,POLITY,Habsburg Austria,,at_habsburg_1,House of Habsburg;Habsburg Monarchy,,9.8473,48.4746
(Kingdom of France),1502,1506,566895.326318785,POLITY,Kingdom of France,,fr_valois_k_2,County of Foix;Kingdom of France;County of Nevers;House of Bourbon,,3.6518,45.741
(Timurid Empire),1502,1506,1778127.7694804396,POLITY,Timurid Empire,,uz_timurid_emp,Timurid Empire,,61.9104,34.1074
Sultanate of Bengal,1502,1511,361167.32767308044,POLITY,Bengal Sultanate,,bd_bengal_sultanate,,,87.6905,24.0413
Mahdids,1502,1506,4395.976443988723,POLITY,Mahdids,,,,,58.7334,23.3096
Babur,1502,1506,22157.014514260085,LEADER,Babur,,,,(Mughal Empire),67.6227,36.7093
Crown of Aragon,1502,1506,156735.696045997,POLITY,Crown of Aragon,,es_aragon_crown,,(Personal union of Crown of Aragon with Crown of Castile),3.7687,40.544
House of Jagiellon,1502,1506,1022087.4828971061,POLITY,Jagiellonian dynasty,,pl_jagiellonian_dyn,,,27.7682,52.2992
(Kalmar Union),1502,1520,829796.5576185001,POLITY,Kalmar Union,,sv_kalmar_union,Kalmar Union,,11.3403,64.4097
Shaybanids,1502,1506,686472.0034614874,POLITY,Shaybanids,,uz_shaybanid_k,,,66.8012,41.5331
Wattasid dynasty,1502,1546,380199.2113078782,POLITY,Wattasid dynasty,,ma_wattasid_dyn,,,-6.3627,31.8462
Eastern Chagatai Khanate,1502,1506,276152.83774016757,POLITY,Moghulistan,,,,,77.1798,42.9248
Ethiopian Empire,1502,1528,392042.4264112825,POLITY,Ethiopian Empire,,,,,39.1162,10.357
Swiss Confederation,1502,1511,31243.877572980793,POLITY,Switzerland,,ch_swiss_conf_1,,,8.4361,46.9011
Sultanate of Brunei,1502,1506,104357.28863359141,POLITY,Bruneian Sultanate (1368-1888),,,,,115.1734,4.4235
Alodia,1502,1506,123780.40954186939,POLITY,Alodia,,sd_alodia,,,33.316,16.9129
Republic of Venice,1502,1506,62939.25503514222,POLITY,Republic of Venice,,it_venetian_rep_3,,,17.5739,42.4472
Qasim Khanate,1502,1520,24700.866562648756,POLITY,Qasim Khanate,,,,,41.0456,54.7468
Ryazan,1502,1506,17389.142255510877,POLITY,Ryazan,,,,,39.5844,54.678
(Kingdom of Sweden),1502,1520,455858.83234170184,POLITY,Sweden,,,Kingdom of Sweden,,21.262,61.7484
Prome Kingdom,1502,1539,19689.781580013114,POLITY,Prome Kingdom,,,,,95.546,18.4401
Ottoman Empire,1502,1506,930142.5162840268,POLITY,Ottoman Empire,,tr_ottoman_emp_1,,(Ottoman Empire),28.0803,40.7235
(Personal union of Crown of Aragon with Crown of Castile),1502,1506,573744.6378302269,POLITY,Catholic Monarchs of Spain,,es_aragon_crown;es_castile_crown,Crown of Castile;Crown of Aragon,,-4.4738,39.4053
Habsburg Monarchy,1502,1506,70930.39057921353,POLITY,Habsburg Austria,,at_habsburg_1,,(Habsburg Monarchy),4.7103,50.0913
First Toungoo Empire,1502,1528,59139.83434771486,POLITY,First Toungoo Empire,,,,,96.3646,19.8365
(Ottoman Empire),1502,1506,930142.5162840268,POLITY,Ottoman Empire,,tr_ottoman_emp_1,Ottoman Empire,,28.0803,40.7235
Electorate of Saxony,1502,1528,14130.988795208548,POLITY,Electorate of Saxony,,,,(Electorate of Saxony),12.9078,51.2483
(Personal union of Crown of Aragon with Crown of Castile),1507,1511,705360.1465798498,POLITY,Catholic Monarchs of Spain,,es_aragon_crown;es_castile_crown,Crown of Castile;Crown of Aragon,,-7.3423,38.053
Ottoman Empire,1507,1511,931467.4811725036,POLITY,Ottoman Empire,,tr_ottoman_emp_1,,(Ottoman Empire),28.1268,40.7273
Principality of Guria,1507,1515,4850.558827400743,POLITY,Principality of Guria,,,,,42.1271,41.7445
Lan Na Kingdom,1507,1511,52576.920048945576,POLITY,Lan Na,,,,,99.1835,19.1902
(Ottoman Empire),1507,1511,931467.4811725036,POLITY,Ottoman Empire,,tr_ottoman_emp_1,Ottoman Empire,,28.1268,40.7273
Zayyanid dynasty,1507,1511,125145.56200174593,POLITY,Zayyanid dynasty,,dz_zayyanid_dyn,,,1.7059,35.3758
Kingdom of Portugal,1507,1515,100981.71316331923,POLITY,Kingdom of Portugal,,pt_portuguese_emp_1,,,-6.316,38.9541
Ōuchi clan,1507,1525,7059.706556237511,GROUP,Ōuchi clan,,jp_sengoku_jidai,,(Warring States Japan),131.532,34.179
Sultanate of Brunei,1507,1511,124385.83888351628,POLITY,Bruneian Sultanate (1368-1888),,,,,115.8101,5.1753
Hanthawaddy Kingdom,1507,1511,77732.13015821509,POLITY,Hanthawaddy Kingdom,,,,,96.5119,16.8202
Eastern Chagatai Khanate,1507,1511,276152.83774016757,POLITY,Moghulistan,,,,,77.1798,42.9248
Republic of Venice,1507,1511,63919.70367796848,POLITY,Republic of Venice,,it_venetian_rep_3,,,17.6143,42.3895
(Warring States Japan),1507,1511,321316.8871280769,POLITY,Sengoku period,,jp_sengoku_jidai,Hōjō clan;Warring States Japan;Ōuchi clan,,136.621,35.9062
Principality of Moldavia,1507,1528,82115.43477289444,POLITY,Moldavia,,md_moldavia_principality_2,,(Principality of Moldavia),27.1516,47.1733
Portuguese Ceylon,1507,1594,49757.966252573984,POLITY,Portuguese Ceylon,,,,,80.8618,7.4022
Ryazan,1507,1518,17091.75547454449,POLITY,Ryazan,,,,,39.5936,54.6801
Funj Sultanate,1507,1518,630270.6897613718,POLITY,Funj Sultanate,,,,,32.096,14.2226
Makuria Kingdom,1507,1515,240897.96284031819,POLITY,Makuria,,,,,32.5475,20.4706
Republic of Florence,1507,1546,12040.899490429025,POLITY,Republic of Florence,,it_florence_rep,,,11.2035,43.7151
Pskov Republic,1507,1511,21713.589555836348,POLITY,Pskov Republic,,,,,28.4593,57.8942
Babur,1507,1511,117127.78775293232,LEADER,Babur,,,,(Mughal Empire),69.7663,35.2031
Shaybanids,1507,1511,1748055.2483967787,POLITY,Shaybanids,,uz_shaybanid_k,,,62.7679,38.798
House of Jagiellon,1507,1511,780044.7927926893,POLITY,Jagiellonian dynasty,,pl_jagiellonian_dyn,,,25.733,52.176
Crown of Aragon,1507,1511,225524.17583312432,POLITY,Crown of Aragon,,es_aragon_crown,,(Personal union of Crown of Aragon with Crown of Castile),7.3708,40.6355
(Holy Roman Empire),1507,1511,334402.7093813701,POLITY,Holy Roman Empire,,de_empire_minor_1,Holy Roman Empire Minor States,,9.5761,50.6846
(Kingdom of France),1507,1511,497923.5133841029,POLITY,Kingdom of France,,fr_valois_k_2,County of Foix;Kingdom of France;County of Nevers;House of Bourbon,,2.1581,46.3602
(Habsburg Monarchy),1507,1511,175289.63376834284,POLITY,Habsburg Austria,,at_habsburg_1,House of Habsburg,,9.8717,48.4627
Portuguese Africa,1507,1533,34830.74827213591,POLITY,Portuguese Africa,,,,,12.1803,11.0053
Kingdom of France,1507,1511,402515.62649334304,POLITY,Kingdom of France,,fr_valois_k_2,,(Kingdom of France),2.2125,46.6204
(Mughal Empire),1507,1511,117127.78775293232,POLITY,Mughal Empire,,,Babur,,69.7663,35.2031
Papal States,1507,1528,40621.298043167946,POLITY,Papal States,,it_papal_state_2,,,12.5727,42.9831
Warring States Japan,1507,1511,312227.9929612613,POLITY,Sengoku period,,jp_sengoku_jidai,,(Warring States Japan),136.7184,35.9505
Portuguese Empire,1507,1511,97659.27352521832,POLITY,Portuguese Empire,,pt_portuguese_emp_1,,,-18.0622,-9.8614
Duchy of Bavaria,1507,1618,34734.49384447804,POLITY,Duchy of Bavaria,,,,,11.8445,48.3558
Aq Qoyunlu,1507,1511,350484.9011338087,POLITY,Aq Qoyunlu,,,,,42.1772,36.4919
Safavid Dynasty,1507,1511,1390021.1994904398,POLITY,Safavid dynasty,,ir_safavid_emp,,,51.3252,32.8386
Holy Roman Empire Minor States,1507,1511,334402.7093813701,POLITY,Holy Roman Empire,,de_empire_minor_1,,(Holy Roman Empire),9.5761,50.6846
(Principality of Moldavia),1507,1528,82115.43477289444,POLITY,Moldavia,,md_moldavia_principality_2,Principality of Moldavia,,27.1516,47.1733
Vijayanagara Empire,1507,1518,535619.334919483,POLITY,Vijayanagara Empire,,in_vijayanagara_emp,,,78.0798,13.8315
House of Habsburg,1507,1511,175289.63376834284,POLITY,House of Habsburg,,at_habsburg_1,,(Habsburg Monarchy),9.8717,48.4627
Lan Xang,1507,1511,375588.48153020075,POLITY,Lan Xang,,la_lan_xang_k,,,103.7864,18.1962
Crimean Khanate,1507,1551,136931.7866117272,POLITY,Crimean Khanate,,ru_crimean_khanate,,,37.0978,46.717
Kingdom of Georgia,1507,1515,27761.431236061148,POLITY,Kingdom of Georgia,,,,,44.4873,41.5518
Ayutthaya Kingdom,1507,1511,393620.0980099141,POLITY,Ayutthaya Kingdom,,,,,100.2248,14.0559
Grand Principality of Moscow,1507,1511,2306186.0720282313,POLITY,Principality of Moscow,,ru_moskva_rurik_dyn,,,45.5684,62.451
Crown of Castile,1507,1511,479835.97074672545,POLITY,Crown of Castile,,es_castile_crown,,(Personal union of Crown of Aragon with Crown of Castile),-14.5648,36.7853
Sultanate of Bengal,1512,1518,346061.42906622466,POLITY,Bengal Sultanate,,bd_bengal_sultanate,,,87.3647,23.7883
Babur,1512,1515,964684.7828184183,LEADER,Babur,,,,(Mughal Empire),67.5036,40.0111
Four Oirats,1512,1515,467.69922006504095,POLITY,Oirat Confederation,,,,,110.0897,54.4884
Sultanate of Gowa,1512,1661,2613.026571501092,POLITY,Sultanate of Gowa,,,,,119.4276,-5.2449
Crown of Aragon,1512,1515,225524.17583312432,POLITY,Crown of Aragon,,es_aragon_crown,,(Personal union of Crown of Aragon with Crown of Castile),7.3708,40.6355
House of Jagiellon,1512,1515,780189.9323675521,POLITY,Jagiellonian dynasty,,pl_jagiellonian_dyn,,,25.7337,52.1769
Sultanate of Kedah,1512,1571,12679.271723207901,POLITY,Kedah Sultanate,,,,,100.5283,5.8966
Knights Hospitaller,1512,1525,8903.095249254016,GROUP,Knights Hospitaller,,,,,15.1913,42.2614
County of Foix,1512,1515,30578.160879964835,POLITY,County of Foix,,fr_valois_k_2,,(Kingdom of France),0.7697,44.3238
Khanate of Khiva,1512,1520,87271.60882535219,POLITY,Khanate of Khiva,,,,,59.5387,42.1812
Nogai Horde,1512,1520,702882.5851041119,POLITY,Nogai Horde,,,,,52.7634,48.274
(Holy Roman Empire),1512,1518,333764.1055709381,POLITY,Holy Roman Empire,,de_empire_minor_1,Holy Roman Empire Minor States,,9.5826,50.6901
(Habsburg Monarchy),1512,1518,175176.5235990806,POLITY,Habsburg Austria,,at_habsburg_1,House of Habsburg,,9.8704,48.4639
(Kingdom of France),1512,1515,475264.3717626882,POLITY,Kingdom of France,,fr_valois_k_2,County of Foix;Kingdom of France;County of Nevers;House of Bourbon,,2.014,46.4464
(Personal union of Crown of Aragon with Crown of Castile),1512,1515,761070.534566698,POLITY,Catholic Monarchs of Spain,,es_aragon_crown;es_castile_crown,Crown of Castile;Crown of Aragon,,-10.4274,37.0687
Ottoman Empire,1512,1515,931370.8530977768,POLITY,Ottoman Empire,,tr_ottoman_emp_1,,(Ottoman Empire),28.1256,40.7274
County of Savoy,1512,1515,35527.36291378193,POLITY,County of Savoy,,,,,6.7793,45.5029
Lan Na Kingdom,1512,1555,52548.657282700464,POLITY,Lan Na,,,,,99.1844,19.191
(Ottoman Empire),1512,1515,931370.8530977768,POLITY,Ottoman Empire,,tr_ottoman_emp_1,Ottoman Empire,,28.1256,40.7274
Zayyanid dynasty,1512,1518,124099.38488694889,POLITY,Zayyanid dynasty,,,,,1.698,35.3677
Hafsid Dynasty,1512,1518,222280.85846294186,POLITY,Hafsid dynasty,,,,,9.6355,34.6281
Hanthawaddy Kingdom,1512,1539,77759.6489501237,POLITY,Hanthawaddy Kingdom,,,,,96.5126,16.8201
Sultanate of Brunei,1512,1581,230859.91837827818,POLITY,Bruneian Sultanate (1368-1888),,,,,119.9482,6.3209
Swiss Confederation,1512,1515,40167.33518994395,POLITY,Switzerland,,ch_swiss_conf_1,,,8.5536,46.7603
Republic of Venice,1512,1525,63758.07144536566,POLITY,Republic of Venice,,it_venetian_rep_3,,,17.6363,42.38
(Warring States Japan),1512,1518,321777.1338967854,POLITY,Sengoku period,,jp_sengoku_jidai,Hōjō clan;Warring States Japan;Ōuchi clan;Amago clan,,136.6246,35.9087
Ramadanid Emirate,1512,1515,24477.166662350948,POLITY,Ramadanid Emirate,,tr_ramadanid_emirate,,,35.2795,37.1757
Moghulistan,1512,1515,1356579.7717257235,POLITY,Moghulistan,,,,,82.148,40.2655
Lan Xang,1512,1528,375558.55480723147,POLITY,Lan Xang,,la_lan_xang_k,,,103.7868,18.1965
Tahirid Sultanate,1512,1515,377872.5398819624,POLITY,Tahirid dynasty,,ye_tahirid_dyn,,,46.2169,15.6178
House of Habsburg,1512,1515,175176.5235990806,POLITY,House of Habsburg,,at_habsburg_1,,(Habsburg Monarchy),9.8704,48.4639
Ayutthaya Kingdom,1512,1528,404260.75900057383,POLITY,Ayutthaya Kingdom,,,,,100.2566,13.8571
Sultanate of Palembang,1512,1555,75650.15124000065,POLITY,Palembang Sultanate,,,,,105.0434,-2.8349
Sultanate of Malacca,1512,1528,229839.83615993502,POLITY,Malacca Sultanate,,,,,102.0922,1.9184
Beylik of Dulkadir,1512,1515,30414.404688234095,POLITY,Beylik of Dulkadir,,,,,37.641,38.1524
Grand Principality of Moscow,1512,1515,2356652.7398131615,POLITY,Principality of Moscow,,ru_moskva_rurik_dyn,,,45.3495,62.3176
Crown of Castile,1512,1515,535546.3587335736,POLITY,Crown of Castile,,es_castile_crown,,(Personal union of Crown of Aragon with Crown of Castile),-18.3555,35.4799
Amago clan,1512,1525,4966.173899284823,GROUP,Amago clan,,jp_sengoku_jidai,,(Warring States Japan),133.9731,35.3995
Kingdom of France,1512,1515,388702.0544521557,POLITY,Kingdom of France,,fr_valois_k_2,,(Kingdom of France),1.9589,46.6564
(Mughal Empire),1512,1515,964684.7828184183,POLITY,Mughal Empire,,,Babur,,67.5036,40.0111
Warring States Japan,1512,1518,306842.33091836097,POLITY,Sengoku period,,jp_sengoku_jidai,,(Warring States Japan),136.7588,35.9636
Bijapur Sultanate,1512,1520,113556.21124566541,POLITY,Adil Shahi dynasty,,in_bijapur_sultanate,,,74.894,17.2441
Portuguese Empire,1512,1515,129551.6518384736,POLITY,Portuguese Empire,,pt_portuguese_emp_1,,,10.1626,-6.4612
Sultanate of Bone,1512,1669,2155.1285156593976,POLITY,Sultan,,,,,120.1015,-4.9659
Safavid Dynasty,1512,1515,2846209.7662168057,POLITY,Safavid dynasty,,ir_safavid_emp,,,53.8133,33.9486
Hōjō clan,1512,1518,2919.242451072543,GROUP,Hōjō clan,,jp_sengoku_jidai,,(Warring States Japan),139.0416,35.0672
Kazakh Khanate,1512,1515,1738199.1990924256,POLITY,Kazakh Khanate,,kz_kazakh_khanate_1,,,69.9729,48.8177
Holy Roman Empire Minor States,1512,1518,333764.1055709381,POLITY,Holy Roman Empire,,de_empire_minor_1,,(Holy Roman Empire),9.5826,50.6901
Majapahit,1516,1518,85737.54733695943,POLITY,Majapahit,,id_majapahit_k,,,112.5531,-7.7963
Grand Principality of Moscow,1516,1518,2370740.4764375505,POLITY,Principality of Moscow,,ru_moskva_rurik_dyn,,,45.2899,62.2764
Moghulistan,1516,1518,1356625.8043666952,POLITY,Moghulistan,,,,,82.1479,40.2653
Spanish Empire,1516,1518,256512.1266171967,POLITY,Spanish Empire,,es_spanish_emp_1,,(Spanish Empire),-71.5585,20.5126
Sultanate of Aceh,1516,1525,8990.6185702879,POLITY,Aceh Sultanate,,,,,95.5329,5.0715
Kingdom of Georgia,1516,1539,27592.66998589568,POLITY,Kingdom of Georgia,,,,,44.491,41.5545
County of Urgell,1516,1639,308.80268121340407,POLITY,County of Urgell,,,,,1.6248,42.5512
Portuguese Empire,1516,1520,133283.04353904165,POLITY,Portuguese Empire,,pt_portuguese_emp_1,,,12.1223,-5.7354
Ming Dynasty,1516,1546,3735387.3028983544,POLITY,Ming dynasty,,cn_ming_dyn,,,110.7075,30.739
Kazakh Khanate,1516,1518,1736246.7239829747,POLITY,Kazakh Khanate,,kz_kazakh_khanate_1,,,69.9597,48.8211
