Name,FromYear,ToYear,Area,Type,Wikipedia,Wikidata,SeshatID,Components,MemberOf,CentroidLon,CentroidLat
Duchy of Sandomierz,1250,1271,112894.08001147788,POLITY,Duchy of Sandomierz,Q16933165,pl_piast_dyn_2,,(Duchies of Poland),19.9404,51.5977
Duchy of Głogów,1250,1259,15752.273477774526,POLITY,Duchy of Głogów,Q684501,pl_piast_dyn_2,,(Duchies of Poland),15.4964,51.8943
Duchy of Masovia,1250,1259,31426.675244029975,POLITY,Duchy of Masovia,Q2361927,pl_piast_dyn_2,,(Duchies of Poland),21.0619,52.6462
(Kingdom of Denmark),1250,1284,101144.31363378846,POLITY,Danish Realm,Q756617,dk_danish_k,Kingdom of Denmark,,13.298,56.4232
(Kingdom of France),1250,1259,398085.23824341875,POLITY,Kingdom of France,Q207162,fr_capetian_k_2,County of Champagne;Duchy of Brittany;County of Boulogne;County of Blôis;County of Nevers;County of Foix;Kingdom of Arles;County of Touraine;County of Flanders;County of Artois;Capetian House of Anjou;Kingdom of France;Duchy of Aquitaine;County of Périgord;County of Armagnac;County of Auvergne,,1.5538,47.0969
Duchy of Greater Poland,1250,1259,34039.15820128445,POLITY,Duchy of Greater Poland,Q1515009,pl_piast_dyn_2,,(Duchies of Poland),16.6193,52.4585
Banate of Bosnia,1250,1284,19384.60115686522,POLITY,Banate of Bosnia,Q3627069,ba_bosnia_banate,,,18.398,44.2558
(Holy Roman Empire),1250,1259,1025644.2606846709,POLITY,Holy Roman Empire,Q12548,de_empire_2,Kingdom of Bohemia;Holy Roman Empire;(Kingdom of Bohemia);Teutonic Order,,11.8507,49.8426
Pandya Empire,1250,1259,220109.8926164879,POLITY,Pandya Empire,Q844910,in_pandya_emp_3,,,77.8349,11.3065
Teutonic Order,1250,1259,96052.66816657466,POLITY,Teutonic Order,Q48189,de_empire_2,,(Holy Roman Empire),23.7108,56.3861
Mamluk Sultanate,1250,1259,1517702.4655676251,POLITY,Mamluk Sultanate,Q282428,,,,34.2367,28.489
Lohara Dynasty,1250,1259,226659.35727724596,POLITY,Lohara dynasty,Q1315339,in_lohara_dyn,,,73.2548,37.1879
(Kingdom of Bohemia),1250,1259,70797.94840609521,POLITY,Kingdom of Bohemia,Q42585,cz_bohemian_k_1,Kingdom of Bohemia,(Holy Roman Empire),15.5692,49.7289
Almohad Caliphate,1250,1259,1199.4977763781403,POLITY,Almohad Caliphate,Q199688,,,,-0.4542,38.6199
Kingdom of Denmark,1250,1284,101144.31363378846,POLITY,Danish Realm,Q756617,dk_danish_k,,(Kingdom of Denmark),13.298,56.4232
Giudicato of Logudoro,1250,1259,8246.993389761374,POLITY,Judicate of Logudoro,Q1761381,,,,8.8089,40.5845
Hoysala Kingdom,1250,1259,70897.58928257591,POLITY,Hoysala Kingdom,Q466581,in_hoysala_k,,,76.2144,13.9458
Crown of Aragon,1250,1259,103303.98972870968,POLITY,Crown of Aragon,Q204920,es_aragon_crown,,,0.3513,41.3051
Marinid Sultanate,1250,1259,388669.0232888597,POLITY,Marinid Sultanate,Q582861,,,,-6.3971,31.8807
Almohad Caliphate,1260,1284,388669.0232888597,POLITY,Almohad Caliphate,Q199688,,,,-6.3971,31.8807
(Kingdom of Bohemia),1260,1271,122401.15249385967,POLITY,Kingdom of Bohemia,Q42585,cz_bohemian_k_1,Kingdom of Bohemia,(Holy Roman Empire),15.3813,48.9002
County of Holland,1260,1304,8420.675881907391,POLITY,County of Holland,Q762943,de_empire_3,,(Holy Roman Empire),4.4943,52.1609
Mamluk Sultanate,1260,1271,1344976.9333180315,POLITY,Mamluk Sultanate,Q282428,eg_mamluk_sultanate_1,,,33.6488,27.4711
Teutonic Order,1260,1271,112544.39128662391,POLITY,Teutonic Order,Q48189,de_empire_3,,(Holy Roman Empire),23.413,56.1649
Mahdids,1260,1474,84464.73822239834,POLITY,Mahdids,Q1884830,,,,57.5249,23.3468
Republic of Florence,1260,1271,10107.167126232029,POLITY,Republic of Florence,Q148540,it_florence_rep,,(Holy Roman Empire),11.3414,43.7625
County of Flanders,1260,1271,14743.304951065682,POLITY,County of Flanders,Q157070,fr_capetian_k_2,,(Kingdom of France),3.3989,50.865
Hoysala Kingdom,1260,1284,56811.94800664221,POLITY,Hoysala Kingdom,Q466581,in_hoysala_k,,,76.3287,13.7536
Crown of Aragon,1260,1278,104577.79691080909,POLITY,Crown of Aragon,Q204920,es_aragon_crown,,,0.3418,41.2735
Duchy of Masovia,1260,1278,31448.11775704438,POLITY,Duchy of Masovia,Q2361927,pl_piast_dyn_2,,(Duchies of Poland),21.0629,52.6468
Zagwe dynasty,1260,1271,14454.281141012125,POLITY,Zagwe kingdom,Q140446,et_zagwe,,,38.8726,12.2773
House of Luxembourg,1260,1271,7665.660242856851,POLITY,House of Luxembourg,Q122293,de_empire_3,,(Holy Roman Empire),5.5636,50.0178
Duchy of Głogów,1260,1271,12659.853430773112,POLITY,Duchy of Głogów,Q684501,pl_piast_dyn_2,,(Duchies of Poland),15.7255,51.6767
(Holy Roman Empire),1260,1271,991276.2071707462,POLITY,Holy Roman Empire,Q12548,de_empire_3,County of Holland;(Kingdom of Bohemia);County of Savoy;Republic of Florence;Principality of Orange;Kingdom of Bohemia;House of Luxembourg;House of Habsburg;House of Wittelsbach;House of Hohenstaufen;Duchy of Styria;House of Ascania;Teutonic Order;Margraviate of Brandenburg;Holy Roman Empire Minor States;Duchy of Bavaria;County of Brabant;Patriarchate of Aquileia,,12.3569,50.1778
Pandya Empire,1260,1313,218199.9030216462,POLITY,Pandya Empire,Q844910,in_pandya_emp_3,,,77.8177,11.2855
Margraviate of Brandenburg,1260,1271,30199.808448616335,POLITY,Margraviate of Brandenburg,Q148499,de_empire_3,,(Holy Roman Empire),12.9992,52.8791
Duchy of Styria,1260,1271,16865.358003314916,POLITY,Duchy of Styria,Q580447,de_empire_3,,(Holy Roman Empire),11.4597,46.9901
Principality of Minsk,1260,1284,98754.77274784054,POLITY,Principality of Minsk,Q2662372,,,,28.4781,54.9059
(Kingdom of France),1260,1271,451844.63544954674,POLITY,Kingdom of France,Q207162,fr_capetian_k_2,County of Champagne;Duchy of Brittany;Dauphiné;County of Blôis;County of Nevers;County of Foix;Kingdom of Arles;County of Touraine;County of Flanders;County of Artois;Capetian House of Anjou;Kingdom of France;Duchy of Aquitaine;County of Périgord;County of Armagnac;County of Auvergne,,2.0059,46.8676
Duchy of Greater Poland,1260,1271,34017.27130399001,POLITY,Duchy of Greater Poland,Q1515009,pl_piast_dyn_2,,(Duchies of Poland),16.62,52.4592
Kingdom of Sicily,1260,1271,91595.21462912053,POLITY,Kingdom of Sicily,Q188586,it_sicily_k_2,,,15.1949,40.0476
County of Savoy,1260,1384,14987.049100996888,POLITY,County of Savoy,Q1232887,de_empire_3,,(Holy Roman Empire),6.8237,45.6479
Republic of Genoa,1260,1271,13114.956641323217,POLITY,Republic of Genoa,Q174306,it_genoa_rep_1,,,8.7525,42.0133
House of Hohenstaufen,1260,1271,51141.71791998426,POLITY,Hohenstaufen,Q130875,de_empire_3,,(Holy Roman Empire),8.9268,47.7834
Nicaean Empire,1260,1271,242675.04178352928,POLITY,Empire of Nicaea,Q181254,,,,26.5589,40.3131
Armenian Kingdom of Cilicia,1260,1271,43467.066878857295,POLITY,Armenian Kingdom of Cilicia,Q335088,,,,35.5157,37.0815
Dauphiné,1260,1271,9081.566583481192,POLITY,Dauphiné,Q151999,fr_capetian_k_2,,(Kingdom of France),5.5939,45.1617
(Delhi Sultanate),1260,1293,1344818.9379251301,POLITY,Delhi Sultanate,Q229411,in_delhi_sultanate,Mamluk Dynasty,,77.9176,26.6839
House of Wittelsbach,1260,1271,18163.48340060843,POLITY,House of Wittelsbach,Q131621,de_empire_3,,(Holy Roman Empire),12.5353,48.5104
County of Brabant,1260,1271,11926.908016654766,POLITY,Landgraviate of Brabant,Q751868,de_empire_3,,(Holy Roman Empire),4.7956,51.2074
Republic of Venice,1260,1278,19911.861036106242,POLITY,Republic of Venice,Q4948,it_venetian_rep_3,,,21.0085,40.518
Kingdom of Mann,1260,1271,6003.1719739762375,POLITY,Kingdom of the Isles,Q459188,,,,-6.2967,57.3942
House of Habsburg,1260,1271,2740.370901,POLITY,House of Habsburg,Q65968,de_empire_3,,(Holy Roman Empire),8.0462,47.1028
Kingdom of Jerusalem,1260,1271,8693.350419746093,POLITY,Kingdom of Jerusalem,Q55502,il_jerusalem_k_2,,,35.2435,32.7654
Ceylon,1260,1293,68313.02538,POLITY,Sri Lanka,Q918153,,,,80.7059,7.6123
Later Mayan City-States,1260,1428,135191.35162742797,POLITY,Maya civilization,Q28567,,,,-88.873,19.744
County of Auvergne,1260,1271,19455.19234761044,POLITY,Auvergne,Q1152,fr_capetian_k_2,,(Kingdom of France),3.1021,45.5042
Kingdom of Hungary,1260,1271,349512.6357244619,POLITY,Kingdom of Hungary,Q171150,hu_arpad_dyn,,,20.0594,46.6947
Crown of Castile,1260,1284,354283.0594230004,POLITY,Crown of Castile,Q217196,es_castile_crown,,,-4.6258,40.4076
Principality of Achaea,1260,1278,14593.102733088948,POLITY,Principality of Achaea,Q332005,gr_achaea_principality,,,22.1954,37.7092
Bahrani Dynasty,1260,1439,73757.0619,POLITY,Al-Ahsa Oasis,Q311341,,,,51.6981,25.6607
Kakatiya Dynasty,1260,1313,297503.12828158383,POLITY,Kakatiya dynasty,Q2086556,in_kakatiya_dyn,,,79.0248,16.9993
County of Champagne,1260,1278,25342.104109957563,POLITY,County of Champagne,Q546266,fr_capetian_k_2,,(Kingdom of France),4.3483,48.6565
Principality of Antioch,1260,1271,5558.089278157105,POLITY,Principality of Antioch,Q235030,,,,36.2767,36.2263
Kingdom of France,1260,1271,194435.15719187175,POLITY,Kingdom of France,Q207162,fr_capetian_k_2,,(Kingdom of France),1.6522,46.8591
Mamluk Dynasty,1260,1284,1344818.9379251301,POLITY,Mamluk dynasty (Delhi),Q847420,in_delhi_sultanate,,(Delhi Sultanate),77.9176,26.6839
Grand Duchy of Lithuania,1260,1271,90879.56889446007,POLITY,Grand Duchy of Lithuania,Q49683,lt_lithuania_grand_duc,,,24.0188,54.8011
Icelandic Commonwealth,1260,1271,112114.69138035986,POLITY,Icelandic Commonwealth,Q62389,is_icelandic_commonwealth,,,-18.7949,65.0477
Yadava Dynasty,1260,1313,483964.35719084216,POLITY,Yadava Dynasty,Q5790,in_yadava_dyn,,,77.0194,19.7591
Eastern Ganga Kingdom,1260,1293,206035.41451603032,POLITY,Eastern Ganga dynasty,Q250515,in_ganga_k,,,84.1219,20.4678
Papal States,1260,1271,16425.427282868197,POLITY,Papal States,Q170174,it_papal_state_1,,,12.7168,42.0531
Principality of Orange,1260,1271,234.25661270514448,POLITY,Principality of Orange,Q2281221,de_empire_3,,(Holy Roman Empire),4.8997,44.1939
Republic of Pisa,1260,1394,27647.265095314164,POLITY,Republic of Pisa,Q1365493,,,,9.2954,41.0977
Mongol Empire,1260,1271,25801906.865900405,POLITY,Mongol Empire,Q12557,mn_mongol_emp,,,82.2297,45.3908
Kingdom of Bohemia,1260,1271,122401.15249385967,POLITY,Kingdom of Bohemia,Q42585,cz_bohemian_k_1,,(Holy Roman Empire);(Kingdom of Bohemia),15.3813,48.9002
Southern Song,1260,1271,1731185.2851357108,POLITY,Song dynasty,Q7462,cn_southern_song_dyn,,,113.2776,27.9375
Duchy of Bavaria,1260,1271,28659.87733381624,POLITY,Duchy of Bavaria,Q47261,de_empire_3,,(Holy Roman Empire),10.739,48.5383
(Duchies of Poland),1260,1271,216733.07378401113,POLITY,Testament of Bolesław III Wrymouth,Q2984183,pl_piast_dyn_2,Duchy of Sandomierz;Duchy of Silesia;Duchy of Opole;Duchy of Głogów;Duchy of Greater Poland;Duchy of Masovia,,19.0852,51.774
Capetian House of Anjou,1260,1271,59602.58385221244,POLITY,Capetian House of Anjou,Q939200,fr_capetian_k_2,,(Kingdom of France),3.3741,45.5745
House of Ascania,1260,1271,28590.85884806199,POLITY,House of Ascania,Q168352,de_empire_3,,(Holy Roman Empire),12.2315,51.0047
Kingdom of Arles,1260,1284,20807.597033341382,POLITY,Kingdom of Arles,Q3271735,fr_capetian_k_2,,(Kingdom of France),4.6659,47.0586
Patriarchate of Aquileia,1260,1271,9053.301063848641,POLITY,Patriarchate of Aquileia,Q836894,de_empire_3,,(Holy Roman Empire),13.1487,46.1064
Holy Roman Empire Minor States,1260,1271,517781.66921720613,POLITY,Holy Roman Empire,Q12548,de_empire_3,,(Holy Roman Empire),9.8527,49.4806
Duchy of Sandomierz,1272,1278,112937.86606750554,POLITY,Duchy of Sandomierz,Q16933165,pl_piast_dyn_2,,(Duchies of Poland),19.9391,51.5983
County of Tripoli,1272,1284,454.48986734739054,POLITY,County of Tripoli,Q272033,,,,35.9643,34.4041
Duchy of Głogów,1272,1278,12703.293809753182,POLITY,Duchy of Głogów,Q684501,pl_piast_dyn_2,,(Duchies of Poland),15.7234,51.6793
County of Touraine,1272,1304,10003.095744823511,POLITY,Touraine,Q605051,fr_capetian_k_2,,(Kingdom of France),1.778,46.0642
House of Luxembourg,1272,1293,5804.088113924202,POLITY,House of Luxembourg,Q122293,de_empire_3,,(Holy Roman Empire),5.7974,49.9102
Duchy of Greater Poland,1272,1278,25783.162785296565,POLITY,Duchy of Greater Poland,Q1515009,pl_piast_dyn_2,,(Duchies of Poland),16.9132,52.2515
(Kingdom of France),1272,1278,451628.9409,POLITY,Kingdom of France,Q207162,fr_capetian_k_2,County of Champagne;Duchy of Brittany;Dauphiné;County of Blôis;County of Foix;Kingdom of Arles;County of Touraine;County of Flanders;County of Artois;Capetian House of Anjou;Kingdom of France;Duchy of Aquitaine;County of Périgord;County of Armagnac;County of Auvergne,,2.0064,46.8979
Duchy of Styria,1272,1421,276.50734116997296,POLITY,Duchy of Styria,Q580447,,,,13.4071,46.0683
Margraviate of Brandenburg,1272,1304,41412.866189167784,POLITY,Margraviate of Brandenburg,Q148499,de_empire_3,,(Holy Roman Empire),13.7687,52.9803
(Holy Roman Empire),1272,1278,985173.5654690841,POLITY,Holy Roman Empire,Q12548,de_empire_3,House of Wittelsbach;Kingdom of Bohemia;County of Holland;House of Ascania;Patriarchate of Aquileia;(Kingdom of Bohemia);Teutonic Order;County of Savoy;Margraviate of Brandenburg;Holy Roman Empire Minor States;Republic of Florence;Principality of Orange;Duchy of Bavaria;House of Luxembourg;County of Brabant;House of Habsburg,,12.3983,50.2808
Thessaly,1272,1325,14504.482687515052,POLITY,Thessaly,Q166919,,,,22.2711,39.6306
Teutonic Order,1272,1304,112270.54677015789,POLITY,Teutonic Order,Q48189,de_empire_3,,(Holy Roman Empire),23.4157,56.1672
Republic of Florence,1272,1278,10201.39190145813,POLITY,Republic of Florence,Q148540,it_florence_rep,,(Holy Roman Empire),11.349,43.7597
Mamluk Sultanate,1272,1278,1466253.5973221743,POLITY,Mamluk Sultanate,Q282428,eg_mamluk_sultanate_1,,,34.0077,28.1333
House of Anjou-Sicily,1272,1278,242.8155696810792,POLITY,Capetian House of Anjou,Q939200,,,,19.844,39.691
Samudera Pasai Sultanate,1272,1351,8674.824830095931,POLITY,Samudera Pasai Sultanate,Q3284315,,,,96.5005,5.0948
(Kingdom of Bohemia),1272,1278,151061.14573667012,POLITY,Kingdom of Bohemia,Q42585,cz_bohemian_k_1,Kingdom of Bohemia,(Holy Roman Empire),15.1119,48.6781
County of Flanders,1272,1304,29179.524316932762,POLITY,County of Flanders,Q157070,fr_capetian_k_2,,(Kingdom of France),3.4531,49.3761
County of Brabant,1272,1293,11904.873311270356,POLITY,Landgraviate of Brabant,Q751868,de_empire_3,,(Holy Roman Empire),4.7949,51.2089
House of Wittelsbach,1272,1278,18209.040438158143,POLITY,House of Wittelsbach,Q131621,de_empire_3,,(Holy Roman Empire),12.5344,48.5107
Ethiopian Empire,1272,1284,209304.21400720478,POLITY,Ethiopian Empire,Q207521,et_ethiopian_k,,,38.8031,12.4383
Kingdom of Serbia,1272,1284,73823.68243371286,POLITY,Kingdom of Serbia,Q241748,rs_serbia_k,,,20.2014,43.2531
Dauphiné,1272,1313,9291.055687487937,POLITY,Dauphiné,Q151999,fr_capetian_k_2,,(Kingdom of France),5.5777,45.1554
Kingdom of Alba,1272,1284,85304.36810931489,POLITY,Kingdom of Alba,Q1991742,gb_alba_k,,,-4.3529,56.7583
Kingdom of Sicily,1272,1278,91833.39502160306,POLITY,Kingdom of Sicily,Q188586,it_sicily_k_2,,,15.1902,40.0538
Tamna,1272,1278,1959.3196661503846,POLITY,Tamna,Q28057,,,,126.5689,33.3951
Armenian Kingdom of Cilicia,1272,1293,43714.00888,POLITY,Armenian Kingdom of Cilicia,Q335088,,,,35.5231,37.0844
Nicaean Empire,1272,1278,241326.36365480346,POLITY,Empire of Nicaea,Q181254,,,,26.5618,40.3234
Republic of Genoa,1272,1284,14463.634770049019,POLITY,Republic of Genoa,Q174306,it_genoa_rep_1,,,10.287,41.6935
Kingdom of Hungary,1272,1278,349046.7281709691,POLITY,Kingdom of Hungary,Q171150,hu_arpad_dyn,,,20.058,46.6971
County of Auvergne,1272,1332,19408.47362357307,POLITY,Auvergne,Q1152,fr_capetian_k_2,,(Kingdom of France),3.0995,45.5053
Old Kingdom of Norway,1272,1313,439491.5745755597,POLITY,Norway,Q202266,no_norway_k_2,,,-1.1565,63.2161
Kingdom of Jerusalem,1272,1284,2113.976654600347,POLITY,Kingdom of Jerusalem,Q55502,il_jerusalem_k_2,,,35.3863,33.261
(Kingdom of England),1272,1278,214666.78491008395,POLITY,Kingdom of England,Q179876,gb_england_plantagenet,Kingdom of England,,-2.5703,51.5602
House of Habsburg,1272,1278,9368.904370467826,POLITY,House of Habsburg,Q65968,de_empire_3,,(Holy Roman Empire),7.8468,47.5414
Duchy of Opole,1272,1284,12261.262003138454,POLITY,Duchy of Opole,Q661980,pl_piast_dyn_2,,(Duchies of Poland),18.4083,50.23
Southern Song,1272,1278,1731185.2851357108,POLITY,Song dynasty,Q7462,cn_southern_song_dyn,,,113.2776,27.9375
Duchy of Bavaria,1272,1278,35771.7544,POLITY,Duchy of Bavaria,Q47261,de_empire_3,,(Holy Roman Empire),10.9595,48.7614
Mongol Empire,1272,1278,25693572.43176885,POLITY,Mongol Empire,Q12557,mn_mongol_emp,,,82.3872,45.4282
County of Armagnac,1272,1278,6961.488204995737,POLITY,County of Armagnac,Q676745,fr_capetian_k_2,,(Kingdom of France),0.2864,43.7091
Kingdom of Bohemia,1272,1278,151061.14573667012,POLITY,Kingdom of Bohemia,Q42585,cz_bohemian_k_1,,(Holy Roman Empire);(Kingdom of Bohemia),15.1119,48.6781
Principality of Orange,1272,1458,140.52605969985626,POLITY,Principality of Orange,Q2281221,de_empire_3,,(Holy Roman Empire),4.914,44.1968
Patriarchate of Aquileia,1272,1293,9145.032265,POLITY,Patriarchate of Aquileia,Q836894,de_empire_3,,(Holy Roman Empire),13.1486,46.1155
Holy Roman Empire Minor States,1272,1278,527920.2848809796,POLITY,Holy Roman Empire,Q12548,de_empire_3,,(Holy Roman Empire),9.5085,49.4684
Comtat Venaissin,1272,1351,2109.203073179506,POLITY,Comtat Venaissin,Q1122980,,,,4.9922,44.1218
Latin Empire,1272,1278,2996.727936457858,POLITY,Latin Empire,Q178897,,,,26.6428,40.2969
House of Ascania,1272,1325,28699.700457760457,POLITY,House of Ascania,Q168352,de_empire_3,,(Holy Roman Empire),12.2296,51.0018
Capetian House of Anjou,1272,1325,49457.48683,POLITY,Capetian House of Anjou,Q939200,fr_capetian_k_2,,(Kingdom of France),3.0793,45.7471
Despotate of Epirus,1272,1278,46724.88705646653,POLITY,Despotate of Epirus,Q187684,gr_epirus_despot,,,20.6975,40.1192
(Duchies of Poland),1272,1278,207805.86129402215,POLITY,Testament of Bolesław III Wrymouth,Q2984183,pl_piast_dyn_2,Duchy of Sandomierz;Duchy of Silesia;Duchy of Opole;Duchy of Głogów;Duchy of Greater Poland;Duchy of Masovia,,19.2236,51.7275
Grand Duchy of Lithuania,1272,1293,91153.41341092609,POLITY,Grand Duchy of Lithuania,Q49683,lt_lithuania_grand_duc,,,24.0135,54.8024
Kingdom of England,1272,1278,214666.78491008395,POLITY,Kingdom of England,Q179876,gb_england_plantagenet,,(Kingdom of England),-2.5703,51.5602
Kingdom of France,1272,1278,205944.64629036523,POLITY,Kingdom of France,Q207162,fr_capetian_k_2,,(Kingdom of France),1.7487,46.7452
County of Périgord,1272,1332,8547.049070668265,POLITY,County of Périgord,Q1947408,fr_capetian_k_2,,(Kingdom of France),0.6619,44.844
Papal States,1272,1278,28486.781325136944,POLITY,Papal States,Q170174,it_papal_state_1,,,12.8064,42.4765
Crown of Aragon,1279,1284,91757.98712973738,POLITY,Crown of Aragon,Q204920,es_aragon_crown,,,0.0427,41.2879
(Kingdom of Bohemia),1279,1284,80823.53610887346,POLITY,Kingdom of Bohemia,Q42585,cz_bohemian_k_1,Kingdom of Bohemia,(Holy Roman Empire),15.2963,49.7606
Republic of Florence,1279,1401,10107.330132583384,POLITY,Republic of Florence,Q148540,it_florence_rep,,(Holy Roman Empire),11.3414,43.7625
House of Anjou-Sicily,1279,1284,31360.37871958006,POLITY,Capetian House of Anjou,Q939200,,,,20.842,39.5488
Kingdom of Gwynedd,1279,1284,14544.036676695605,POLITY,Kingdom of Gwynedd,Q816814,gb_brythonic_k,,(Brythonic Kingdoms),-3.8383,52.6866
Mamluk Sultanate,1279,1293,1677718.548200646,POLITY,Mamluk Sultanate,Q282428,eg_mamluk_sultanate_1,,,33.8295,27.2576
(Holy Roman Empire),1279,1284,974083.6113456066,POLITY,Holy Roman Empire,Q12548,de_empire_3,House of Wittelsbach;Kingdom of Bohemia;County of Holland;House of Ascania;Patriarchate of Aquileia;(Kingdom of Bohemia);Teutonic Order;County of Savoy;Margraviate of Brandenburg;Holy Roman Empire Minor States;Republic of Florence;Principality of Orange;Duchy of Bavaria;House of Luxembourg;County of Brabant;House of Habsburg,,12.4005,50.343
(Kingdom of France),1279,1284,451748.3339163265,POLITY,Kingdom of France,Q207162,fr_capetian_k_2,County of Champagne;Duchy of Brittany;Dauphiné;County of Blôis;County of Foix;Kingdom of Arles;County of Touraine;County of Flanders;County of Artois;Capetian House of Anjou;Kingdom of France;Duchy of Aquitaine;County of Périgord;County of Armagnac;County of Auvergne,,2.0084,46.8969
Duchy of Greater Poland,1279,1293,25761.51621587626,POLITY,Duchy of Greater Poland,Q1515009,pl_piast_dyn_2,,(Duchies of Poland),16.9133,52.2522
Duchy of Głogów,1279,1304,3087.3260168534985,POLITY,Duchy of Głogów,Q684501,pl_piast_dyn_2,,(Duchies of Poland),16.3689,51.5614
Duchy of Masovia,1279,1304,31317.42283560214,POLITY,Duchy of Masovia,Q2361927,pl_piast_dyn_2,,(Duchies of Poland),21.0613,52.6504
County of Foix,1279,1293,4514.520738,POLITY,County of Foix,Q1481436,fr_capetian_k_2,,(Kingdom of France),1.2241,43.1029
Duchy of Sandomierz,1279,1284,30740.80795823537,POLITY,Duchy of Sandomierz,Q16933165,pl_piast_dyn_2,,(Duchies of Poland),21.9092,50.9253
Kingdom of Majorca,1279,1304,12508.523881578447,POLITY,Kingdom of Majorca,Q836676,,,,2.5183,41.1405
Kingdom of Sicily,1279,1284,548.0949665671178,POLITY,Kingdom of Sicily,Q188586,it_sicily_k_2,,,22.9906,36.2787
Second Bulgarian Empire,1279,1284,96519.95701002973,POLITY,Second Bulgarian Empire,Q420759,,,,25.7948,43.3256
Duchies of Poland,1279,1293,55490.060561639904,POLITY,Testament of Bolesław III Wrymouth,Q2984183,pl_piast_dyn_2,,(Duchies of Poland),18.7634,52.6458
Ngô Dynasty,1279,1293,140444.0961159933,POLITY,Ngô dynasty,Q703919,,,,105.4481,20.8722
Republic of Venice,1279,1284,17267.098830340088,POLITY,Republic of Venice,Q4948,it_venetian_rep_3,,,19.3752,40.4544
House of Wittelsbach,1279,1293,17891.905150303322,POLITY,House of Wittelsbach,Q131621,de_empire_3,,(Holy Roman Empire),12.5262,48.5202
County of Ampuria,1279,1343,832.6850035030534,POLITY,County of Empúries,Q1541699,,,,3.0122,42.2883
Duchy of Athens,1279,1304,8144.146045190507,POLITY,Duchy of Athens,Q334714,,,,23.2399,38.3577
County of Urgell,1279,1343,379.9694002834699,POLITY,County of Urgell,Q1514510,,,,1.6215,42.5436
House of Habsburg,1279,1293,79426.44357683299,POLITY,House of Habsburg,Q65968,de_empire_3,,(Holy Roman Empire),14.06,47.3915
(Kingdom of England),1279,1284,214595.71618980597,POLITY,Kingdom of England,Q179876,gb_england_plantagenet,Kingdom of England,,-2.571,51.5625
Duchy of Jawor,1279,1304,944.7886226,POLITY,Duchy of Jawor,Q561204,pl_piast_dyn_2,,(Duchies of Poland),15.9303,51.1285
(Brythonic Kingdoms),1279,1284,14544.036676695605,POLITY,Celtic Britons,Q849967,gb_brythonic_k,Kingdom of Gwynedd,,-3.8383,52.6866
Duchy of Legnica,1279,1304,2323.301514482906,POLITY,Duchy of Legnica,Q570740,pl_piast_dyn_2,,(Duchies of Poland),16.06,51.3656
Kingdom of Hungary,1279,1293,349000.45244902367,POLITY,Kingdom of Hungary,Q171150,hu_arpad_dyn,,,20.0586,46.6969
Papal States,1279,1284,39455.476170755726,POLITY,Papal States,Q170174,it_papal_state_1,,,12.6175,42.9329
Grand Duchy of Kraków,1279,1284,26881.881999569985,POLITY,Grand Duchy of Kraków,Q688918,,,,20.229,50.0915
Kingdom of France,1279,1284,206111.30647799288,POLITY,Kingdom of France,Q207162,fr_capetian_k_2,,(Kingdom of France),1.7485,46.7422
Kingdom of England,1279,1284,214595.71618980597,POLITY,Kingdom of England,Q179876,gb_england_plantagenet,,(Kingdom of England),-2.571,51.5625
County of Champagne,1279,1284,25342.104109957563,POLITY,County of Champagne,Q546266,fr_capetian_k_2,,(Kingdom of France),4.3483,48.6565
Despotate of Epirus,1279,1293,20379.984772269047,POLITY,Despotate of Epirus,Q187684,gr_epirus_despot,,,21.3657,39.1491
(Duchies of Poland),1279,1284,181012.59345179753,POLITY,Testament of Bolesław III Wrymouth,Q2984183,pl_piast_dyn_2,Duchy of Głogów;Duchy of Jawor;Duchy of Legnica;Duchy of Sandomierz;Duchies of Poland;Duchy of Opole;Duchy of Silesia;Duchy of Greater Poland;Duchy of Masovia,,19.0815,51.96
Holy Roman Empire Minor States,1279,1284,518668.60989687085,POLITY,Holy Roman Empire,Q12548,de_empire_3,,(Holy Roman Empire),9.4681,49.5625
Byzantine Empire,1279,1284,255370.8002267485,POLITY,Byzantine Empire,Q112039853,,,,26.3031,40.3062
Duchy of Bavaria,1279,1293,35322.602833557736,POLITY,Duchy of Bavaria,Q47261,de_empire_3,,(Holy Roman Empire),10.9578,48.7608
Kingdom of Bohemia,1279,1284,80823.53610887346,POLITY,Kingdom of Bohemia,Q42585,cz_bohemian_k_1,,(Holy Roman Empire);(Kingdom of Bohemia),15.2963,49.7606
County of Armagnac,1279,1332,6985.312558641697,POLITY,County of Armagnac,Q676745,fr_capetian_k_2,,(Kingdom of France),0.2833,43.7093
Duchy of Silesia,1279,1293,19086.10772335468,POLITY,Duchy of Silesia,Q568638,pl_piast_dyn_2,,(Duchies of Poland),16.5424,51.2536
Mongol Empire,1279,1284,27426310.362268128,POLITY,Mongol Empire,Q12557,mn_mongol_emp,,,83.9473,44.5455
Hoysala Kingdom,1285,1325,55148.868080044405,POLITY,Hoysala Kingdom,Q466581,in_hoysala_k,,,76.3218,13.7246
Crown of Aragon,1285,1293,116216.83244858419,POLITY,Crown of Aragon,Q204920,es_aragon_crown,,,2.6959,40.5591
Kampili Kingdom,1285,1325,5372.887820239653,POLITY,Kampili Kingdom,Q1446192,in_kampili_k,,,77.0109,14.7506
