Name,FromYear,ToYear,Area,Type,Wikipedia,Wikidata,SeshatID,Components,MemberOf,CentroidLon,CentroidLat
(Brythonic Kingdoms),899,899,54368.69422749919,POLITY,Celtic Britons,Q849967,gb_brythonic_k,Kingdom of Gwent;Kingdom of Powys;Kingdom of Gwynedd;Strathclyde;Kingdom of Seisyllwg;Kingdom of Morgannwg;Kingdom of Brycheiniog;Cornwall;Brythons,,-3.8315,53.4389
Middle Franks,899,899,124041.1823169365,POLITY,Lotharingia,Q6673921,fr_carolingian_emp_2,,(Carolingian Empire),5.8952,50.67
Saffarid Dynasty,899,899,2123480.139030841,POLITY,Saffarid dynasty,Q45310,ir_saffarid_emp,,,63.9357,32.8223
Kingdom of Wessex,899,910,58647.648181008844,POLITY,Wessex,Q105313,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.9434,51.6333
(Carolingian Empire),899,899,976344.9986,POLITY,West Francia,Q146246,fr_carolingian_emp_2,Upper Burgundy;East Franks;West Franks;Middle Franks,,7.084,48.2716
Dál Riata,899,899,41646.177038201786,POLITY,Dál Riata,Q111471,gb_dal_riata,,,-4.0894,56.9942
Old Kingdom of Norway,899,946,282501.0951491203,POLITY,Norway,Q202266,no_norway_k_1,,,9.733,62.2698
Qarmatians,899,969,64922.815019710695,POLITY,Qarmatians,Q138803,,,,51.88,25.571
(Allegiance of Ziyadid dynasty to Abbasid Caliphate),899,899,2663964.8044870305,RELATION,Ziyadid dynasty,Q207017,ye_ziyad_dyn;iq_abbasid_cal_1,Abbasid Caliphate;Ziyadid dynasty,,46.9672,31.7612
East Franks,899,899,434952.35265769286,POLITY,East Francia,Q153080,de_east_francia,,(Carolingian Empire),11.8511,48.9423
(Allegiance of East Franks to Carolingian Empire),899,899,976344.9986,RELATION,East Francia,Q153080,de_east_francia;fr_carolingian_emp_2,East Franks;Upper Burgundy;(Carolingian Empire);Middle Franks;West Franks,,7.084,48.2716
Kingdom of Italy,899,899,171583.88194455852,POLITY,Kingdom of Italy,Q172579,,,,10.7737,44.5053
Abbasid Caliphate,899,899,2448522.6925656376,POLITY,Abbasid Caliphate,Q12536,iq_abbasid_cal_1,,,47.1212,33.0352
(Alliance between Samanid Empire and Ziyadid dynasty),900,910,2674909.1310033416,RELATION,Samanid Empire,Q486181,uz_samanid_emp;ye_ziyad_dyn,Ziyadid dynasty;Samanid Empire,,63.5493,32.7149
Aghlabid Dynasty,900,910,246406.56620064893,POLITY,Aghlabids,Q207600,tn_aghlabid_dyn,,,10.896,33.956
Chola Empire,900,921,64232.115132198494,POLITY,Chola Empire,Q6806806,in_chola_emp,,,79.0363,12.0812
(Carolingian Empire),900,910,1182195.6270640737,POLITY,West Francia,Q146246,fr_carolingian_emp_2,Upper Burgundy;West Franks;East Franks;Kingdom of Lower Burgundy,,7.1579,47.6234
Magyars,900,910,108495.4531252044,POLITY,Hungarians,Q133032,,,,23.6582,47.0839
Nitra,900,910,26552.966980184876,POLITY,Nitra,Q26397,,,,18.4241,48.4856
(Allegiance of Ziyadid dynasty to Abbasid Caliphate),900,910,2664186.935535184,RELATION,Ziyadid dynasty,Q207017,ye_ziyad_dyn;iq_abbasid_cal_1,Abbasid Caliphate;Ziyadid dynasty,,46.9677,31.7603
East Franks,900,910,522040.0952807017,POLITY,East Francia,Q153080,de_east_francia,,(Carolingian Empire),9.9634,49.5506
Rustamid dynasty,900,910,469780.60312139255,POLITY,Rustamid dynasty,Q940123,dz_rustamid_imamate,,,6.3926,33.2649
Kingdom of Alba,900,959,41646.177038201786,POLITY,Kingdom of Alba,Q1991742,gb_alba_k,,,-4.0894,56.9942
(Allegiance of East Franks to Carolingian Empire),900,910,1182195.6270640737,RELATION,East Francia,Q153080,de_east_francia;fr_carolingian_emp_2,East Franks;Kingdom of Lower Burgundy;Upper Burgundy;(Carolingian Empire);West Franks,,7.1579,47.6234
Principality of Hungary,900,910,172858.21081655912,POLITY,Principality of Hungary,Q2899771,hu_hungary_principality,,,20.3394,46.5131
Chandra Dynasty,900,946,77249.53437557805,POLITY,Chandra dynasty,Q5032034,bd_chandra_dyn,,,92.8914,21.408
Abbasid Caliphate,900,910,2448744.8236137866,POLITY,Abbasid Caliphate,Q12536,iq_abbasid_cal_1,,,47.1218,33.0342
Great Moravia,900,910,20900.75413737716,POLITY,Great Moravia,Q193152,cz_moravia_k,,,16.8172,49.261
Duchy of Bohemia,900,910,45570.306174943595,POLITY,Duchy of Bohemia,Q2162698,cz_bohemian_duc,,,14.1294,49.8155
Pala Empire,900,946,328508.8753556682,POLITY,Pala Empire,Q668412,in_pala_emp,,,87.8011,24.5519
Upper Burgundy,900,910,41534.969775173166,POLITY,Upper Burgundy,Q33235,fr_carolingian_emp_2,,(Carolingian Empire),6.8324,46.7269
Kingdom of Seisyllwg,900,910,8936.327787636046,POLITY,Seisyllwg,Q2456191,gb_brythonic_k,,(Brythonic Kingdoms),-3.7286,52.2376
Kingdom of Lower Burgundy,900,910,242941.32480936134,POLITY,Lower Burgundy,Q33242,fr_carolingian_emp_2,,(Carolingian Empire),9.2442,44.5989
Tang Dynasty,900,910,3117568.308618496,POLITY,Tang dynasty,Q9683,cn_tang_dyn_2,,,112.1341,31.4119
Duchy of Benevento,900,969,13025.982560745892,POLITY,Duchy of Benevento,Q267816,,,,14.6579,41.4801
First Bulgarian Empire,900,910,315358.92268637737,POLITY,First Bulgarian Empire,Q203817,bg_bulgaria_medieval,,,25.3252,43.8773
Toltec,900,1176,5604.6754026708695,POLITY,Toltec,Q187897,mx_toltec,,,-98.6442,19.8872
Tulunids,900,910,972561.8869312715,POLITY,Tulunids,Q726798,eg_thulunid_ikhshidid,,,30.7546,29.671
(Brythonic Kingdoms),900,910,54411.43116787602,POLITY,Celtic Britons,Q849967,gb_brythonic_k,Kingdom of Gwent;Kingdom of Morgannwg;Kingdom of Brycheiniog;Kingdom of Gwynedd;Cornwall;Strathclyde;Brythons;Kingdom of Seisyllwg,,-3.8314,53.4383
Papal States,900,910,15873.762177074257,POLITY,Papal States,Q170174,it_st_peter_rep_1,,,12.6886,42.0705
Duchy of Croatia,900,910,20875.492315101015,POLITY,Duchy of Croatia,Q2576305,hr_croatia_k,,,15.7164,44.5547
Kingdom of Khotan,900,999,298344.4441180728,POLITY,Kingdom of Khotan,Q914898,cn_khotan_k,,,79.5778,39.3078
Kievan Rus',900,921,990067.0512,POLITY,Kievan Rus',Q1108445,ua_kievan_rus,,,33.8767,55.1482
Samanid Empire,900,910,2459467.0190819427,POLITY,Samanid Empire,Q486181,uz_samanid_emp,,,64.9479,34.0421
Nanzhao,900,910,321796.1256608064,POLITY,Nanzhao,Q1045322,cn_nanzhao_k,,,101.5961,24.4425
Yan Kingdom,911,921,63231.552511867885,POLITY,Yan (Five Dynasties period),Q1291919,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),117.3402,40.17
Min,911,935,121944.13772317977,POLITY,Min,Q224634,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),118.2158,26.0757
Later Jin,911,921,71612.32598549612,POLITY,Later Jin (Five Dynasties),Q1154540,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),112.8815,39.557
Bagratid Armenia,911,935,56953.21920837736,POLITY,Bagratid Armenia,Q2622868,,,,44.4018,40.1663
Kingdom of Wessex,911,921,58394.24473159923,POLITY,Wessex,Q105313,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.9504,51.6359
Pandya Dynasty,911,921,77513.39761392455,POLITY,Pandya dynasty,Q844910,in_pandya_emp_2,,,77.8034,9.7801
Southern Han,911,946,322736.8456,POLITY,Southern Han,Q1198071,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),110.9842,22.0686
Principality of Serbia,911,921,36986.75675118268,POLITY,Principality of Serbia,Q1311990,,,,18.9261,43.3589
Duchy of Croatia,911,921,21529.966203111835,POLITY,Duchy of Croatia,Q2576305,hr_croatia_k,,,15.7378,44.5694
Samanid Empire,911,921,3099661.1583343986,POLITY,Samanid Empire,Q486181,uz_samanid_emp,,,63.1099,34.8332
Byzantine Empire,911,921,622901.8177162528,POLITY,Byzantine Empire,Q112039853,tr_byzantine_emp_2,,,29.8582,39.4101
Unified Silla,911,925,38421.17612216041,POLITY,Unified Silla,Q715257,,,,128.5314,35.8399
Fatimid Caliphate,911,921,389036.89800737234,POLITY,Fatimid Caliphate,Q160307,tn_fatimid_cal,,,8.6395,34.6564
(Five Dynasties and Ten Kingdoms),911,921,2988010.0259565976,POLITY,Five Dynasties and Ten Kingdoms period,Q242115,cn_five_dyn,Later Liang Dynasty;Former Shu;Southern Wu;Min;Later Jin;Southern Han;Wuyue;Qi Kingdom;Yan Kingdom;Southern Chu,,112.1931,31.0198
Kingdom of León,911,921,59706.046611653066,POLITY,Kingdom of León,Q175276,es_leon_k,,,-6.2373,41.9483
(Anglo-Saxon England),911,921,74135.90748041296,POLITY,History of Anglo-Saxon England,Q784963,gb_anglo_saxon_1,Kingdom of Northumbria;Kingdom of Wessex;Kingdom of Mercia,,-2.0645,52.4835
(Brythonic Kingdoms),911,921,54520.57750490004,POLITY,Celtic Britons,Q849967,gb_brythonic_k,Kingdom of Gwent;Kingdom of Powys;Kingdom of Gwynedd;Strathclyde;Kingdom of Seisyllwg;Kingdom of Morgannwg;Kingdom of Brycheiniog;Cornwall;Brythons,,-3.8339,53.4356
Kingdom of Brittany,911,921,45804.43866413958,POLITY,Kingdom of Brittany,Q771193,,,,-2.4137,48.2196
County of Aragon,911,921,3584.224136064676,POLITY,County of Aragon,Q1235737,,,,-0.5989,42.5856
Liao Dynasty,911,921,265793.7352109829,POLITY,Liao dynasty,Q4958,mn_khitan_1,,,119.5295,42.5253
Papal States,911,921,15969.251342753554,POLITY,Papal States,Q170174,it_st_peter_rep_2,,,12.6938,42.0692
Duchy of Bohemia,911,921,45767.60047176833,POLITY,Duchy of Bohemia,Q2162698,cz_bohemian_duc,,,14.1444,49.8128
Kingdom of Galicia,911,921,46160.81380926109,POLITY,Kingdom of Galicia,Q303421,es_galicia_k,,,-7.6232,42.7306
Former Shu,911,921,605136.9977428407,POLITY,Former Shu,Q571453,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),105.5588,30.9241
Sajid Dynasty,911,925,58141.307077685786,POLITY,Sajid dynasty,Q3432153,,,,46.6342,38.9504
Later Liang Dynasty,911,921,793635.7144558352,POLITY,Later Liang (Five Dynasties),Q783489,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),114.0118,35.4262
Upper Burgundy,911,921,41671.956633509646,POLITY,Upper Burgundy,Q33235,fr_carolingian_emp_2,,(Carolingian Empire),6.8309,46.7289
Kingdom of Seisyllwg,911,921,7936.472464854227,POLITY,Seisyllwg,Q2456191,gb_brythonic_k,,(Brythonic Kingdoms),-4.3717,51.9494
Kingdom of Germany,911,921,308194.0651887058,POLITY,Kingdom of Germany,Q175211,de_east_francia,,,10.0853,49.8547
Georgia,911,946,86065.23368485602,POLITY,Georgia,Q4962,,,,43.9462,42.0397
Viking settlements,911,921,55666.024935952584,POLITY,Vikings,Q12567,no_viking_settlements,,,-8.8498,58.3062
First Bulgarian Empire,911,921,348577.1354879597,POLITY,First Bulgarian Empire,Q203817,bg_bulgaria_medieval,,,24.8681,43.6797
Principality of Hungary,911,921,232390.46728040217,POLITY,Principality of Hungary,Q2899771,hu_hungary_principality,,,20.1131,47.033
Taebong,911,921,81790.01040044156,POLITY,Taebong,Q699871,,,,127.0541,38.0013
Lower Burgundy,911,921,71379.01003,POLITY,Lower Burgundy,Q33242,,,,5.5819,44.8243
Ganzhou Kingdom,911,921,233228.8470031551,POLITY,Ganzhou Uyghur Kingdom,Q1000124,cn_ganzhou_k,,,101.6811,39.7123
Wuyue,911,946,124238.79413857969,POLITY,Wuyue,Q1193822,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),120.1828,29.6949
Danelaw,911,921,54568.35209943552,POLITY,Danelaw,Q339271,gb_danelaw,,,-0.4569,53.0239
Kingdom of Vaspurakan,911,935,41512.64648617964,POLITY,Kingdom of Vaspurakan,Q5228183,,,,43.6662,38.6331
Abbasid Caliphate,911,921,2821403.805187217,POLITY,Abbasid Caliphate,Q12536,iq_abbasid_cal_1,,,39.359,30.7868
Giudicato of Cagliari,911,1014,10263.196896138856,POLITY,Judicate of Cagliari,Q2297073,,,,9.0982,39.4828
Chimor,911,1176,2660.6003018512524,POLITY,Chimor,Q581741,,,,-79.1369,-8.0577
Kingdom of Italy,911,921,171813.96989428398,POLITY,Kingdom of Italy,Q172579,,,,10.7774,44.5079
Emirate of Córdoba,911,921,408417.77399018966,POLITY,Emirate of Córdoba,Q1337854,es_cordoba_emirate,,,-4.0647,39.356
(Allegiance of East Franks to Carolingian Empire),911,921,840917.0285362878,RELATION,,,de_east_francia;fr_carolingian_emp_2,Kingdom of Germany;(Carolingian Empire);Upper Burgundy;West Franks,,5.7922,48.5029
Khazaria,911,946,749815.2143352632,POLITY,Khazars,Q173282,ru_khazar_emp,,,43.147,46.5806
Southern Chu,911,925,416708.5599804536,POLITY,Ma Chu,Q1192347,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),111.0994,26.8402
Balhae,911,921,487475.0608218398,POLITY,Balhae,Q28322,kr_balhae_k,,,128.9921,42.9485
Kingdom of Powys,911,921,4315.867258870986,POLITY,Kingdom of Powys,Q769782,gb_brythonic_k,,(Brythonic Kingdoms),-3.3845,52.4969
(Allegiance of Ziyadid dynasty to Abbasid Caliphate),911,921,3036845.9171086154,RELATION,Ziyadid dynasty,Q207017,ye_ziyad_dyn;iq_abbasid_cal_1,Abbasid Caliphate;Ziyadid dynasty,,39.7144,29.7869
Southern Wu,911,946,374390.69840470375,POLITY,Southern Wu,Q107994370,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),116.975,29.9523
Idrisids,911,921,194157.79184033754,POLITY,Idrisid dynasty,Q431575,ma_idrisid_dyn,,,-4.3447,33.6694
West Franks,911,921,491051.00671407155,POLITY,West Francia,Q46370,fr_carolingian_emp_2,,(Carolingian Empire),2.8994,47.7667
Qi Kingdom,911,921,94436.27781696607,POLITY,Qi (Li Maozhen's state),Q1319681,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),106.4493,36.4112
(Alliance between Samanid Empire and Ziyadid dynasty),911,921,3315103.2702557943,RELATION,Samanid Empire,Q486181,uz_samanid_emp;ye_ziyad_dyn,Ziyadid dynasty;Samanid Empire,,62.0962,33.7298
Kingdom of Asturias,911,921,29039.488355681126,POLITY,Kingdom of Asturias,Q231392,es_asturias_k,,,-3.2027,42.3984
(Carolingian Empire),911,921,532722.9633475811,POLITY,West Francia,Q146246,fr_carolingian_emp_2,Upper Burgundy;West Franks,,3.2012,47.687
Principality of Serbia,922,925,61327.91607,POLITY,Principality of Serbia,Q1311990,,,,18.4302,43.7709
Duchy of Croatia,922,925,21059.46759951312,POLITY,Duchy of Croatia,Q2576305,hr_croatia_k,,,15.7166,44.5801
Samanid Empire,922,959,3059839.5405262937,POLITY,Samanid Empire,Q486181,uz_samanid_emp,,,63.2597,34.812
Kievan Rus',922,969,990047.1679163099,POLITY,Kievan Rus',Q1108445,ua_kievan_rus,,,33.8765,55.1481
Byzantine Empire,922,925,622949.1881489379,POLITY,Byzantine Empire,Q112039853,tr_byzantine_emp_2,,,29.8572,39.4104
Fatimid Caliphate,922,925,582871.8807855896,POLITY,Fatimid Caliphate,Q160307,tn_fatimid_cal,,,4.3506,34.3291
Kingdom of Wessex,922,925,96253.56122,POLITY,Wessex,Q105313,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.2064,51.9956
Duchy of Bohemia,922,935,45745.16291990536,POLITY,Duchy of Bohemia,Q2162698,cz_bohemian_duc,,,14.1438,49.8132
County of Ribagorza,922,989,24481.792844561547,POLITY,County of Ribagorza,Q1297894,,,,-1.3111,42.7479
Former Shu,922,925,605136.9977428407,POLITY,Former Shu,Q571453,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),105.5588,30.9241
Later Liang Dynasty,922,925,793831.9384654444,POLITY,Later Liang (Five Dynasties),Q783489,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),114.012,35.4276
Kingdom of Seisyllwg,922,946,14278.142070478449,POLITY,Seisyllwg,Q2456191,gb_brythonic_k,,(Brythonic Kingdoms),-4.2233,52.4345
Republic of Venice,922,935,2663.556204525027,POLITY,Republic of Venice,Q4948,,,,12.866,45.4919
Viking settlements,922,925,86449.79210289833,POLITY,Vikings,Q12567,no_viking_settlements,,,-7.4035,55.2246
First Bulgarian Empire,922,925,348274.6228791806,POLITY,First Bulgarian Empire,Q203817,bg_bulgaria_medieval,,,24.8728,43.6795
Kingdom of Germany,922,925,307422.8554492423,POLITY,Kingdom of Germany,Q175211,de_empire_1,,(Holy Roman Empire),10.072,49.8595
Early Balinese Kingdoms,922,1009,7748.109993360053,POLITY,Bali Kingdom,Q12491027,,,,115.0008,-8.3615
Kingdom of Mercia,922,925,43.668465331690705,POLITY,Mercia,Q105092,gb_anglo_saxon_1,,(Anglo-Saxon England),-2.6846,51.8146
(Five Dynasties and Ten Kingdoms),922,925,2988415.2478178837,POLITY,Five Dynasties and Ten Kingdoms period,Q242115,cn_five_dyn,Later Liang Dynasty;Former Shu;Southern Wu;Min;Southern Han;Wuyue;Qi Kingdom;Southern Chu;Former Jin,,112.1938,31.0215
(Anglo-Saxon England),922,925,111995.22396616955,POLITY,History of Anglo-Saxon England,Q784963,gb_anglo_saxon_1,Kingdom of Northumbria;Kingdom of Wessex;Kingdom of Mercia,,-1.3938,52.5024
Kingdom of León,922,925,105312.21624167786,POLITY,Kingdom of León,Q175276,es_leon_k,,,-6.84,42.2901
(Brythonic Kingdoms),922,925,54429.30777,POLITY,Celtic Britons,Q849967,gb_brythonic_k,Kingdom of Gwent;Kingdom of Morgannwg;Kingdom of Powys;Kingdom of Brycheiniog;Cornwall;Strathclyde;Brythons;Kingdom of Seisyllwg,,-3.833,53.4381
Liao Dynasty,922,925,426196.1659970408,POLITY,Liao dynasty,Q4958,mn_khitan_1,,,116.6678,42.459
Papal States,922,935,15873.762177074257,POLITY,Papal States,Q170174,it_st_peter_rep_2,,,12.6886,42.0705
Emirate of Nekor,922,925,6989.159617767585,POLITY,Emirate of Nekor,Q1709337,,,,-3.5064,35.0634
Duchy of Normandy,922,925,8958.745931801037,POLITY,Duchy of Normandy,Q842091,,,,1.0512,49.67
Emirate of Córdoba,922,925,408298.84480022424,POLITY,Emirate of Córdoba,Q1337854,es_cordoba_emirate,,,-4.0655,39.3551
(Holy Roman Empire),922,925,307422.8554492423,POLITY,Holy Roman Empire,Q12548,de_empire_1,Kingdom of Germany,,10.072,49.8595
Principality of Hungary,922,925,280987.86178894894,POLITY,Principality of Hungary,Q2899771,hu_hungary_principality,,,19.2688,47.129
Zaydi Alid dynasties,922,925,40567.309610690805,POLITY,Alid dynasties of northern Iran,Q1990528,,,,51.7813,36.4358
Former Jin,922,925,135052.87634904083,POLITY,Jin (Later Tang precursor),Q6201794,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),114.9868,39.8495
Lower Burgundy,922,925,71493.57746604049,POLITY,Lower Burgundy,Q33242,,,,5.5828,44.8264
Gurjara-Pratihara Dynasty,922,925,410653.47999071813,POLITY,Gurjara-Pratihara dynasty,Q5324,in_gurjara_pratihara_dyn,,,72.8123,24.786
Upper Burgundy and Italy,922,925,213511.98425074545,POLITY,Upper Burgundy,Q33235,,,,9.988,44.9543
Ganzhou Kingdom,922,925,232934.93399508845,POLITY,Ganzhou Uyghur Kingdom,Q1000124,cn_ganzhou_k,,,101.687,39.7108
Abbasid Caliphate,922,925,2821584.289193606,POLITY,Abbasid Caliphate,Q12536,iq_abbasid_cal_1,,,39.3604,30.7855
Danelaw,922,935,16602.47107825353,POLITY,Danelaw,Q339271,gb_danelaw,,,-1.3139,54.0825
West Franks,922,925,498584.6808173265,POLITY,West Francia,Q46370,fr_carolingian_emp_2,,(Carolingian Empire),2.835,47.7623
Qi Kingdom,922,925,94436.27781696607,POLITY,Qi (Li Maozhen's state),Q1319681,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),106.4493,36.4112
(Alliance between Samanid Empire and Ziyadid dynasty),922,959,3275281.6524476893,RELATION,Samanid Empire,Q486181,uz_samanid_emp;ye_ziyad_dyn,Ziyadid dynasty;Samanid Empire,,62.2249,33.696
Kingdom of Asturias,922,925,29039.488355681126,POLITY,Kingdom of Asturias,Q231392,es_asturias_k,,,-3.2027,42.3984
Chola Empire,922,935,130579.71186498577,POLITY,Chola Empire,Q6806806,in_chola_emp,,,78.5361,10.9262
County of Berga,922,935,6360.4295882350125,POLITY,Berga,Q15487,,,,2.1324,42.1389
(Carolingian Empire),922,925,498584.6808173265,POLITY,West Francia,Q146246,fr_carolingian_emp_2,West Franks,,2.835,47.7623
Goryeo,922,935,81790.01040044156,POLITY,Goryeo,Q28208,,,,127.0541,38.0013
Rashtrakuta Dynasty,922,925,1019445.1982805461,POLITY,Rashtrakuta dynasty,Q856691,in_rashtrakuta_emp,,,76.9999,19.5413
Balhae,922,925,487475.0608218398,POLITY,Balhae,Q28322,kr_balhae_k,,,128.9921,42.9485
Kingdom of Powys,922,946,4229.026409677231,POLITY,Kingdom of Powys,Q769782,gb_brythonic_k,,(Brythonic Kingdoms),-3.3767,52.4962
(Allegiance of Ziyadid dynasty to Abbasid Caliphate),922,925,3037026.4011150035,RELATION,Ziyadid dynasty,Q207017,ye_ziyad_dyn;iq_abbasid_cal_1,Abbasid Caliphate;Ziyadid dynasty,,39.7157,29.7857
Zaydi Alid dynasties,926,935,40567.309610690805,POLITY,Alid dynasties of northern Iran,Q1990528,,,,51.7813,36.4358
Principality of Hungary,926,946,261532.06207084664,POLITY,Principality of Hungary,Q2899771,hu_hungary_principality,,,19.2024,47.2772
Kingdom of Croatia,926,935,55426.70408497101,POLITY,Kingdom of Croatia (925–1102),Q858841,hr_croatia_k,,,16.4442,45.1973
Gurjara-Pratihara Dynasty,926,935,643773.3016126315,POLITY,Gurjara-Pratihara dynasty,Q5324,in_gurjara_pratihara_dyn,,,74.4823,24.6765
Ganzhou Kingdom,926,989,232839.08539333643,POLITY,Ganzhou Uyghur Kingdom,Q1000124,cn_ganzhou_k,,,101.6806,39.7104
Abbasid Caliphate,926,935,2820584.3955068444,POLITY,Abbasid Caliphate,Q12536,iq_abbasid_cal_1,,,39.3587,30.7846
Emirate of Nekor,926,935,7039.497896,POLITY,Emirate of Nekor,Q1709337,,,,-3.5052,35.0619
Hubaekje,926,935,25001.549725142337,POLITY,Later Baekje,Q698239,,,,127.0101,35.3994
Emirate of Córdoba,926,935,408131.3735600691,POLITY,Emirate of Córdoba,Q1337854,es_cordoba_emirate,,,-4.0657,39.3541
Duchy of Normandy,926,935,29227.074083535616,POLITY,Duchy of Normandy,Q842091,,,,0.4085,49.1678
(Holy Roman Empire),926,935,427058.5706200025,POLITY,Holy Roman Empire,Q12548,de_empire_1,Kingdom of Germany,,8.8644,50.124
Rashtrakuta Dynasty,926,935,785625.5677156742,POLITY,Rashtrakuta dynasty,Q856691,in_rashtrakuta_emp,,,76.8705,18.0029
Southern Chu,926,946,416604.57995641633,POLITY,Ma Chu,Q1192347,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),111.0987,26.8393
(Allegiance of Ziyadid dynasty to Abbasid Caliphate),926,935,3036026.507,RELATION,Ziyadid dynasty,Q207017,ye_ziyad_dyn;iq_abbasid_cal_1,Abbasid Caliphate;Ziyadid dynasty,,39.7142,29.7845
Idrisids,926,935,194157.79184033754,POLITY,Idrisid dynasty,Q431575,,,,-4.3447,33.6694
West Franks,926,935,354454.78546709055,POLITY,West Francia,Q46370,fr_carolingian_emp_2,,(Carolingian Empire),1.8395,46.5902
(Carolingian Empire),926,935,643674.7531277897,POLITY,West Francia,Q146246,fr_carolingian_emp_2,Upper Burgundy;West Franks;Kingdom of Lower Burgundy,,4.9488,45.8691
Kingdom of Wessex,926,935,96384.88639092042,POLITY,Wessex,Q105313,gb_anglo_saxon_1,,(Anglo-Saxon England),-1.2084,51.9953
Byzantine Empire,926,935,640218.3100542898,POLITY,Byzantine Empire,Q112039853,tr_byzantine_emp_2,,,30.0408,39.3925
Fatimid Caliphate,926,935,389036.89800737234,POLITY,Fatimid Caliphate,Q160307,tn_fatimid_cal,,,8.6395,34.6564
Unified Silla,926,935,38421.17612216041,POLITY,Unified Silla,Q715257,,,,128.5314,35.8399
(Five Dynasties and Ten Kingdoms),926,935,2987870.3543453664,POLITY,Five Dynasties and Ten Kingdoms period,Q242115,cn_five_dyn,Southern Chu;Later Tang;Southern Wu;Min;Jingnan;Southern Han;Wuyue,,112.1949,31.0205
Kingdom of Northumbria,926,935,15697.994283482027,POLITY,Northumbria,Q107299,gb_anglo_saxon_1,,(Anglo-Saxon England),-2.4521,55.3744
Kingdom of León,926,946,134236.49410430045,POLITY,Kingdom of León,Q175276,es_leon_k,,,-6.0522,42.3102
(Anglo-Saxon England),926,935,112082.88067440248,POLITY,History of Anglo-Saxon England,Q784963,gb_anglo_saxon_1,Kingdom of Northumbria;Kingdom of Wessex,,-1.3948,52.5019
(Brythonic Kingdoms),926,935,54341.65106056369,POLITY,Celtic Britons,Q849967,gb_brythonic_k,Kingdom of Gwent;Kingdom of Morgannwg;Kingdom of Powys;Kingdom of Brycheiniog;Cornwall;Strathclyde;Brythons;Kingdom of Seisyllwg,,-3.8347,53.4406
Jingnan,926,935,71678.01006,POLITY,Jingnan,Q1325075,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),111.5031,31.489
Liao Dynasty,926,935,1763906.170485621,POLITY,Liao dynasty,Q4958,mn_khitan_1,,,116.5662,43.8885
Kingdom of Gwent,926,946,1354.7959864883828,POLITY,Kingdom of Gwent,Q2594661,gb_brythonic_k,,(Brythonic Kingdoms),-2.9777,51.7038
Later Tang,926,935,1556339.1668651307,POLITY,Later Tang,Q1143126,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),110.5873,34.391
Sajid Dynasty,926,935,58141.307077685786,POLITY,Sajid dynasty,Q3432153,,,,46.6342,38.9504
Upper Burgundy,926,935,45841.60991816703,POLITY,Upper Burgundy,Q33235,fr_carolingian_emp_2,,(Carolingian Empire),6.9456,46.7865
Kingdom of Lower Burgundy,926,935,243378.35774253245,POLITY,Lower Burgundy,Q33242,fr_carolingian_emp_2,,(Carolingian Empire),9.2501,44.6015
Kingdom of Germany,926,935,427058.5706200025,POLITY,Kingdom of Germany,Q175211,de_empire_1,,(Holy Roman Empire),8.8644,50.124
Viking settlements,926,935,86473.81023628036,POLITY,Vikings,Q12567,no_viking_settlements,,,-7.402,55.2229
First Bulgarian Empire,926,935,420547.6507430652,POLITY,First Bulgarian Empire,Q203817,bg_bulgaria_medieval,,,23.8537,43.7179
Principality of Serbia,936,959,61048.83679820976,POLITY,Principality of Serbia,Q1311990,,,,18.4282,43.7644
Scandinavian minor kingdoms,936,959,171867.89525011592,POLITY,Viking Age,Q213649,sv_scandinavian_minor_k,,,14.8644,58.5105
Byzantine Empire,936,946,720971.0211242938,POLITY,Byzantine Empire,Q112039853,tr_byzantine_emp_2,,,31.1251,39.3537
Fatimid Caliphate,936,946,582871.8807855896,POLITY,Fatimid Caliphate,Q160307,tn_fatimid_cal,,,4.3506,34.3291
Min,936,946,121944.13772317977,POLITY,Min,Q224634,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),118.2158,26.0757
Bagratid Armenia,936,946,59183.06209,POLITY,Bagratid Armenia,Q2622868,,,,44.4248,40.1531
Later Jin,936,946,790319.1813186049,POLITY,Later Jin (Five Dynasties),Q1154540,cn_five_dyn,,(Five Dynasties and Ten Kingdoms),113.1895,35.7097
