Arctic Peoples	OK	tiles=23; rows=1	2026-08-17T11:47:20
Kotosh Culture	OK	tiles=2; rows=1	2026-08-17T11:47:27
Chadian People	OK	tiles=6; rows=1	2026-08-17T11:47:34
Poverty Point Culture	OK	tiles=2; rows=1	2026-08-17T11:47:40
Aryan People	OK	tiles=9; rows=34	2026-08-17T11:47:47
Xia Dynasty	OK	tiles=6; rows=1	2026-08-17T11:47:54
Bantu Peoples	OK	tiles=19; rows=37	2026-08-17T11:48:02
El Paraiso Culture	OK	tiles=3; rows=2	2026-08-17T11:48:09
Indus Valley Peoples	OK	tiles=5; rows=14	2026-08-17T11:48:16
Bactrians	OK	tiles=5; rows=2	2026-08-17T11:48:23
Sogdians	SKIP_NO_FEATURES	tiles=3	2026-08-17T11:48:24
Papuans	OK	tiles=7; rows=1	2026-08-17T11:48:31
Shang	OK	tiles=16; rows=27; 7 continuity gap(s)	2026-08-17T11:48:38
Xue	OK	tiles=3; rows=5; 3 continuity gap(s)	2026-08-17T11:48:45
Ge	OK	tiles=103; rows=1	2026-08-17T11:48:54
Wei	OK	tiles=9; rows=67; 9 continuity gap(s)	2026-08-17T11:49:02
Gu	OK	tiles=115; rows=1	2026-08-17T11:49:11
Kunwu	SKIP_NO_FEATURES	tiles=1	2026-08-17T11:49:11
Wen	SKIP_NO_FEATURES	tiles=8	2026-08-17T11:49:12
Sanxingdui Culture	OK	tiles=4; rows=2	2026-08-17T11:49:19
Shang Dynasty	OK	tiles=14; rows=59; 18 continuity gap(s)	2026-08-17T11:49:26
Terramare Culture	OK	tiles=2; rows=1	2026-08-17T11:49:33
Mixtecs	OK	tiles=1; rows=2	2026-08-17T11:49:40
Indo-Aryans	OK	tiles=15; rows=34	2026-08-17T11:49:47
Guifang	OK	tiles=8; rows=7	2026-08-17T11:49:54
Zapotecs	OK	tiles=1; rows=1	2026-08-17T11:50:00
Teutons	OK	tiles=8; rows=4	2026-08-17T11:50:07
Volga Battle Axe Culture	OK	tiles=13; rows=1	2026-08-17T11:50:15
Balts	OK	tiles=7; rows=2	2026-08-17T11:50:21
Slavs	OK	tiles=4; rows=1	2026-08-17T11:50:28
Celto-Ligurians	OK	tiles=17; rows=23	2026-08-17T11:50:35
Italics	OK	tiles=5; rows=7	2026-08-17T11:50:42
Iberians	OK	tiles=8; rows=5	2026-08-17T11:50:49
Etruscans	OK	tiles=3; rows=12	2026-08-17T11:50:56
Yueshi Culture	OK	tiles=3; rows=2	2026-08-17T11:51:02
Erlitou Culture	OK	tiles=4; rows=2	2026-08-17T11:51:10
Erligang Culture	OK	tiles=4; rows=1	2026-08-17T11:51:16
Northern Zone Peoples	OK	tiles=4; rows=17; 1 continuity gap(s)	2026-08-17T11:51:24
Dongyi Peoples	OK	tiles=2; rows=2; 1 continuity gap(s)	2026-08-17T11:51:30
Huaiyi Peoples	OK	tiles=3; rows=6; 2 continuity gap(s)	2026-08-17T11:51:37
Wucheng Culture	OK	tiles=8; rows=23	2026-08-17T11:51:44
Xian Peoples	OK	tiles=1; rows=1	2026-08-17T11:51:51
Celts	OK	tiles=15; rows=103; 7 continuity gap(s)	2026-08-17T11:51:59
Sicans	OK	tiles=2; rows=7	2026-08-17T11:52:06
Olmecs	OK	tiles=2; rows=1	2026-08-17T11:52:13
Yuezhi	OK	tiles=3; rows=1	2026-08-17T11:52:20
Dapeng	OK	tiles=2; rows=1	2026-08-17T11:52:27
Wu	OK	tiles=23; rows=54; 16 continuity gap(s)	2026-08-17T11:52:35
Yue Peoples	OK	tiles=3; rows=5	2026-08-17T11:52:42
Colchis	OK	tiles=2; rows=5; 2 continuity gap(s)	2026-08-17T11:52:49
Scythians	OK	tiles=29; rows=8; 1 continuity gap(s)	2026-08-17T11:52:56
Chorrera Culture	OK	tiles=2; rows=1	2026-08-17T11:53:03
Elymians	OK	tiles=1; rows=1	2026-08-17T11:53:10
Zhou	OK	tiles=18; rows=10; 3 continuity gap(s)	2026-08-17T11:53:18
Zhou Dynasty	OK	tiles=15; rows=209; 38 continuity gap(s)	2026-08-17T11:53:29
Shu	OK	tiles=28; rows=14	2026-08-17T11:53:37
Ba	OK	tiles=277; rows=16	2026-08-17T11:53:48
Chu	OK	tiles=27; rows=185; 44 continuity gap(s)	2026-08-17T11:54:01
Nok People	OK	tiles=5; rows=1	2026-08-17T11:54:08
Three Guards Rebellion	OK	tiles=5; rows=16	2026-08-17T11:54:15
Lai	OK	tiles=9; rows=3	2026-08-17T11:54:22
Pugu	OK	tiles=1; rows=1	2026-08-17T11:54:29
Sicels	OK	tiles=2; rows=5; 1 continuity gap(s)	2026-08-17T11:54:36
Arabs	OK	tiles=19; rows=9	2026-08-17T11:54:43
Saba	OK	tiles=15; rows=1	2026-08-17T11:54:50
Nilotic Peoples	OK	tiles=6; rows=1	2026-08-17T11:54:57
Cushitic People	OK	tiles=8; rows=1	2026-08-17T11:55:03
Maya	OK	tiles=10; rows=2	2026-08-17T11:55:11
Tartessos	OK	tiles=2; rows=4	2026-08-17T11:55:18
Chao	OK	tiles=7; rows=4; 1 continuity gap(s)	2026-08-17T11:55:25
D'mt	OK	tiles=4; rows=1	2026-08-17T11:55:32
Ellipi	OK	tiles=1; rows=8; 5 continuity gap(s)	2026-08-17T11:55:39
Harhar	OK	tiles=2; rows=3; 1 continuity gap(s)	2026-08-17T11:55:46
Utica	OK	tiles=2; rows=1	2026-08-17T11:55:54
Egypt: Twenty Second Dynasty	OK	tiles=5; rows=73; 15 continuity gap(s)	2026-08-17T11:56:02
Xu	OK	tiles=12; rows=21; 2 continuity gap(s)	2026-08-17T11:56:11
Quanrong	OK	tiles=8; rows=22	2026-08-17T11:56:18
Urartu	OK	tiles=5; rows=177; 61 continuity gap(s)	2026-08-17T11:56:27
Israel/Samaria	OK	tiles=2; rows=32; 10 continuity gap(s)	2026-08-17T11:56:34
Judah	OK	tiles=4; rows=36; 5 continuity gap(s)	2026-08-17T11:56:42
Kingdom of Sam'al	OK	tiles=1; rows=3; 2 continuity gap(s)	2026-08-17T11:56:49
Neo-Assyrian Empire	OK	tiles=6; rows=32	2026-08-17T11:56:57
Neo Assyrian Empire	OK	tiles=16; rows=740; 229 continuity gap(s)	2026-08-17T11:57:11
Chavin Culture	OK	tiles=3; rows=1	2026-08-17T11:57:18
Athens	OK	tiles=4; rows=76; 29 continuity gap(s)	2026-08-17T11:57:27
Neo Assyrian Tributary	OK	tiles=17; rows=386; 3 warning(s): WARNING: Cypriot Kingdoms row -709.4..-703.8 has conflicting colorIndex among contributing entries | WARNING: Cypriot Kingdoms row -670.5..-612.3 has conflicting colorIndex among contributing entries | WARNING: Egypt: Twenty Sixth Dynasty row -656.5..-651.5 has conflicting colorIndex among contributing entries; 105 continuity gap(s)	2026-08-17T11:57:40
Zamua	OK	tiles=2; rows=1	2026-08-17T11:57:48
Bit Agusi	OK	tiles=1; rows=12; 9 continuity gap(s)	2026-08-17T11:57:56
Musri	OK	tiles=1; rows=4; 3 continuity gap(s)	2026-08-17T11:58:03
E	OK	tiles=323; rows=6; 2 continuity gap(s)	2026-08-17T11:58:16
Hubushkia	OK	tiles=1; rows=6; 4 continuity gap(s)	2026-08-17T11:58:23
Gilzanu	OK	tiles=1; rows=3; 2 continuity gap(s)	2026-08-17T11:58:31
Nairi	OK	tiles=1; rows=1	2026-08-17T11:58:39
Babylonian revolt	OK	tiles=3; rows=12; 3 continuity gap(s)	2026-08-17T11:58:46
Namri	OK	tiles=3; rows=5; 3 continuity gap(s)	2026-08-17T11:58:54
Suhne	OK	tiles=1; rows=1	2026-08-17T11:59:02
Alzi	OK	tiles=1; rows=2; 1 continuity gap(s)	2026-08-17T11:59:09
Enzite	OK	tiles=2; rows=1	2026-08-17T11:59:17
Diauekhi	OK	tiles=3; rows=4; 3 continuity gap(s)	2026-08-17T11:59:25
Parsua	OK	tiles=4; rows=3; 2 continuity gap(s)	2026-08-17T11:59:32
Mannaea	OK	tiles=2; rows=19; 2 continuity gap(s)	2026-08-17T11:59:40
Nabataeans	OK	tiles=2; rows=2; 1 continuity gap(s)	2026-08-17T11:59:48
Qedarites	OK	tiles=3; rows=3; 1 continuity gap(s)	2026-08-17T11:59:56
Egypt: Twenty Third Dynasty	OK	tiles=2; rows=61; 27 continuity gap(s)	2026-08-17T12:00:04
