Index,Name,FromYear,ToYear,Area,Type,References,MemberOf,FullPath,Region,Subregion,ColorR,ColorG,ColorB,Generated,SourceRun,OverlapNote,geometry
1,Abhiras,-610.1,-317.5,12460.9,POLITY,,,Abhiras,South Asia,North India,244,243,254,2026-08-21,Abhiras,,"POLYGON ((71.0453 26.1336, 71.1292 26.1248, 71.2262 26.1248,…"
2,Aboriginal Peoples,-1000.1,-1.0,8023798.6,TRIBAL_AREA,,,Aboriginal Peoples,Oceania-Australia,Australia,144,32,128,2026-08-21,Aboriginal Peoples,,"MULTIPOINT ((146.6 -42.7), (145.6 -41.5), (147.6 -41.5), (14…"
3,Acarnania,-695.5,-429.2,2213.8,POLITY,,,Acarnania,Europe,Southern Europe,224,240,32,2026-08-21,Acarnania,,"POLYGON ((21.2602 38.7778, 21.2683 38.7715, 21.2821 38.7644,…"
4,Achaea,-550.0,-485.5,4549.6,POLITY,,,Achaea,Europe,Southern Europe,220,208,48,2026-08-21,Achaea,,"MULTIPOLYGON (((21.3605 38.11075, 21.36264 38.11434, 21.3634…"
5,Caulonia,-649.5,-430.5,259.9,POLITY,,(Achaea),Achaea - Caulonia,Europe,Southern Europe,220,208,54,2026-08-21,Achaea,,"POLYGON ((16.509 38.37, 16.5098 38.3825, 16.509 38.395, 16.5…"
6,Croton,-550.0,-485.5,234.4,POLITY,,(Achaea),Achaea - Croton,Europe,Southern Europe,220,208,60,2026-08-21,Achaea,,"POLYGON ((16.1905 38.9414, 16.2022 38.946, 16.2132 38.9521, …"
7,Temesa,-615.5,-485.5,234.4,POLITY,,(Croton),Achaea - Croton - Temesa,Europe,Southern Europe,220,208,60,2026-08-21,Achaea,,"POLYGON ((16.1905 38.9414, 16.2022 38.946, 16.2132 38.9521, …"
8,Laus,-638.5,-390.6,196.6,POLITY,,(Achaea),Achaea - Laus,Europe,Southern Europe,220,208,55,2026-08-21,Achaea,,"POLYGON ((15.8307 39.6679, 15.8431 39.6695, 15.8553 39.6726,…"
9,Metapontum,-660.5,-380.5,191.1,POLITY,,(Achaea),Achaea - Metapontum,Europe,Southern Europe,220,208,53,2026-08-21,Achaea,,"POLYGON ((16.905 40.4427, 16.897 40.4523, 16.8878 40.4609, 1…"
10,Poseidonia,-617.5,-410.5,211.6,POLITY,,(Achaea),Achaea - Poseidonia,Europe,Southern Europe,220,208,58,2026-08-21,Achaea,,"POLYGON ((14.9517 40.3362, 14.9627 40.3302, 14.9744 40.3255,…"
11,Pyxous,-634.5,-400.1,200.0,POLITY,,(Achaea),Achaea - Pyxous,Europe,Southern Europe,220,208,57,2026-08-21,Achaea,,"POLYGON ((15.6118 40.0839, 15.611 40.0964, 15.6087 40.1088, …"
12,Sybaris,-719.5,-476.7,199.0,POLITY,,(Achaea),Achaea - Sybaris,Europe,Southern Europe,220,208,50,2026-08-21,Achaea,,"POLYGON ((16.55208 39.64786, 16.53614 39.66025, 16.52836 39.…"
13,Adena Culture,-800.1,-1.0,115209.0,TRIBAL_AREA,,,Adena Culture,North America,East Coast,48,224,0,2026-08-21,Adena Culture,,"MULTIPOINT ((-85.7 39.3), (-84.7 37.8), (-82.7 37.8), (-80.7…"
14,Aegina,-500.1,-491.5,83.6,POLITY,,,Aegina,Europe,Southern Europe,224,160,96,2026-08-21,Aegina,,"POLYGON ((23.48511 37.67753, 23.49395 37.68267, 23.49945 37.…"
15,Aeniania,-695.5,-395.3,459.5,POLITY,,,Aeniania,Europe,Southern Europe,152,208,128,2026-08-21,Aeniania,,"POLYGON ((21.9373 39.0855, 21.9476 39.0813, 21.9518 39.071, …"
16,Aeolians,-527.5,-480.5,151.9,TRIBAL_AREA,,,Aeolians,Central and Northern Eurasia,Siberia,240,160,144,2026-08-21,Aeolians,,"POLYGON ((36.7314 45.1171, 36.7436 45.1202, 36.7553 45.1248,…"
17,Hermonassa,-587.5,-480.5,151.9,POLITY,,(Aeolians),Aeolians - Hermonassa,Central and Northern Eurasia,Siberia,240,160,153,2026-08-21,Aeolians,,"POLYGON ((36.7314 45.1171, 36.7436 45.1202, 36.7553 45.1248,…"
18,Aetolia,-695.5,-404.7,4686.1,POLITY,,,Aetolia,Europe,Southern Europe,32,176,208,2026-08-21,Aetolia,,"POLYGON ((21.10578 38.34284, 21.10497 38.34167, 21.1092 38.3…"
19,Ainu,-2400.1,-1.0,401471.3,TRIBAL_AREA,,,Ainu,Central and Northern Eurasia,Siberia,64,160,64,2026-08-21,Ainu,,"MULTIPOINT ((140.48 40.71), (140.035 42.46), (141.25 42.96),…"
20,Akragas,-500.1,-486.5,350.1,TRIBAL_AREA,,,Akragas,Europe,Southern Europe,160,112,224,2026-08-21,Akragas,,"MULTIPOLYGON (((13.65442 37.21303, 13.64397 37.22542, 13.635…"
21,Heraclea Minoa,-500.1,-486.5,136.6,POLITY,,(Akragas),Akragas - Heraclea Minoa,Europe,Southern Europe,160,112,225,2026-08-21,Akragas,,"POLYGON ((13.3728 37.3551, 13.3767 37.3671, 13.379 37.3794, …"
22,Alavi,-610.1,-467.5,2144.5,POLITY,,,Alavi,South Asia,North India,224,240,240,2026-08-21,Alavi,,"POLYGON ((84.4322 27.0507, 84.4278 27.0288, 84.4147 27.0025,…"
23,Aleuts,-2400.1,-1.0,229509.0,TRIBAL_AREA,,,Aleuts,North America,East Coast,112,160,48,2026-08-21,Aleuts,,"MULTIPOINT ((-161.25 55.77), (-160.82 59.13), (-157.7 57.3),…"
24,Allakappa,-610.1,-467.5,3144.3,POLITY,,,Allakappa,South Asia,North India,208,240,48,2026-08-21,Allakappa,,"POLYGON ((84.19906 27.60975, 84.2045 27.5893, 84.1913 27.558…"
25,Amazonian Peoples,-2400.1,-1.0,7468500.8,TRIBAL_AREA,,,Amazonian Peoples,South America and Caribbean,Amazonia,64,48,208,2026-08-21,Amazonian Peoples,,"MULTIPOINT ((-72.7 -13.2), (-70.7 -13.2), (-73.7 -11.7), (-7…"
26,Ambashthas,-610.1,-400.5,3534.9,POLITY,,,Ambashthas,South Asia,Pakistan,244,243,250,2026-08-21,Ambashthas,,"POLYGON ((71.19908 30, 71.199 30.003, 71.20067 30.00761, 71.…"
27,Anarta,-610.1,-317.5,29563.3,POLITY,,,Anarta,South Asia,North India,208,192,0,2026-08-21,Anarta,,"POLYGON ((72.6669 23.2385, 72.6537 23.3047, 72.6625 23.362, …"
28,Andean Peoples,-900.1,-1.0,1556672.0,TRIBAL_AREA,,,Andean Peoples,South America and Caribbean,Andes,192,176,64,2026-08-21,Andean Peoples,,"MULTIPOINT ((-71.7 -38.7), (-72.7 -37.2), (-71.7 -35.7), (-7…"
29,Andhra,-610.1,-300.5,22581.1,POLITY,,,Andhra,South Asia,North India,244,128,112,2026-08-21,Andhra,,"POLYGON ((82.0456 16.44461, 82.0145 16.5456, 81.9659 16.6294…"
30,Anupa,-610.1,-348.5,21221.7,POLITY,,,Anupa,South Asia,North India,224,224,240,2026-08-21,Anupa,,"POLYGON ((76.5949 21.7505, 76.6743 21.7329, 76.767 21.6887, …"
31,Arabs,-526.5,-1.0,1723266.5,TRIBAL_AREA,,,Arabs,Southwest Asia,Arabia,136,224,176,2026-08-21,Arabs,Contained in border: North Arabian Semites,"MULTIPOINT ((43.3 18.3), (42.3 19.8), (44.3 19.8), (49.3 15.…"
32,Arcadia,-742.5,-480.9,4318.4,POLITY,,,Arcadia,Europe,Southern Europe,64,208,176,2026-08-21,Arcadia,,"POLYGON ((21.8348 37.9614, 21.8334 37.9393, 21.8252 37.9062,…"
33,Arctic Marine Mammal Hunters,-2400.1,-1.0,5685162.3,TRIBAL_AREA,,,Arctic Marine Mammal Hunters,Central and Northern Eurasia,Siberia,128,224,240,2026-08-21,Arctic Marine Mammal Hunters,,"MULTIPOINT ((170.3 61.3), (171.3 62.8), (173.3 62.8), (175.3…"
34,Arctic Peoples,-2400.1,-1.0,4412916.2,TRIBAL_AREA,,,Arctic Peoples,North America,Arctic America,128,240,176,2026-08-21,Arctic Peoples,,"MULTIPOINT ((-75.7 57.3), (-73.7 57.3), (-76.7 58.8), (-74.7…"
35,Assaka,-610.1,-300.5,57048.3,POLITY,,,Assaka,South Asia,North India,64,208,96,2026-08-21,Assaka,,"POLYGON ((80.00433 18.78931, 80.01406 18.78586, 80.01853 18.…"
36,Athens,-506.4,-495.5,5380.1,POLITY,,,Athens,Europe,Southern Europe,144,176,192,2026-08-21,Athens,,"MULTIPOLYGON (((25.44014 36.92145, 25.43445 36.92631, 25.433…"
37,Chalcis,-506.4,-490.3,2379.5,POLITY,,(Athens),Athens - Chalcis,Europe,Southern Europe,144,176,206,2026-08-21,Athens,,"POLYGON ((23.74684 38.40083, 23.74306 38.39989, 23.72808 38.…"
38,Naxos,-546.3,-478.3,430.6,POLITY,,(Athens),Athens - Naxos,Southwest Asia,Anatolia-Caucasus,144,176,201,2026-08-21,Athens,,"POLYGON ((25.4487 36.9212, 25.4547 36.92322, 25.46128 36.928…"
39,Salamis,-565.5,-480.9,98.0,POLITY,,(Athens),Athens - Salamis,Europe,Southern Europe,144,176,196,2026-08-21,Athens,,"POLYGON ((23.45336 37.87703, 23.46542 37.88197, 23.47394 37.…"
40,Audumbaras,-600.5,-450.5,20063.9,POLITY,,,Audumbaras,South Asia,North India,240,176,176,2026-08-21,Audumbaras,,"POLYGON ((75.4981 32.8342, 75.5039 32.8103, 75.5039 32.7706,…"
41,Austro-Asiatic Peoples,-1200.1,-1.0,2118935.6,TRIBAL_AREA,,,Austro-Asiatic Peoples,Southeast Asia,Mainland Southeast Asia,32,128,16,2026-08-21,Austro-Asiatic Peoples,,"MULTIPOINT ((105.67 9.43), (98.9 10.3), (99.15 11.3), (99.26…"
42,Austronesians,-1000.1,-384.5,8777680.4,TRIBAL_AREA,,,Austronesians,Southeast Asia,Maritime Southeast Asia,208,128,16,2026-08-21,Austronesians,,"MULTIPOINT ((108.3 -7.6), (109.8 -7.6), (106.05 -6.5), (107.…"
43,Avanti,-535.5,-492.5,215653.2,POLITY,,,Avanti,South Asia,North India,208,224,32,2026-08-21,Avanti,,"MULTIPOLYGON (((72.67308 21.12467, 72.67431 21.12859, 72.681…"
44,Haihayas,-549.5,-400.5,44048.0,POLITY,,(Avanti),Avanti - Haihayas,South Asia,North India,208,224,33,2026-08-21,Avanti,,"POLYGON ((74.9587 20.9332, 74.9102 20.9597, 74.8572 20.9774,…"
45,Kunti,-535.5,-400.5,8295.0,POLITY,,(Avanti),Avanti - Kunti,South Asia,North India,208,224,34,2026-08-21,Avanti,,"POLYGON ((76.695 26.4754, 76.6862 26.449, 76.6553 26.4401, 7…"
46,Ba,-550.5,-376.5,169055.6,POLITY,,,Ba,East Asia,North China,168,240,80,2026-08-21,Ba,,"MULTIPOLYGON (((109.7818 29.8959, 109.7258 29.8653, 109.6546…"
47,Cong,-600.5,-316.5,15423.0,POLITY,,(Ba),Ba - Cong,East Asia,North China,168,240,81,2026-08-21,Ba,,"POLYGON ((106.7652 32.1174, 106.8383 32.1331, 106.9374 32.13…"
48,Dan,-670.5,-376.5,7869.2,POLITY,,(Ba),Ba - Dan,East Asia,North China,168,240,85,2026-08-21,Ba,,"POLYGON ((109.6139 29.947, 109.5148 29.8791, 109.4209 29.847…"
49,Feng,-550.5,-316.5,4206.5,POLITY,,(Ba),Ba - Feng,East Asia,North China,168,240,87,2026-08-21,Ba,,"POLYGON ((106.4687 31.996, 106.4975 32.0008, 106.5508 31.999…"
50,Gong(2),-670.5,-376.5,20516.9,POLITY,,(Ba),Ba - Gong(2),East Asia,North China,168,240,84,2026-08-21,Ba,,"POLYGON ((109.2539 29.6787, 109.3009 29.6161, 109.28 29.5222…"
51,Nu,-600.5,-316.5,15662.5,POLITY,,(Ba),Ba - Nu,East Asia,North China,168,240,82,2026-08-21,Ba,,"POLYGON ((106.8643 29.9678, 106.7965 29.9417, 106.7861 29.88…"
52,Rang,-670.5,-376.5,3976.7,POLITY,,(Ba),Ba - Rang,East Asia,North China,168,240,83,2026-08-21,Ba,,"POLYGON ((107.9965 29.9783, 107.9444 29.9887, 107.8504 29.93…"
53,Yu(2),-611.5,-376.5,3514.3,POLITY,,(Ba),Ba - Yu(2),East Asia,North China,168,240,86,2026-08-21,Ba,,"POLYGON ((109.9556 31.0082, 109.9246 31.0082, 109.9142 30.97…"
54,Balts,-500.1,-1.0,428077.3,TRIBAL_AREA,,,Balts,Europe,Eastern Europe,224,80,0,2026-08-21,Balts,,"MULTIPOINT ((18.8 53.3), (20.3 53.3), (21.8 53.3), (23.3 53.…"
55,Bantu Peoples,-800.1,-1.0,3219352.1,TRIBAL_AREA,,,Bantu Peoples,Africa,Central Africa,160,48,32,2026-08-21,Bantu Peoples,,"MULTIPOINT ((14.05 -9.7), (13.52 -8.87), (14.8 -8.7), (14.05…"
56,Berbers,-500.5,-405.1,312124.1,TRIBAL_AREA,,,Berbers,Africa,Maghreb,160,176,32,2026-08-21,Berbers,,"MULTIPOINT ((-10.4448 28.8256), (-9.7414 29.5494), (-8.5931 …"
57,Boeotia,-730.5,-481.1,2906.6,POLITY,,,Boeotia,Europe,Southern Europe,224,176,128,2026-08-21,Boeotia,,"POLYGON ((22.86703 38.23695, 22.8621 38.2572, 22.8621 38.257…"
58,Brahmana,-610.1,-467.5,1412.1,POLITY,,,Brahmana,South Asia,North India,64,208,192,2026-08-21,Brahmana,,"POLYGON ((84.19906 27.60975, 84.2045 27.5893, 84.1913 27.558…"
59,Bruttii,-500.1,-436.5,15271.0,POLITY,,,Bruttii,Europe,Southern Europe,244,240,245,2026-08-21,Bruttii,"Overlaps dot-tribe(s): Italics, Bruttians","POLYGON ((15.68506 40, 15.69511 39.99878, 15.71083 39.9862, …"
60,Cai,-506.7,-493.5,4250.2,POLITY,,,Cai,East Asia,North China,176,208,144,2026-08-21,Cai,,"POLYGON ((115.3843 33.1986, 115.4335 33.1937, 115.4876 33.19…"
61,California Peoples,-2400.1,-1.0,178834.7,TRIBAL_AREA,,,California Peoples,North America,East Coast,48,176,192,2026-08-21,California Peoples,,"MULTIPOINT ((-115.64 30.3), (-116.44 31.8), (-118.7 34.8), (…"
62,Cao,-629.5,-491.2,2227.6,POLITY,,,Cao,East Asia,North China,116,224,224,2026-08-21,Cao,,"POLYGON ((115.9496 34.9913, 115.9757 34.9861, 116.0122 34.92…"
63,Caribbean Peoples,-2400.1,-1.0,1043772.4,TRIBAL_AREA,,,Caribbean Peoples,South America and Caribbean,Caribbean,208,16,16,2026-08-21,Caribbean Peoples,,"MULTIPOINT ((-69.7 9.3), (-67.7 9.3), (-65.7 9.3), (-63.7 9.…"
64,Carthage,-500.5,-409.3,113675.1,TRIBAL_AREA,,,Carthage,Africa,Maghreb,240,16,224,2026-08-21,Carthage,,"MULTIPOLYGON (((-6.171639 35.1872, -6.166584 35.19522, -6.16…"
65,'BN,-602.5,-1.0,188.9,POLITY,,(Carthage),Carthage - 'BN,Africa,Maghreb,240,19,231,2026-08-21,Carthage,,"POLYGON ((-5.4654 35.907, -5.4666 35.8882, -5.4654 35.8695, …"
66,(Iol),-590.0,-1.0,159.5,POLITY,,(Carthage),Carthage - (Iol),Africa,Maghreb,240,19,228,2026-08-21,Carthage,,"POLYGON ((2.095 36.5822, 2.0989 36.5702, 2.1042 36.5589, 2.1…"
67,(Saldae),-560.0,-1.0,194.7,POLITY,,(Carthage),Carthage - (Saldae),Africa,Maghreb,240,19,224,2026-08-21,Carthage,,"POLYGON ((4.9851 36.8093, 4.9771 36.7996, 4.9703 36.789, 4.9…"
68,Abdera,-600.0,-1.0,1310.0,POLITY,,(Carthage),Carthage - Abdera,Europe,Southern Europe,240,17,234,2026-08-21,Carthage,,"POLYGON ((-3.627611 36.74864, -3.609861 36.75022, -3.604583 …"
69,BLS,-600.0,-1.0,90.0,POLITY,,(Carthage),Carthage - BLS,Europe,Southern Europe,240,19,233,2026-08-21,Carthage,,"POLYGON ((-7.602445 37.13147, -7.613611 37.12708, -7.615556 …"
70,Carteia,-600.0,-1.0,375.4,POLITY,,(Carthage),Carthage - Carteia,Europe,Southern Europe,240,17,236,2026-08-21,Carthage,,"POLYGON ((-5.341639 36.14481, -5.339694 36.13822, -5.343083 …"
71,Gadir,-602.5,-100.0,15.6,POLITY,,(Carthage),Carthage - Gadir,Europe,Southern Europe,240,16,228,2026-08-21,Carthage,,"MULTIPOLYGON (((-6.2291 36.4372, -6.2262 36.4312, -6.2232 36…"
72,Gaulos,-602.5,-1.0,63.4,POLITY,,(Carthage),Carthage - Gaulos,Europe,Southern Europe,240,16,226,2026-08-21,Carthage,,"POLYGON ((14.2655 36.07364, 14.27339 36.07319, 14.28264 36.0…"
73,Ibossim,-602.5,-1.0,573.1,POLITY,,(Carthage),Carthage - Ibossim,Europe,Southern Europe,240,16,227,2026-08-21,Carthage,,"POLYGON ((1.402722 38.84942, 1.406639 38.83395, 1.405139 38.…"
74,Kapara,-602.5,-409.3,123.3,POLITY,,(Carthage),Carthage - Kapara,Europe,Southern Europe,240,17,226,2026-08-21,Carthage,,"POLYGON ((13.6042 38.024, 13.6079 38.0279, 13.60333 38.03092…"
75,Lixus,-602.5,-405.1,495.4,POLITY,,(Carthage),Carthage - Lixus,Africa,Maghreb,240,17,237,2026-08-21,Carthage,,"POLYGON ((-6.2059 35.0837, -6.1907 35.0727, -6.1742 35.0636,…"
76,Malake,-600.0,-1.0,1068.8,POLITY,,(Carthage),Carthage - Malake,Europe,Southern Europe,240,17,233,2026-08-21,Carthage,,"POLYGON ((-4.455417 36.66692, -4.449611 36.67161, -4.442389 …"
77,Maleth,-602.5,-1.0,248.0,POLITY,,(Carthage),Carthage - Maleth,Europe,Southern Europe,240,16,225,2026-08-21,Carthage,,"POLYGON ((14.52075 35.89542, 14.52425 35.89586, 14.52939 35.…"
78,Motya,-602.5,-409.3,171.4,POLITY,,(Carthage),Carthage - Motya,Europe,Southern Europe,240,16,230,2026-08-21,Carthage,,"MULTIPOLYGON (((12.4575 37.76878, 12.44478 37.78392, 12.4392…"
79,QRTTN,-602.5,-1.0,193.0,POLITY,,(Carthage),Carthage - QRTTN,Africa,Maghreb,240,19,229,2026-08-21,Carthage,,"POLYGON ((1.211 36.51, 1.2118 36.4975, 1.2141 36.4852, 1.218…"
80,Quiza,-520.0,-1.0,226.4,POLITY,,(Carthage),Carthage - Quiza,Africa,Maghreb,240,19,230,2026-08-21,Carthage,,"POLYGON ((0.326 36.0406, 0.324 36.0511, 0.3207 36.0612, 0.31…"
81,Rusadir,-602.5,-1.0,324.3,POLITY,,(Carthage),Carthage - Rusadir,Africa,Maghreb,240,18,225,2026-08-21,Carthage,,"POLYGON ((-3.0876 35.2734, -3.0841 35.2549, -3.0783 35.237, …"
82,Rusucurru,-550.0,-1.0,150.9,POLITY,,(Carthage),Carthage - Rusucurru,Africa,Maghreb,240,19,225,2026-08-21,Carthage,,"POLYGON ((3.8104 36.9003, 3.8128 36.888, 3.8167 36.876, 3.82…"
83,Sardinia,-510.5,-1.0,23981.0,POLITY,,(Carthage),Carthage - Sardinia,Europe,Southern Europe,240,17,224,2026-08-21,Carthage,,"POLYGON ((8.495916 39.07834, 8.500305 39.08756, 8.494416 39.…"
84,Tingi,-602.5,-405.1,418.3,POLITY,,(Carthage),Carthage - Tingi,Africa,Maghreb,240,17,239,2026-08-21,Carthage,,"POLYGON ((-5.941611 35.71414, -5.9316 35.6993, -5.9195 35.68…"
85,Tipasa,-602.5,-405.1,184.0,POLITY,,(Carthage),Carthage - Tipasa,Africa,Maghreb,240,16,237,2026-08-21,Carthage,,"POLYGON ((2.3543 36.6424, 2.3489 36.631, 2.3451 36.6191, 2.3…"
86,YGLG,-580.0,-1.0,156.5,POLITY,,(Carthage),Carthage - YGLG,Africa,Maghreb,240,18,239,2026-08-21,Carthage,,"POLYGON ((5.6693 36.7964, 5.6732 36.7845, 5.6785 36.7731, 5.…"
87,YKSM,-540.0,-1.0,177.6,POLITY,,(Carthage),Carthage - YKSM,Africa,Maghreb,240,19,227,2026-08-21,Carthage,,"POLYGON ((2.9602 36.8057, 2.9564 36.7938, 2.954 36.7814, 2.9…"
88,YMN,-530.0,-1.0,167.4,POLITY,,(Carthage),Carthage - YMN,Africa,Maghreb,240,19,226,2026-08-21,Carthage,,"POLYGON ((4.0233 36.8949, 4.0241 36.8824, 4.0264 36.87, 4.03…"
89,Ziz,-602.5,-409.3,238.1,POLITY,,(Carthage),Carthage - Ziz,Europe,Southern Europe,240,16,234,2026-08-21,Carthage,,"POLYGON ((13.3225 38.2064, 13.3109 38.2018, 13.2999 38.1957,…"
90,Carthaginian Ally,-500.1,-488.5,144.3,POLITY,,,Carthaginian Ally,Europe,Southern Europe,228,160,240,2026-08-21,Carthaginian Ally,,"POLYGON ((12.9729 37.5729, 12.9729 37.5729, 12.9721 37.5855,…"
91,Selinus,-500.1,-416.8,144.3,POLITY,,(Carthaginian Ally),Carthaginian Ally - Selinus,Europe,Southern Europe,228,160,241,2026-08-21,Carthaginian Ally,,"POLYGON ((12.9729 37.5729, 12.9729 37.5729, 12.9721 37.5855,…"
92,Cedi,-610.1,-319.5,60208.9,POLITY,,,Cedi,South Asia,North India,48,240,224,2026-08-21,Cedi,,"POLYGON ((81.3108 24.9554, 81.3284 24.9245, 81.3726 24.9245,…"
93,Celto-Ligurians,-500.1,-1.0,755646.2,TRIBAL_AREA,,,Celto-Ligurians,Europe,Western Europe,192,80,224,2026-08-21,Celto-Ligurians,,"MULTIPOINT ((-7.45 38.3), (-8.2 39.3), (3.05 44.3), (4.55 44…"
94,Celts,-500.1,-397.8,580829.2,TRIBAL_AREA,,,Celts,Europe,Central Europe,184,144,240,2026-08-21,Celts,,"MULTIPOINT ((3.8 45.3), (5.3 45.3), (3.05 46.3), (4.55 46.3)…"
95,Insubres,-600.1,-1.0,0.0,TRIBAL_AREA,,(Celts),Celts - Insubres,Europe,Southern Europe,184,144,242,2026-08-21,Celts,,POINT (9.0792 45.5533)
96,Central African Peoples,-800.1,-1.0,1648345.6,TRIBAL_AREA,,,Central African Peoples,Africa,Central Africa,248,16,80,2026-08-21,Central African Peoples,,"MULTIPOINT ((28.3 -8.7), (27.55 -7.7), (29.05 -7.7), (28.3 -…"
97,Chadian People,-2250.1,-1.0,225056.3,TRIBAL_AREA,,,Chadian People,Africa,Sahel,152,16,160,2026-08-21,Chadian People,,"MULTIPOINT ((6.3 13.3), (7.8 13.3), (9.3 13.3), (5.55 14.3),…"
98,Chaonians,-500.1,-430.8,6359.4,POLITY,,,Chaonians,Europe,Southeastern Europe,244,240,248,2026-08-21,Chaonians,,"POLYGON ((19.41803 40.85725, 19.449 40.8566, 19.4759 40.8504…"
99,Chavin Culture,-900.1,-1.0,96153.2,TRIBAL_AREA,,,Chavin Culture,South America and Caribbean,Andes,228,144,176,2026-08-21,Chavin Culture,,"MULTIPOINT ((-75.65 -14.65), (-75.7 -11.7), (-76.7 -10.2), (…"
100,Chen,-529.5,-479.5,7676.8,POLITY,,,Chen,East Asia,North China,144,112,208,2026-08-21,Chen,,"POLYGON ((115.047 33.9896, 115.0939 33.9687, 115.1565 33.947…"
101,Cheng,-770.1,-408.5,284.3,POLITY,,,Cheng,East Asia,North China,208,208,80,2026-08-21,Cheng,,"POLYGON ((116.9096 35.8687, 116.9304 35.8322, 116.9513 35.78…"
102,Chinchorro Culture,-2400.1,-1.0,87520.8,TRIBAL_AREA,,,Chinchorro Culture,South America and Caribbean,Andes,224,224,96,2026-08-21,Chinchorro Culture,,"MULTIPOINT ((-69.7 -20.7), (-72.7 -16.2), (-70.7 -16.2), (-6…"
103,Chorrera Culture,-1300.1,-1.0,14276.7,TRIBAL_AREA,,,Chorrera Culture,South America and Caribbean,Andes,208,64,80,2026-08-21,Chorrera Culture,,"MULTIPOINT ((-80.37 -2.35), (-80.66 -1.16), (-78.7 -1.2))"
104,Chu,-500.5,-496.5,402271.4,POLITY,,,Chu,East Asia,North China,200,112,240,2026-08-21,Chu,,"POLYGON ((111.3628 27.5711, 111.2646 27.5814, 111.1611 27.57…"
105,Sui,-640.5,-419.5,2306.7,POLITY,,(Chu),Chu - Sui,East Asia,North China,200,112,244,2026-08-21,Chu,,"POLYGON ((113.725 32.3586, 113.7405 32.3586, 113.7509 32.317…"
106,Corinthia,-511.5,-497.5,3031.5,POLITY,,,Corinthia,Europe,Southern Europe,112,80,208,2026-08-21,Corinthia,,"MULTIPOLYGON (((20.62642 38.79659, 20.65047 38.83178, 20.654…"
107,Ambracia,-636.5,-480.9,169.1,POLITY,,(Corinthia),Corinthia - Ambracia,Europe,Southern Europe,112,80,217,2026-08-21,Corinthia,,"POLYGON ((21.0645 39.1643, 21.0627 39.1736, 21.0598 39.1825,…"
108,Anactorium,-590.5,-480.9,163.5,POLITY,,(Corinthia),Corinthia - Anactorium,Europe,Southern Europe,112,80,219,2026-08-21,Corinthia,,"POLYGON ((20.7706 38.8525, 20.7798 38.8439, 20.7899 38.8365,…"
109,Apollonia (Illyria),-588.0,-490.5,281.1,POLITY,,(Corinthia),Corinthia - Apollonia (Illyria),Europe,Southeastern Europe,112,80,223,2026-08-21,Corinthia,,"POLYGON ((19.3753 40.6857, 19.382 40.6751, 19.39 40.6654, 19…"
110,Corcyra,-590.5,-445.5,596.2,POLITY,,(Corinthia),Corinthia - Corcyra,Europe,Southeastern Europe,112,80,211,2026-08-21,Corinthia,,"POLYGON ((20.00328 39.45675, 20.00997 39.43984, 20.01436 39.…"
111,Epidamnos,-590.5,-436.7,101.9,POLITY,,(Corinthia),Corinthia - Epidamnos,Europe,Southeastern Europe,112,80,220,2026-08-21,Corinthia,,"POLYGON ((19.535 41.2681, 19.5404 41.2795, 19.5443 41.2914, …"
112,Korkyra Melaina,-590.5,-338.7,60.8,POLITY,,(Corinthia),Corinthia - Korkyra Melaina,Europe,Southeastern Europe,112,80,221,2026-08-21,Corinthia,,"POLYGON ((17.0426 42.9237, 17.0387 42.9356, 17.0364 42.9479,…"
113,Leucas,-647.5,-480.9,303.8,POLITY,,(Corinthia),Corinthia - Leucas,Europe,Southern Europe,112,80,216,2026-08-21,Corinthia,,"POLYGON ((20.60511 38.78592, 20.60025 38.7785, 20.57722 38.7…"
114,Makyneia,-695.5,-395.4,117.4,POLITY,,(Corinthia),Corinthia - Makyneia,Europe,Southern Europe,112,80,215,2026-08-21,Corinthia,,"POLYGON ((21.77381 38.34231, 21.7658 38.3587, 21.7596 38.379…"
115,Cretan City States,-500.1,-332.4,8381.5,POLITY,,,Cretan City States,Europe,Southern Europe,184,144,192,2026-08-21,Cretan City States,,"MULTIPOLYGON (((24.06047 34.84522, 24.05681 34.85092, 24.044…"
116,Allaria,-500.1,-332.4,155.4,POLITY,,(Cretan City States),Cretan City States - Allaria,Europe,Southern Europe,184,147,195,2026-08-21,Cretan City States,,"MULTIPOLYGON (((24.682 35.279, 24.670701626956276 35.2854713…"
117,Anopolis,-500.1,-332.4,107.6,POLITY,,(Cretan City States),Cretan City States - Anopolis,Europe,Southern Europe,184,146,201,2026-08-21,Cretan City States,,"POLYGON ((24.09425 35.20325, 24.0929 35.218, 24.0898 35.2332…"
118,Apollonia (N),-500.1,-332.4,56.8,POLITY,,(Cretan City States),Cretan City States - Apollonia (N),Europe,Southern Europe,184,146,194,2026-08-21,Cretan City States,,"POLYGON ((25.00406 35.42172, 25.00742 35.42309, 25.00925 35.…"
119,Apollonia (S),-500.1,-332.4,75.5,POLITY,,(Cretan City States),Cretan City States - Apollonia (S),Europe,Southern Europe,184,146,200,2026-08-21,Cretan City States,,"POLYGON ((24.20789 35.19889, 24.2071 35.2096, 24.2091 35.225…"
