GroupID,GroupSize,Tile,EntryIndex,LastNameSegment,StackDepth,Role,Overlays,OverlaidBy,AreaKm2,GroupWindowFrom,GroupWindowTo,DistinctWindows,MaxIntersectionRatio,ConfirmedByLog,AllOwnersEver
202,3,125/120,114,Lai,1,BASE,,Qi (12% of THIS entity covered) [-654.5..-567.5],1876.7,-654.5,-523.5,2,0.896,,Lai; Qi; Tian Qi; Yan
202,3,125/120,115,Ju,1,BASE,,Qi (77% of THIS entity covered) [-654.5..-523.5],944.9,-654.5,-523.5,2,0.896,,Ju; Qi; Tian Qi; Yan
203,3,125/355,28,Carthage,1,BASE,,Masaesyli (2% of THIS entity covered) [-350.0..-1.0],213.9,-350.0,-1.0,4,1.0,,Carthage
203,3,125/355,29,Carthage,1,BASE,,Masaesyli (2% of THIS entity covered) [-350.0..-1.0],220.6,-350.0,-1.0,4,1.0,,Carthage; Phoenicians
203,3,125/355,38,Masaesyli,2,OVERLAY,Carthage (2% of its own area) [-350.0..-1.0]; Carthage (2% of its own area) [-350.0..-1.0],,11616.0,-350.0,-1.0,4,1.0,,Carthaginian Ally; Masaesyli
204,3,130/012,187,Poseidonia,,AMBIGUOUS (cyclic evidence),,,211.6,-393.5,-280.4,4,1.0,,Achaea; Epirote Ally; Italiote League
204,3,130/012,203,Elea,,AMBIGUOUS (cyclic evidence),,,179.8,-393.5,-280.4,4,1.0,,Epirote Ally; Ionians; Italiote League
204,3,130/012,347,Lucanians,,AMBIGUOUS (cyclic evidence),,,11728.8,-393.5,-280.4,4,1.0,,Epirote Ally; Lucani; Lucanians; Roman Ally
205,3,130/012,203,Elea,1,BASE,,Lucanians (2% of THIS entity covered) [-267.5..-1.0],179.8,-267.5,-1.0,1,1.0,,Epirote Ally; Ionians; Italiote League
205,3,130/012,347,Lucanians,2,OVERLAY,Paestum (4% of its own area) [-267.5..-1.0]; Elea (2% of its own area) [-267.5..-1.0],,11728.8,-267.5,-1.0,1,1.0,,Epirote Ally; Lucani; Lucanians; Roman Ally
205,3,130/012,811,Paestum,1,BASE,,Lucanians (4% of THIS entity covered) [-267.5..-1.0],421.4,-267.5,-1.0,1,1.0,,Roman Latin Colony
206,3,130/012,160,Caisra,,AMBIGUOUS (cyclic evidence),,,1159.5,-389.3,-353.5,3,1.0,,Etruria; Roman Ally
206,3,130/012,438,Nepete; Roman Republic,,AMBIGUOUS (cyclic evidence),,,46.5,-389.3,-353.5,3,1.0,,Roman Latin Colony; Roman Republic
206,3,130/012,439,Roman Republic; Sutrium,,AMBIGUOUS (cyclic evidence),,,56.6,-389.3,-353.5,3,1.0,,Roman Latin Colony; Roman Republic
207,3,130/012,161,Veii,1,BASE,,Revolt (16% of THIS entity covered) [-509.6..-509.5],982.1,-509.6,-509.5,1,0.79,,Etruria
207,3,130/012,219,Latin League,1,BASE,,Revolt (79% of THIS entity covered) [-509.6..-509.5],2251.5,-509.6,-509.5,1,0.79,,Kingdom of Rome
207,3,130/012,225,Revolt,2,OVERLAY,Latin League (79% of its own area) [-509.6..-509.5]; Veii (16% of its own area) [-509.6..-509.5],,747.3,-509.6,-509.5,1,0.79,,Revolt; Roman Republic
208,3,130/012,263,Volsci,2,OVERLAY,Pontine district (5% of its own area) [-341.2..-338.5]; Anxur (4% of its own area) [-341.2..-338.5],,4351.4,-341.2,-338.5,1,1.0,,Anti Roman Alliance; Volsci
208,3,130/012,400,Anxur,1,BASE,,Volsci (4% of THIS entity covered) [-341.2..-338.5],155.5,-341.2,-338.5,1,1.0,,Etruria; Kingdom of Rome; Roman Republic; Volsci
208,3,130/012,432,Pontine district,1,BASE,,Volsci (5% of THIS entity covered) [-341.2..-338.5],221.0,-341.2,-338.5,1,1.0,,Roman Republic
209,3,130/012,308,Kyme,1,BASE,,Campania (21% of THIS entity covered) [-438.5..-421.5],340.5,-438.5,-421.5,2,1.0,,Kyme
209,3,130/012,371,Campania,2,OVERLAY,Kyme (21% of its own area) [-438.5..-421.5],Samnite Confederation (100% of THIS entity covered) [-423.5..-421.5],1645.3,-438.5,-421.5,2,1.0,,Anti Roman Alliance; Campania; Roman Ally; Roman Republic; Samnite Confederation
209,3,130/012,522,Samnite Confederation,3,OVERLAY,Campania (100% of its own area) [-423.5..-421.5],,238.8,-438.5,-421.5,2,1.0,,Samnite Confederation
210,3,130/012,371,Campania,1,BASE,,Nuvlana (100% of THIS entity covered) [-327.4..-313.4]; Neapolis (100% of THIS entity covered) [-340.2..-1.0],1645.3,-340.2,-1.0,4,1.0,,Anti Roman Alliance; Campania; Roman Ally; Roman Republic; Samnite Confederation
210,3,130/012,386,Neapolis,2,OVERLAY,Campania (100% of its own area) [-340.2..-1.0],,185.2,-340.2,-1.0,4,1.0,,Campania; Italiote League; Roman Ally; Samnite Confederation
210,3,130/012,579,Nuvlana,2,OVERLAY,Campania (100% of its own area) [-327.4..-313.4],,73.3,-340.2,-1.0,4,1.0,,Samnite Confederation
211,3,130/012,148,Garrison,2,OVERLAY,Tarentum (100% of its own area) [-272.5..-1.0]; Tarentum (100% of its own area) [-272.5..-1.0],,200.7,-272.5,-1.0,1,1.0,,Kingdom of Sparta; Mercenaries under Cleonymus; Roman Republic; Taras
211,3,130/012,464,Tarentum,1,BASE,,Garrison (100% of THIS entity covered) [-272.5..-1.0],1595.9,-272.5,-1.0,1,1.0,,Agathoclid Ally; Epirote Ally; Italiote League; Roman Ally
211,3,130/012,798,Tarentum,1,BASE,,Garrison (100% of THIS entity covered) [-272.5..-1.0],1225.6,-272.5,-1.0,1,1.0,,Epirote Ally; Roman Ally
212,3,130/012,526,Paeligni,2,OVERLAY,Roman Republic (0% of its own area) [-304.5..-1.0],,1921.0,-304.5,-1.0,1,0.913,,Paeligni; Roman Ally
212,3,130/012,617,Roman Republic,1,BASE,,Frentani (2% of THIS entity covered) [-304.5..-1.0]; Paeligni (0% of THIS entity covered) [-304.5..-1.0],71.9,-304.5,-1.0,1,0.913,,Roman Republic
212,3,130/012,651,Frentani,2,OVERLAY,Roman Republic (2% of its own area) [-304.5..-1.0],,3566.1,-304.5,-1.0,1,0.913,,Roman Ally
213,3,130/012,599,Saticula,1,BASE,,Samnium (2% of THIS entity covered) [-267.5..-1.0],85.5,-267.5,-1.0,1,1.0,,Roman Latin Colony; Roman Republic
213,3,130/012,810,Beneventum,1,BASE,,Samnium (13% of THIS entity covered) [-267.5..-1.0],594.3,-267.5,-1.0,1,1.0,,Roman Latin Colony
213,3,130/012,815,Samnium,2,OVERLAY,Beneventum (13% of its own area) [-267.5..-1.0]; Saticula (2% of its own area) [-267.5..-1.0],,4419.2,-267.5,-1.0,1,1.0,,Roman Ally
214,3,130/018,75,Poteidaia,3,OVERLAY,Chalcidian League (100% of its own area) [-382.2..-379.5],,69.5,-386.5,-379.5,2,1.0,,Corinthia; Kingdom of Macedon; Peloponnesian League; Revolt; Second Athenian League
214,3,130/018,101,Chalcidian League,2,OVERLAY,Ionians (9% of its own area) [-386.5..-379.5],Poteidaia (100% of THIS entity covered) [-382.2..-379.5],2841.7,-386.5,-379.5,2,1.0,,Anti Spartan Alliance; Chalcidian League; Delian League; League of Argos; Peloponnesian League; Revolt; Second Athenian League
214,3,130/018,153,Ionians,1,BASE,,Chalcidian League (9% of THIS entity covered) [-386.5..-379.5],243.6,-386.5,-379.5,2,1.0,,Anti Spartan Alliance; Antigonid Kingdom; Delian League; Domain of Cassander; Ionians; Kingdom of Epirus; Kingdom of Lysimakhos; Kingdom of Macedon; Kingdom of Macedonia; Macedon; Peloponnesian League; Revolt of Antipater; Second Athenian League
215,3,130/018,60,Methone,2,OVERLAY,Kingdom of Macedon; Upper Macedon (100% of its own area) [-364.5..-356.9],,237.6,-364.5,-356.9,4,1.0,,Ionians; Second Athenian League
215,3,130/018,115,Kingdom of Macedon; Upper Macedon,1,BASE,,Methone (100% of THIS entity covered) [-364.5..-356.9]; Kingdom of Illyria (100% of THIS entity covered) [-359.8..-358.6],5506.2,-364.5,-356.9,4,1.0,,Antigonid Kingdom; Domain of Cassander; Illyrian Tributary; Kingdom of Epirus; Kingdom of Illyria; Kingdom of Lysimakhos; Kingdom of Macedon; Kingdom of Macedonia; Macedon; Revolt of Antipater; Theban Ally
215,3,130/018,198,Kingdom of Illyria,2,OVERLAY,Kingdom of Macedon; Upper Macedon (100% of its own area) [-359.8..-358.6],,1532.4,-364.5,-356.9,4,1.0,,Kingdom of Illyria; Revolt
216,3,130/018,74,Epidamnos,,AMBIGUOUS (cyclic evidence),,,101.9,-355.5,-314.4,6,1.0,,Corcyra; Corinthia; Domain of Cassander; Epirote Ally; Illyrian Kingdom; Kingdom of Epirus; Kingdom of Illyria; Taulanti
216,3,130/018,89,Apollonia,,AMBIGUOUS (cyclic evidence),,,488.8,-355.5,-314.4,6,1.0,,Apollonia; Domain of Cassander; Epirote Ally; Illyrian Kingdom; Kingdom of Epirus; Kingdom of Illyria; Taulanti
216,3,130/018,158,Taulanti,,AMBIGUOUS (cyclic evidence),,,8208.1,-355.5,-314.4,6,1.0,,Macedonian Ally; Taulanti
217,3,130/018,75,Poteidaia,1,BASE,,Chalcidian League (3% of THIS entity covered) [-357.1..-356.8],69.5,-357.1,-356.8,1,1.0,,Corinthia; Kingdom of Macedon; Peloponnesian League; Revolt; Second Athenian League
217,3,130/018,146,Torone,1,BASE,,Chalcidian League (4% of THIS entity covered) [-357.1..-356.8],91.7,-357.1,-356.8,1,1.0,,Delian League; Ionians; Second Athenian League
217,3,130/018,212,Chalcidian League,2,OVERLAY,Torone (4% of its own area) [-357.1..-356.8]; Poteidaia (3% of its own area) [-357.1..-356.8],,2363.3,-357.1,-356.8,1,1.0,,Chalcidian League
218,3,130/018,75,Poteidaia,,AMBIGUOUS (cyclic evidence),,,69.5,-356.8,-353.2,3,1.0,,Corinthia; Kingdom of Macedon; Peloponnesian League; Revolt; Second Athenian League
218,3,130/018,146,Torone,,AMBIGUOUS (cyclic evidence),,,91.7,-356.8,-353.2,3,1.0,,Delian League; Ionians; Second Athenian League
218,3,130/018,215,Chalcidian League,,AMBIGUOUS (cyclic evidence),,,2447.1,-356.8,-353.2,3,1.0,,Antigonid Kingdom; Chalcidian League; Domain of Cassander; Kingdom of Epirus; Kingdom of Lysimakhos; Kingdom of Macedon; Kingdom of Macedonia; Macedon; Revolt of Antipater; Second Athenian League
219,3,130/018,83,Kingdom of Macedon,2,OVERLAY,Macedonia (71% of its own area) [-317.0..-316.7]; Macedonia (29% of its own area) [-317.0..-316.7],,172.0,-317.0,-316.7,1,0.712,,Delian League; Ionians; Kingdom of Macedon
219,3,130/018,153,Macedonia,1,BASE,,Kingdom of Macedon (71% of THIS entity covered) [-317.0..-316.7],243.6,-317.0,-316.7,1,0.712,,Anti Spartan Alliance; Antigonid Kingdom; Delian League; Domain of Cassander; Ionians; Kingdom of Epirus; Kingdom of Lysimakhos; Kingdom of Macedon; Kingdom of Macedonia; Macedon; Peloponnesian League; Revolt of Antipater; Second Athenian League
219,3,130/018,216,Macedonia,1,BASE,,Kingdom of Macedon (29% of THIS entity covered) [-317.0..-316.7],5338.0,-317.0,-316.7,1,0.712,,Antigonid Kingdom; Domain of Cassander; Kingdom of Epirus; Kingdom of Lysimakhos; Kingdom of Macedon; Kingdom of Macedonia; Macedon; Revolt of Antipater
220,3,130/024,70,Lydia,2,OVERLAY,Pityusa (5% of its own area) [-654.5..-547.1]; Parium (4% of its own area) [-667.5..-547.1],,3619.2,-667.5,-547.1,2,1.0,,Arzawa; Lydia; New Hittite Kingdom; Wilusa
220,3,130/024,81,Parium,1,BASE,,Lydia (4% of THIS entity covered) [-667.5..-547.1],161.1,-667.5,-547.1,2,1.0,,Ionians
220,3,130/024,99,Pityusa,1,BASE,,Lydia (5% of THIS entity covered) [-654.5..-547.1],175.5,-667.5,-547.1,2,1.0,,Ionians; Peloponnesian League
221,3,130/024,71,Hellespontine Phrygia,2,OVERLAY,Cyzicus (4% of its own area) [-323.4..-281.6],,9376.5,-323.4,-281.6,6,1.0,,Antigonid Kingdom; Antipatrid Ally; Domain of Antigonus; Kingdom of Lysimakhos; Kingdom of Macedon; Lydia; Masa; New Hittite Kingdom; Persian Empire; Phrygian Kingdom; Revolt of Ariobarzanes; Revolt of Artabazus; Seleucid Kingdom
221,3,130/024,124,Hellespontine Phrygia,2,OVERLAY,Cyzicus (6% of its own area) [-323.4..-281.6],,6983.8,-323.4,-281.6,6,1.0,,Antigonid Kingdom; Antipatrid Ally; Domain of Antigonus; Kingdom of Lysimakhos; Kingdom of Macedon; Mysians; Persian Empire; Revolt of Ariobarzanes; Revolt of Artabazus; Seleucid Kingdom
221,3,130/024,142,Cyzicus,1,BASE,,Hellespontine Phrygia (6% of THIS entity covered) [-323.4..-281.6]; Hellespontine Phrygia (4% of THIS entity covered) [-323.4..-281.6],403.3,-323.4,-281.6,6,1.0,,Cyzicus; Ionian League; Kingdom of Macedon; Seleucid Ally
222,3,130/024,132,Thrace,1,BASE,,Greek Alliance (100% of THIS entity covered) [-478.4..-478.3],102859.0,-478.4,-478.3,1,1.0,,Persian Empire
222,3,130/024,152,Thrace,1,BASE,,Greek Alliance (100% of THIS entity covered) [-478.4..-478.3],48284.5,-478.4,-478.3,1,1.0,,Persian Empire
222,3,130/024,158,Greek Alliance,2,OVERLAY,Thrace (100% of its own area) [-478.4..-478.3]; Thrace (100% of its own area) [-478.4..-478.3],,4573.2,-478.4,-478.3,1,1.0,,Anti Spartan Alliance; Byzantium; Delian League; Greek Alliance; Ionians; Peloponnesian League; Revolt; Second Athenian League
223,3,130/024,101,Abdera,2,OVERLAY,Thrace (100% of its own area) [-477.5..-475.8]; Thrace (100% of its own area) [-477.5..-475.8],,124.0,-477.5,-475.8,1,1.0,,Delian League; Ionians; Peloponnesian League; Thracians
223,3,130/024,132,Thrace,1,BASE,,Abdera (100% of THIS entity covered) [-477.5..-475.8],102859.0,-477.5,-475.8,1,1.0,,Persian Empire
223,3,130/024,152,Thrace,1,BASE,,Abdera (100% of THIS entity covered) [-477.5..-475.8],48284.5,-477.5,-475.8,1,1.0,,Persian Empire
224,3,130/024,84,Selymbria,2,OVERLAY,Delian League (100% of its own area) [-411.3..-408.3],,154.6,-411.3,-408.3,2,1.0,,Megaris; Peloponnesian League
224,3,130/024,117,Perinthus,2,OVERLAY,Delian League (100% of its own area) [-411.3..-410.6],,105.9,-411.3,-408.3,2,1.0,,Byzantium; Ionians; Peloponnesian League
224,3,130/024,158,Delian League,1,BASE,,Selymbria (100% of THIS entity covered) [-411.3..-408.3]; Perinthus (100% of THIS entity covered) [-411.3..-410.6],4573.2,-411.3,-408.3,2,1.0,,Anti Spartan Alliance; Byzantium; Delian League; Greek Alliance; Ionians; Peloponnesian League; Revolt; Second Athenian League
225,3,130/024,92,Istros,1,BASE,,Getae (2% of THIS entity covered) [-336.2..-313.5],268.7,-336.2,-313.5,3,1.0,,Ionians; Istros
225,3,130/024,163,Getae,2,OVERLAY,Istros (2% of its own area) [-336.2..-313.5]; Callatis (1% of its own area) [-336.2..-313.5],,11900.2,-336.2,-313.5,3,1.0,,Domain of Lysimakhos; Getae; Kingdom of Lysimakhos; Macedonian Ally; Odrysian Kingdom
225,3,130/024,337,Callatis,1,BASE,,Getae (1% of THIS entity covered) [-336.2..-313.5],166.0,-336.2,-313.5,3,1.0,,Callatis; Ionians
226,3,130/024,117,Perinthus,1,BASE,,Kingdom of Macedon; Revolt of Lysimachus; Thrace (3% of THIS entity covered) [-346.5..-281.6],105.9,-346.5,-281.6,7,1.0,,Byzantium; Ionians; Peloponnesian League
226,3,130/024,279,Kingdom of Macedon; Revolt of Lysimachus; Thrace,2,OVERLAY,Byzantium (35% of its own area) [-340.8..-281.6]; Perinthus (3% of its own area) [-346.5..-281.6],,3186.8,-346.5,-281.6,7,1.0,,Domain of Lysimakhos; Kingdom of Lysimakhos; Kingdom of Macedon; Macedon; Odrysian Kingdom; Revolt of Lysimachus; Thrace
226,3,130/024,295,Byzantium,1,BASE,,Kingdom of Macedon; Revolt of Lysimachus; Thrace (35% of THIS entity covered) [-340.8..-281.6],1118.8,-346.5,-281.6,7,1.0,,Byzantium; Northern League
227,3,130/024,279,Thrace,2,OVERLAY,Kingdom of Tylis (24% of its own area) [-277.1..-1.0],Byzantium (100% of THIS entity covered) [-277.1..-1.0],3186.8,-277.1,-1.0,3,1.0,,Domain of Lysimakhos; Kingdom of Lysimakhos; Kingdom of Macedon; Macedon; Odrysian Kingdom; Revolt of Lysimachus; Thrace
227,3,130/024,295,Byzantium,3,OVERLAY,Thrace (100% of its own area) [-277.1..-1.0],,1118.8,-277.1,-1.0,3,1.0,,Byzantium; Northern League
227,3,130/024,379,Kingdom of Tylis,1,BASE,,Thrace (24% of THIS entity covered) [-277.1..-1.0],61358.3,-277.1,-1.0,3,1.0,,Kingdom of Tylis
228,3,130/024,79,Succession struggle,2,OVERLAY,Bithynia (54% of its own area) [-255.5..-254.5]; Bithynia (36% of its own area) [-255.5..-254.5],,257.5,-255.5,-254.5,1,0.54,,Delian League; Ionian League; Megaris; Succession struggle
228,3,130/024,327,Bithynia,1,BASE,,Succession struggle (54% of THIS entity covered) [-255.5..-254.5],2939.4,-255.5,-254.5,1,0.54,,Antigonid Ally; Bithynia; Northern League; Seleucid Ally
228,3,130/024,385,Bithynia,1,BASE,,Succession struggle (36% of THIS entity covered) [-255.5..-254.5],5361.5,-255.5,-254.5,1,0.54,,Bithynia
229,3,130/030,82,Hellespontine Phrygia,,AMBIGUOUS (cyclic evidence),,,52174.7,-323.4,-301.4,7,1.0,,Antigonid Kingdom; Antipatrid Ally; Domain of Antigonus; Kingdom of Lysimakhos; Kingdom of Macedon; Persian Empire; Revolt; Revolt of Datames
229,3,130/030,97,Paphlagonia,,AMBIGUOUS (cyclic evidence),,,36931.8,-323.4,-301.4,7,1.0,,Antigonid Kingdom; Domain of Antigonus; Paphlagonia; Revolt of Eumenes
229,3,130/030,102,Sinope,,AMBIGUOUS (cyclic evidence),,,4813.4,-323.4,-301.4,7,1.0,,Sinope
230,3,130/036,23,Hatti,1,BASE,,Kaskas (100% of THIS entity covered) [-1346.5..-1309.6]; Kaskas (20% of THIS entity covered) [-1346.6..-1309.5],10541.0,-1346.6,-1309.5,4,1.0,,Kingdom of Zalpa; New Hittite Kingdom; Old Hittite Kingdom
230,3,130/036,32,Kaskas,2,OVERLAY,Hatti (20% of its own area) [-1346.6..-1309.5],,3858.7,-1346.6,-1309.5,4,1.0,,Kaskas
230,3,130/036,33,Kaskas,2,OVERLAY,Hatti (100% of its own area) [-1346.5..-1309.6],,999.0,-1346.6,-1309.5,4,1.0,,Kaskas
231,3,130/042,4,Armenia,2,OVERLAY,Azerbaijan (0% of its own area) [1990.0..9999.0]; Azerbaijan (0% of its own area) [1990.0..9999.0],,21212.3,1990.0,9999.0,1,1.0,,Armenia
231,3,130/042,6,Azerbaijan,1,BASE,,Armenia (0% of THIS entity covered) [1990.0..9999.0],22.6,1990.0,9999.0,1,1.0,,Azerbaijan
231,3,130/042,7,Azerbaijan,1,BASE,,Armenia (0% of THIS entity covered) [1990.0..9999.0],13.5,1990.0,9999.0,1,1.0,,Azerbaijan
232,3,130/114,26,Shang Dynasty; Zhou Dynasty,2,OVERLAY,Ji (84% of its own area) [-1044.5..-1043.5]; Yan (16% of its own area) [-1044.5..-1043.5],,8398.1,-1044.5,-1043.5,1,1.0,,Shang Dynasty; Zhou Dynasty
232,3,130/114,27,Yan,1,BASE,,Shang Dynasty; Zhou Dynasty (16% of THIS entity covered) [-1044.5..-1043.5],1325.5,-1044.5,-1043.5,1,1.0,,Yan; Zhou Dynasty
232,3,130/114,28,Ji,1,BASE,,Shang Dynasty; Zhou Dynasty (84% of THIS entity covered) [-1044.5..-1043.5],7072.6,-1044.5,-1043.5,1,1.0,,Ji(5); Zhou Dynasty
233,3,135/030,38,Borysthenes/Olbia,1,BASE,,Scythia (0% of THIS entity covered) [-575.1..-360.5],108.4,-575.1,-360.5,4,1.0,,Ionians
233,3,135/030,40,Scythia,2,OVERLAY,Borysthenes/Olbia (0% of its own area) [-575.1..-360.5],Bosporan Kingdom; Theodosia (100% of THIS entity covered) [-546.5..-360.5],194112.2,-575.1,-360.5,4,1.0,,Scythia
233,3,135/030,45,Bosporan Kingdom; Theodosia,3,OVERLAY,Scythia (100% of its own area) [-546.5..-360.5],,159.7,-575.1,-360.5,4,1.0,,Bosporan Kingdom; Ionians
234,3,135/036,32,Scythia,2,OVERLAY,Hermonassa (0% of its own area) [-587.5..-531.5],Phanagoria (100% of THIS entity covered) [-544.5..-531.5],99229.5,-587.5,-531.5,2,1.0,,Scythia
234,3,135/036,36,Phanagoria,3,OVERLAY,Scythia (100% of its own area) [-544.5..-531.5],,211.6,-587.5,-531.5,2,1.0,,Ionians; Revolt
234,3,135/036,46,Hermonassa,1,BASE,,Scythia (0% of THIS entity covered) [-587.5..-531.5],151.9,-587.5,-531.5,2,1.0,,Aeolians
235,3,135/036,33,Pantikapaion,2,OVERLAY,Scythia (100% of its own area) [-575.1..-480.5],,235.9,-575.1,-480.5,2,1.0,,Bosporan Kingdom; Ionians
235,3,135/036,38,Scythia,1,BASE,,Nymphaion (100% of THIS entity covered) [-570.5..-480.5]; Pantikapaion (100% of THIS entity covered) [-575.1..-480.5],1650.8,-575.1,-480.5,2,1.0,,Scythia
235,3,135/036,45,Nymphaion,2,OVERLAY,Scythia (100% of its own area) [-570.5..-480.5],,118.1,-575.1,-480.5,2,1.0,,Bosporan Kingdom; Ionians
236,3,135/036,36,Phanagoria,1,BASE,,Scythia (0% of THIS entity covered) [-531.5..-505.5],211.6,-531.5,-505.5,1,1.0,,Ionians; Revolt
236,3,135/036,46,Hermonassa,1,BASE,,Scythia (0% of THIS entity covered) [-531.5..-505.5],151.9,-531.5,-505.5,1,1.0,,Aeolians
236,3,135/036,50,Scythia,2,OVERLAY,Phanagoria (0% of its own area) [-531.5..-505.5]; Hermonassa (0% of its own area) [-531.5..-505.5],,73323.1,-531.5,-505.5,1,1.0,,Scythia
237,3,135/036,36,Revolt,3,OVERLAY,Kingdom of Sindica (100% of its own area) [-438.6..-438.4]; Bosporan Kingdom (100% of its own area) [-438.6..-438.4],,211.6,-480.1,-380.5,2,1.0,,Ionians; Revolt
237,3,135/036,48,Bosporan Kingdom,1,BASE,,Revolt (100% of THIS entity covered) [-438.6..-438.4]; Kingdom of Sindica (6% of THIS entity covered) [-480.1..-380.5],781.9,-480.1,-380.5,2,1.0,,Bosporan Kingdom
237,3,135/036,54,Kingdom of Sindica,2,OVERLAY,Bosporan Kingdom (6% of its own area) [-480.1..-380.5],Revolt (100% of THIS entity covered) [-438.6..-438.4],13505.8,-480.1,-380.5,2,1.0,,Kingdom of Sindica; Scythia
238,3,135/036,36,Phanagoria,1,BASE,,Scythia (2% of THIS entity covered) [-505.5..-480.5],211.6,-505.5,-480.5,1,1.0,,Ionians; Revolt
238,3,135/036,46,Hermonassa,1,BASE,,Scythia (1% of THIS entity covered) [-505.5..-480.5],151.9,-505.5,-480.5,1,1.0,,Aeolians
238,3,135/036,54,Scythia,2,OVERLAY,Phanagoria (2% of its own area) [-505.5..-480.5]; Hermonassa (1% of its own area) [-505.5..-480.5],,13505.8,-505.5,-480.5,1,1.0,,Kingdom of Sindica; Scythia
239,3,135/036,36,Prytanis,2,OVERLAY,Bosporan Kingdom (100% of its own area) [-310.1..-310.0]; Bosporan Kingdom (100% of its own area) [-310.1..-310.0],,211.6,-310.1,-310.0,1,1.0,,Ionians; Revolt
239,3,135/036,48,Bosporan Kingdom,1,BASE,,Prytanis (100% of THIS entity covered) [-310.1..-310.0],781.9,-310.1,-310.0,1,1.0,,Bosporan Kingdom
239,3,135/036,59,Bosporan Kingdom,1,BASE,,Prytanis (100% of THIS entity covered) [-310.1..-310.0],2639.3,-310.1,-310.0,1,1.0,,Bosporan Kingdom
240,2,105/085,1,Kalinga,,AMBIGUOUS (cyclic evidence),,,4780.3,-610.1,-262.5,3,1.0,,India; Kalinga; Maurya Empire; Nanda Empire; UNKNOWN
240,2,105/085,3,Maurya Empire; Nanda Empire; Utkala,,AMBIGUOUS (cyclic evidence),,,10.0,-610.1,-262.5,3,1.0,,Maurya Empire; Nanda Empire; Utkala
241,2,110/010,1,Chad,2,OVERLAY,Niger (100% of its own area) [1990.0..9999.0],,0.1,1990.0,9999.0,1,1.0,,Chad
241,2,110/010,2,Niger,1,BASE,,Chad (100% of THIS entity covered) [1990.0..9999.0],175054.4,1990.0,9999.0,1,1.0,,Niger
242,2,110/030,18,Nubia,1,BASE,,Nubia (100% of THIS entity covered) [-1963.6..-1955.7],10529.0,-1963.6,-1955.7,1,1.0,,Egypt: Areas of Unrest; Egypt: Middle Kingdom; Egypt: New Kingdom; Egypt: Old Kdm; Nubians
242,2,110/030,26,Nubia,2,OVERLAY,Nubia (100% of its own area) [-1963.6..-1955.7],,2958.2,-1963.6,-1955.7,1,1.0,,Nubians
243,2,110/030,18,Nubia,2,OVERLAY,Nubia (100% of its own area) [-1563.5..-1562.0],,10529.0,-1563.5,-1562.0,1,1.0,,Egypt: Areas of Unrest; Egypt: Middle Kingdom; Egypt: New Kingdom; Egypt: Old Kdm; Nubians
243,2,110/030,39,Nubia,1,BASE,,Nubia (100% of THIS entity covered) [-1563.5..-1562.0],91397.6,-1563.5,-1562.0,1,1.0,,Egypt: Middle Kingdom; Egypt: New Kingdom; Kingdom of Kush; Nubians
244,2,110/035,117,Kingdom of Kush,1,BASE,,Aithiopia (100% of THIS entity covered) [-523.5..-400.5],14825.4,-523.5,-400.5,1,1.0,,Kingdom of Kush
244,2,110/035,120,Aithiopia,2,OVERLAY,Kingdom of Kush (100% of its own area) [-523.5..-400.5],,13811.9,-523.5,-400.5,1,1.0,,Kingdom of Kush; Persian Empire
245,2,110/080,42,Magadha,1,BASE,,Kasheyas (100% of THIS entity covered) [-364.5..-363.5],9442.1,-364.5,-363.5,1,1.0,,Kasi; Kosala; Magadha; Maurya Empire; Nanda Empire
245,2,110/080,51,Kasheyas,2,OVERLAY,Magadha (100% of its own area) [-364.5..-363.5],,9229.5,-364.5,-363.5,1,1.0,,Kasheyas
246,2,110/080,46,Pulinda,1,BASE,,Nanda Empire (8% of THIS entity covered) [-348.5..-321.5],3677.1,-348.5,-321.5,1,0.083,,Maurya Empire; Pulinda
246,2,110/080,52,Nanda Empire,2,OVERLAY,Pulinda (8% of its own area) [-348.5..-321.5],,241.7,-348.5,-321.5,1,0.083,,Nanda Empire
247,2,115/025,14,Egypt: Thirtieth Dynasty; Upper Egypt,1,BASE,,Egypt; Egypt: Twenty Eighth Dynasty (100% of THIS entity covered) [-402.5..-342.5],71415.9,-402.5,-342.5,2,1.0,,Domain of Ptolemy; Egypt: Hyksos; Egypt: Middle Kingdom; Egypt: New Kingdom; Egypt: Thebans; Egypt: Thirtieth Dynasty; Egypt: Twenty Eighth Dynasty; Egypt: Twenty Ninth Dynasty; Egypt: Twenty Sixth Dynasty; Kingdom of Kush; Kingdom of Macedon; Neo Assyrian Empire; Neo Assyrian Tributary; Persian Empire; Ptolemaic Kingdom; Revolt of Ptolemy
247,2,115/025,22,Egypt; Egypt: Twenty Eighth Dynasty,2,OVERLAY,Egypt: Thirtieth Dynasty; Upper Egypt (100% of its own area) [-402.5..-342.5],,4144.6,-402.5,-342.5,2,1.0,,Domain of Ptolemy; Egypt: Thirtieth Dynasty; Egypt: Twenty Eighth Dynasty; Egypt: Twenty Ninth Dynasty; Kingdom of Macedon; Persian Empire; Ptolemaic Kingdom; Revolt of Ptolemy
