GroupID,GroupSize,Tile,EntryIndex,LastNameSegment,StackDepth,Role,Overlays,OverlaidBy,AreaKm2,GroupWindowFrom,GroupWindowTo,DistinctWindows,MaxIntersectionRatio,ConfirmedByLog,AllOwnersEver
38,6,125/010,256,Sicily,2,OVERLAY,Akragas (100% of its own area) [-276.6..-276.5],,214.2,-276.6,-276.5,1,1.0,,Carthage; Kingdom of Epirus
38,6,125/010,266,Akragas,1,BASE,,Sicily (100% of THIS entity covered) [-276.6..-276.5]; Sicily (100% of THIS entity covered) [-276.6..-276.5]; Sicily (69% of THIS entity covered) [-276.6..-276.5]; Sicily (60% of THIS entity covered) [-276.6..-276.5]; Sicily (37% of THIS entity covered) [-276.6..-276.5],4434.1,-276.6,-276.5,1,1.0,,Akragas; Kingdom of Syracuse; Roman Republic; Syracuse
39,6,125/020,268,Thessaly,,AMBIGUOUS (cyclic evidence),,,1506.7,-405.5,-375.3,3,1.0,,Anti Spartan Alliance; Delian League; Magnesia; Persian Vassal; Pherae; Theban Ally; Thessaly
39,6,125/020,269,Thessaly,,AMBIGUOUS (cyclic evidence),,,10130.6,-405.5,-375.3,3,1.0,,Anti Spartan Alliance; Delian League; Persian Vassal; Pherae; Theban Ally; Thessaly
39,6,125/020,582,Pherae,,AMBIGUOUS (cyclic evidence),,,670.9,-405.5,-375.3,3,1.0,,Anti Spartan Alliance; Pherae; Theban Ally; Thessaly
39,6,125/020,583,Pharsalos,,AMBIGUOUS (cyclic evidence),,,588.7,-405.5,-375.3,3,1.0,,Anti Spartan Alliance; Antigonid Kingdom; Domain of Cassander; Hellenic League; Kingdom of Epirus; Kingdom of Lysimakhos; Kingdom of Macedon; Kingdom of Macedonia; Macedon; Macedonian Ally; Pharsalos; Pherae; Theban Ally; Thessaly
39,6,125/020,584,Larissa,,AMBIGUOUS (cyclic evidence),,,505.6,-405.5,-375.3,3,1.0,,Anti Spartan Alliance; Larissa; Thessaly
39,6,125/020,585,Pherae,,AMBIGUOUS (cyclic evidence),,,2068.3,-405.5,-375.3,3,1.0,,Anti Spartan Alliance; Antigonid Kingdom; Domain of Cassander; Hellenic League; Kingdom of Epirus; Kingdom of Lysimakhos; Kingdom of Macedon; Kingdom of Macedonia; Macedon; Macedonian Ally; Pherae; Theban Ally; Thessaly
40,6,125/035,236,Neo-Assyrian Empire,,AMBIGUOUS (cyclic evidence),,,19492.7,-803.4,-608.5,8,1.0,,Bit-Zamani; Hurrian Kingdom; Kingdom of Assyria; Kingdom of Mitanni; Middle Assyrian Empire; Neo Assyrian Tributary; Neo-Assyrian Empire; Neo-Babylonian Empire; New Hittite Kingdom; Phrygians
40,6,125/035,306,Neo-Assyrian Empire,,AMBIGUOUS (cyclic evidence),,,33866.6,-803.4,-608.5,8,1.0,,Aram-Naharim; Bit-Adini; Middle Assyrian Empire; Neo Assyrian Tributary; Neo-Assyrian Empire; Neo-Babylonian Empire
40,6,125/035,308,Neo-Assyrian Empire,,AMBIGUOUS (cyclic evidence),,,2869.9,-803.4,-608.5,8,1.0,,Bit-Bahiani; Kadmuhu; Middle Assyrian Empire; Neo Assyrian Tributary; Neo-Assyrian Empire; Phrygians
40,6,125/035,323,Neo-Assyrian Empire,,AMBIGUOUS (cyclic evidence),,,467.6,-803.4,-608.5,8,1.0,,Bit-Halupe; Neo Assyrian Tributary; Neo-Assyrian Empire
40,6,125/035,377,Guzana province; Guzanu; Neo-Babylonian Empire,,AMBIGUOUS (cyclic evidence),,,5122.1,-803.4,-608.5,8,1.0,,Guzanu; Neo Assyrian Empire; Neo-Babylonian Empire
40,6,125/035,382,Harran province,,AMBIGUOUS (cyclic evidence),,,30135.5,-803.4,-608.5,8,1.0,,Land of Tartanu Shamshi-ilu; Neo Assyrian Empire; Neo-Babylonian Empire
41,6,125/110,233,Duchy of Jin,1,BASE,,Qi (55% of THIS entity covered) [-491.2..-490.5]; Zhonghang clan (23% of THIS entity covered) [-491.2..-490.5],16195.0,-491.2,-490.5,1,0.574,,Duchy of Jin
41,6,125/110,235,Duchy of Jin,1,BASE,,Zhonghang clan (50% of THIS entity covered) [-491.2..-490.5]; Wey (47% of THIS entity covered) [-491.2..-490.5]; Qi (45% of THIS entity covered) [-491.2..-490.5],13620.9,-491.2,-490.5,1,0.574,,Duchy of Jin
41,6,125/110,239,Duchy of Jin,1,BASE,,Wey (53% of THIS entity covered) [-491.2..-490.5],3140.0,-491.2,-490.5,1,0.574,,Duchy of Jin
41,6,125/110,249,Wey,2,OVERLAY,Duchy of Jin (53% of its own area) [-491.2..-490.5]; Duchy of Jin (47% of its own area) [-491.2..-490.5],,3388.4,-491.2,-490.5,1,0.574,,Wey
41,6,125/110,250,Qi,2,OVERLAY,Duchy of Jin (55% of its own area) [-491.2..-490.5]; Duchy of Jin (45% of its own area) [-491.2..-490.5],,4742.4,-491.2,-490.5,1,0.574,,Qi
41,6,125/110,251,Zhonghang clan,2,OVERLAY,Duchy of Jin (50% of its own area) [-491.2..-490.5]; Duchy of Jin (23% of its own area) [-491.2..-490.5],,1494.7,-491.2,-490.5,1,0.574,,Duchy of Jin; Zhonghang clan
42,6,130/012,519,Aequi,3,OVERLAY,Alba Fucens (24% of its own area) [-303.5..-303.4],,1584.6,-303.5,-1.0,5,1.0,,Aequi; Roman Ally
42,6,130/012,600,Sora,2,OVERLAY,Marsi (13% of its own area) [-303.5..-1.0],,103.7,-303.5,-1.0,5,1.0,,Roman Latin Colony; Samnite Confederation
42,6,130/012,653,Roman Ally,1,BASE,,Alba Fucens (18% of THIS entity covered) [-303.5..-1.0]; Aequi (9% of THIS entity covered) [-302.7..-302.5],72.0,-303.5,-1.0,5,1.0,,Roman Ally
42,6,130/012,748,Alba Fucens,2,OVERLAY,Roman Ally (18% of its own area) [-303.5..-1.0]; Marsi (9% of its own area) [-303.5..-1.0],Aequi (47% of THIS entity covered) [-303.4..-290.2]; Aequi (24% of THIS entity covered) [-303.5..-303.4],410.0,-303.5,-1.0,5,1.0,,Roman Latin Colony
42,6,130/012,753,Marsi,1,BASE,,Sora (13% of THIS entity covered) [-303.5..-1.0]; Alba Fucens (9% of THIS entity covered) [-303.5..-1.0],894.7,-303.5,-1.0,5,1.0,,Marsi; Roman Ally
42,6,130/012,756,Aequi,3,OVERLAY,Alba Fucens (47% of its own area) [-303.4..-290.2]; Roman Ally (9% of its own area) [-302.7..-302.5],,785.7,-303.5,-1.0,5,1.0,,Aequi; Roman Ally
43,6,130/012,592,Luceria,1,BASE,,Samnite Confederation; Samnium (4% of THIS entity covered) [-304.5..-267.5],425.5,-304.5,-1.0,7,1.0,,Roman Latin Colony; Roman Republic; Samnite Confederation
43,6,130/012,595,Apulia,1,BASE,,Venusia (21% of THIS entity covered) [-291.5..-1.0],6344.4,-304.5,-1.0,7,1.0,,Roman Ally
43,6,130/012,599,Saticula,1,BASE,,Samnite Confederation; Samnium (1% of THIS entity covered) [-304.5..-267.5],85.5,-304.5,-1.0,7,1.0,,Roman Latin Colony; Roman Republic
43,6,130/012,650,Samnite Confederation; Samnium,3,OVERLAY,Venusia (8% of its own area) [-291.5..-267.5]; Beneventum (5% of its own area) [-268.5..-267.5]; Luceria (4% of its own area) [-304.5..-267.5]; Saticula (1% of its own area) [-304.5..-267.5],,10970.0,-304.5,-1.0,7,1.0,,Epirote Ally; Roman Ally; Samnite Confederation
43,6,130/012,741,Venusia,2,OVERLAY,Apulia (21% of its own area) [-291.5..-1.0],Samnite Confederation; Samnium (8% of THIS entity covered) [-291.5..-267.5],1088.9,-304.5,-1.0,7,1.0,,Roman Latin Colony
43,6,130/012,810,Beneventum,1,BASE,,Samnite Confederation; Samnium (5% of THIS entity covered) [-268.5..-267.5],594.3,-304.5,-1.0,7,1.0,,Roman Latin Colony
44,6,130/018,61,Scione,1,BASE,,Thrace (0% of THIS entity covered) [-512.5..-511.5],15.8,-512.5,-511.5,1,1.0,,Achaeans
44,6,130/018,62,Stageira,1,BASE,,Thrace (2% of THIS entity covered) [-512.5..-511.5],187.4,-512.5,-511.5,1,1.0,,Ionians
44,6,130/018,64,Sane,1,BASE,,Thrace (0% of THIS entity covered) [-512.5..-511.5],32.1,-512.5,-511.5,1,1.0,,Delian League; Ionians
44,6,130/018,75,Poteidaia,1,BASE,,Thrace (1% of THIS entity covered) [-512.5..-511.5],69.5,-512.5,-511.5,1,1.0,,Corinthia; Kingdom of Macedon; Peloponnesian League; Revolt; Second Athenian League
44,6,130/018,85,Thrace,2,OVERLAY,Stageira (2% of its own area) [-512.5..-511.5]; Torone (1% of its own area) [-512.5..-511.5]; Poteidaia (1% of its own area) [-512.5..-511.5]; Sane (0% of its own area) [-512.5..-511.5]; Scione (0% of its own area) [-512.5..-511.5],,8142.4,-512.5,-511.5,1,1.0,,Persian Empire
44,6,130/018,146,Torone,1,BASE,,Thrace (1% of THIS entity covered) [-512.5..-511.5],91.7,-512.5,-511.5,1,1.0,,Delian League; Ionians; Second Athenian League
45,6,130/024,71,Lydia,2,OVERLAY,Cyzicus (2% of its own area) [-552.5..-547.1]; Kios (1% of its own area) [-552.5..-547.1],,9376.5,-552.5,-547.1,1,1.0,,Antigonid Kingdom; Antipatrid Ally; Domain of Antigonus; Kingdom of Lysimakhos; Kingdom of Macedon; Lydia; Masa; New Hittite Kingdom; Persian Empire; Phrygian Kingdom; Revolt of Ariobarzanes; Revolt of Artabazus; Seleucid Kingdom
45,6,130/024,76,Lydia,2,OVERLAY,Astacus (4% of its own area) [-552.5..-547.1]; Kios (2% of its own area) [-552.5..-547.1]; Chalcedon (1% of its own area) [-552.5..-547.1],,6513.0,-552.5,-547.1,1,1.0,,Kingdom of Macedon; Lydia; Persian Empire; Phrygian Kingdom; Revolt of Ariobarzanes; Revolt of Artabazus
45,6,130/024,79,Astacus,1,BASE,,Lydia (4% of THIS entity covered) [-552.5..-547.1],257.5,-552.5,-547.1,1,1.0,,Delian League; Ionian League; Megaris; Succession struggle
45,6,130/024,82,Cyzicus,1,BASE,,Lydia (2% of THIS entity covered) [-552.5..-547.1],220.6,-552.5,-547.1,1,1.0,,Ionians
45,6,130/024,86,Chalcedon,1,BASE,,Lydia (1% of THIS entity covered) [-552.5..-547.1],76.4,-552.5,-547.1,1,1.0,,Anti Spartan Alliance; Ionian League; Megaris; Peloponnesian League
45,6,130/024,113,Kios,1,BASE,,Lydia (2% of THIS entity covered) [-552.5..-547.1]; Lydia (1% of THIS entity covered) [-552.5..-547.1],247.6,-552.5,-547.1,1,1.0,,Ionian League; Ionians; Kios; Northern League
46,5,120/035,192,Israelites,2,OVERLAY,Philistines (7% of its own area) [-1150.5..-1110.5],Moabites (100% of THIS entity covered) [-1150.5..-1130.5]; Aram Damascus; Kingdom of Jabin (63% of THIS entity covered) [-1140.5..-1115.5],9408.8,-1150.5,-1110.5,4,1.0,"Philistines gain area around Jerusalem (overlay); Moab gains part of Israel (overlay); N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Israelites; Kingdom of Israel; Philistines
46,5,120/035,194,Israelites,1,BASE,,Aram Damascus; Kingdom of Jabin (37% of THIS entity covered) [-1140.5..-1115.5],2727.5,-1150.5,-1110.5,4,1.0,"Philistines gain area around Jerusalem (overlay); Moab gains part of Israel (overlay); N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Israelites; Kingdom of Israel; Philistines
46,5,120/035,201,Philistines,1,BASE,,Israelites (7% of THIS entity covered) [-1150.5..-1110.5],634.9,-1150.5,-1110.5,4,1.0,"Philistines gain area around Jerusalem (overlay); Moab gains part of Israel (overlay); N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Philistia; Philistines
46,5,120/035,202,Moabites,3,OVERLAY,Israelites (100% of its own area) [-1150.5..-1130.5],,2749.3,-1150.5,-1110.5,4,1.0,"Philistines gain area around Jerusalem (overlay); Moab gains part of Israel (overlay); N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Bedouins; Moabites; Philistines
46,5,120/035,205,Aram Damascus; Kingdom of Jabin,3,OVERLAY,Israelites (63% of its own area) [-1140.5..-1115.5]; Israelites (37% of its own area) [-1140.5..-1115.5],,4116.0,-1150.5,-1110.5,4,1.0,"Philistines gain area around Jerusalem (overlay); Moab gains part of Israel (overlay); N part of Zobah to Amurru (overlay); W Ammon, W Gilead, SW Zobah & SW Aram-Dam to Israelites (overlay)",Aram Damascus; Canaanites; Israelites; Kingdom of Israel; Philistines
47,5,120/040,204,Middle Assyrian Empire,2,OVERLAY,Laqe (100% of its own area) [-1080.5..-1076.5],,1922.1,-1080.5,-1076.5,1,1.0,,Middle Assyrian Empire
47,5,120/040,215,Middle Assyrian Empire,2,OVERLAY,Hindanu (35% of its own area) [-1080.5..-1076.5]; Laqe (24% of its own area) [-1080.5..-1076.5],,9889.6,-1080.5,-1076.5,1,1.0,,Middle Assyrian Empire
47,5,120/040,231,Hindanu,1,BASE,,Middle Assyrian Empire (35% of THIS entity covered) [-1080.5..-1076.5],12761.9,-1080.5,-1076.5,1,1.0,,Hindanu; Middle Assyrian Empire; Neo Assyrian Tributary; Neo Babylonian Empire; Neo-Assyrian Empire
47,5,120/040,232,Middle Assyrian Empire,2,OVERLAY,Laqe (50% of its own area) [-1080.5..-1076.5],,8216.4,-1080.5,-1076.5,1,1.0,,Hindanu; Middle Assyrian Empire; Neo Assyrian Tributary; Neo Babylonian Empire; Neo-Assyrian Empire
47,5,120/040,243,Laqe,1,BASE,,Middle Assyrian Empire (100% of THIS entity covered) [-1080.5..-1076.5]; Middle Assyrian Empire (50% of THIS entity covered) [-1080.5..-1076.5]; Middle Assyrian Empire (24% of THIS entity covered) [-1080.5..-1076.5],4131.9,-1080.5,-1076.5,1,1.0,,Laqe; Neo Assyrian Tributary; Neo-Assyrian Empire
48,5,120/045,52,Elam,,AMBIGUOUS (cyclic evidence),,,21253.7,-970.1,-539.2,30,0.823,,(Marhashi); Akkadian Tributary; Babylonia; Babylonia (Isin Dynasty); Babylonian Tributary; Elam; Guti Tributary; Kassites; Kingdom of Adab; Kingdom of Awan; Median Vassal; Neo Assyrian Tributary; Shimashki; Ur III Tributary
48,5,120/045,53,Elam,,AMBIGUOUS (cyclic evidence),,,52252.3,-970.1,-539.2,30,0.823,,(Marhashi); Akkadian Tributary; Babylonia; Babylonia (Isin Dynasty); Babylonian Tributary; Elam; Guti Tributary; Kassites; Kingdom of Adab; Kingdom of Awan; Median Vassal; Neo Assyrian Tributary; Shimashki; Ur III Tributary
48,5,120/045,225,Anshan; Persia; Persis,,AMBIGUOUS (cyclic evidence),,,4194.6,-970.1,-539.2,30,0.823,,Anshan; Elam; Median Vassal; Persia; Persian Empire
48,5,120/045,226,Elam,,AMBIGUOUS (cyclic evidence),,,5466.5,-970.1,-539.2,30,0.823,,Babylonia; Babylonia (Isin Dynasty); Elam; Median Vassal; Neo Assyrian Tributary
48,5,120/045,296,Babylonia; Babylonia (Chaldaeans); Babylonian revolt; Chaldaea; Gambulu; Gambulu province; Neo-Babylonian Empire,,AMBIGUOUS (cyclic evidence),,,29614.2,-970.1,-539.2,30,0.823,,Babylonia; Babylonia (Chaldaeans); Babylonia (Isin Dynasty); Babylonian revolt; Chaldaea; Elam; Neo Assyrian Empire; Neo Assyrian Tributary; Neo-Babylonian Empire
49,5,120/110,198,Zheng,1,BASE,,Chu (41% of THIS entity covered) [-398.5..-395.5],860.9,-399.5,-375.5,3,1.0,,Hann; Xu(2); Zheng
49,5,120/110,379,Zheng,2,OVERLAY,Hann (15% of its own area) [-399.5..-375.5],Hann (100% of THIS entity covered) [-385.5..-375.5]; Chu (59% of THIS entity covered) [-398.5..-395.5],10450.8,-399.5,-375.5,3,1.0,,Hann; Zheng
49,5,120/110,382,Hann,1,BASE,,Zheng (15% of THIS entity covered) [-399.5..-375.5],1584.0,-399.5,-375.5,3,1.0,,Hann
49,5,120/110,391,Chu,3,OVERLAY,Zheng (59% of its own area) [-398.5..-395.5]; Zheng (41% of its own area) [-398.5..-395.5],,1576.7,-399.5,-375.5,3,1.0,,Chu
49,5,120/110,397,Hann,3,OVERLAY,Zheng (100% of its own area) [-385.5..-375.5],,557.9,-399.5,-375.5,3,1.0,,Hann
50,5,120/115,122,Tian Qi; Yue,3,OVERLAY,Yue (82% of its own area) [-467.5..-466.5]; Partition of the Three Huan (23% of its own area) [-467.5..-464.5]; Yue (18% of its own area) [-467.5..-466.5]; Ju; Yue (2% of its own area) [-467.5..-466.5],,3317.4,-470.5,-464.5,4,1.0,,Tian Qi; Yue
50,5,120/115,159,Yue,1,BASE,,Tian Qi; Yue (18% of THIS entity covered) [-467.5..-466.5],4611.4,-470.5,-464.5,4,1.0,,Wu; Yue; Zhongwu
50,5,120/115,177,Yue,2,OVERLAY,Partition of the Three Huan (8% of its own area) [-470.5..-464.5]; Ju; Yue (0% of its own area) [-470.5..-469.5],Tian Qi; Yue (82% of THIS entity covered) [-467.5..-466.5],18882.7,-470.5,-464.5,4,1.0,,Huaiyi; Wu; Yue
50,5,120/115,179,Ju; Yue,1,BASE,,Tian Qi; Yue (2% of THIS entity covered) [-467.5..-466.5]; Yue (0% of THIS entity covered) [-470.5..-469.5],51.3,-470.5,-464.5,4,1.0,,Chu; Ju; Tian Qi; Yan; Yue
50,5,120/115,260,Partition of the Three Huan,1,BASE,,Tian Qi; Yue (23% of THIS entity covered) [-467.5..-464.5]; Yue (8% of THIS entity covered) [-470.5..-464.5],2787.7,-470.5,-464.5,4,1.0,,Lu
51,5,125/010,106,Epirote Ally,2,OVERLAY,Carthage (24% of its own area) [-278.1..-277.4]; Mamertines (20% of its own area) [-278.1..-277.4]; Mamertines (10% of its own area) [-278.1..-277.4]; Carthage (3% of its own area) [-278.1..-277.4],,7172.6,-278.1,-277.4,1,1.0,,Carthage; Epirote Ally; Kingdom of Epirus; Sicelia; Sikeloi; Syracuse; Tyranny of Syracuse; UNKNOWN
51,5,125/010,229,Mamertines,1,BASE,,Epirote Ally (10% of THIS entity covered) [-278.1..-277.4],752.2,-278.1,-277.4,1,1.0,,Carthaginian Ally; Kingdom of Epirus; Kingdom of Syracuse; Mamertines; Syracuse; Tyranny of Syracuse; UNKNOWN
51,5,125/010,249,Carthage,1,BASE,,Epirote Ally (24% of THIS entity covered) [-278.1..-277.4],1732.9,-278.1,-277.4,1,1.0,,Carthage; Kingdom of Epirus
51,5,125/010,255,Mamertines,1,BASE,,Epirote Ally (20% of THIS entity covered) [-278.1..-277.4],1452.6,-278.1,-277.4,1,1.0,,Carthaginian Ally; Kingdom of Epirus; Mamertines
51,5,125/010,256,Carthage,1,BASE,,Epirote Ally (3% of THIS entity covered) [-278.1..-277.4],214.2,-278.1,-277.4,1,1.0,,Carthage; Kingdom of Epirus
52,5,125/010,101,Roman Ally,3,OVERLAY,Kingdom of Syracuse (59% of its own area) [-263.5..-263.3]; Kingdom of Syracuse (41% of its own area) [-263.5..-263.3],,416.8,-265.1,-263.3,2,1.0,,Aitna; Catane; Roman Ally
52,5,125/010,109,Kingdom of Syracuse,1,BASE,,Roman Ally (59% of THIS entity covered) [-263.5..-263.3],244.3,-265.1,-263.3,2,1.0,,Carthage; Catane; Delian League; Epirote Ally; Kingdom of Epirus; Kingdom of Syracuse; Roman Ally; Syracuse; Syracuse exiles; Tyranny of Syracuse; UNKNOWN
52,5,125/010,166,Garrison,1,BASE,,Kingdom of Syracuse (1% of THIS entity covered) [-265.1..-263.3],43.4,-265.1,-263.3,2,1.0,,Carthage; Syracuse
52,5,125/010,268,Kingdom of Syracuse,2,OVERLAY,Roman Ally (1% of its own area) [-263.5..-263.3]; Garrison (1% of its own area) [-265.1..-263.3],Roman Ally (41% of THIS entity covered) [-263.5..-263.3],4671.9,-265.1,-263.3,2,1.0,,Kingdom of Syracuse; Mamertines; Roman Republic; Syracuse
52,5,125/010,272,Roman Ally,1,BASE,,Kingdom of Syracuse (1% of THIS entity covered) [-263.5..-263.3],54.5,-265.1,-263.3,2,1.0,,Roman Ally
53,5,125/010,298,Roman Republic,1,BASE,,Carthage (100% of THIS entity covered) [-249.1..-1.0]; Carthage (100% of THIS entity covered) [-254.1..-249.1]; Carthage (100% of THIS entity covered) [-254.1..-250.3]; Carthage (99% of THIS entity covered) [-250.3..-1.0],2587.8,-254.1,-1.0,4,1.0,,Carthage; Roman Republic
53,5,125/010,321,Carthage,2,OVERLAY,Roman Republic (100% of its own area) [-254.1..-250.3],,92.0,-254.1,-1.0,4,1.0,,Carthage
53,5,125/010,322,Carthage,2,OVERLAY,Roman Republic (100% of its own area) [-254.1..-249.1],,139.6,-254.1,-1.0,4,1.0,,Carthage
53,5,125/010,338,Carthage,2,OVERLAY,Roman Republic (99% of its own area) [-250.3..-1.0],,17.6,-254.1,-1.0,4,1.0,,Carthage
53,5,125/010,348,Carthage,2,OVERLAY,Roman Republic (100% of its own area) [-249.1..-1.0],,4.8,-254.1,-1.0,4,1.0,,Carthage
54,5,125/015,2,Lucanians,2,OVERLAY,Revolt (1% of its own area) [-278.9..-275.1],Croton; Revolt (100% of THIS entity covered) [-277.5..-275.7]; Locri (100% of THIS entity covered) [-277.4..-276.1],15271.0,-278.9,-275.1,4,1.0,,Bruttii; Epirote Ally; Italy; Lucanians; Roman Ally; UNKNOWN
54,5,125/015,42,Revolt,1,BASE,,Bruttian League (4% of THIS entity covered) [-278.9..-275.1]; Lucanians (1% of THIS entity covered) [-278.9..-275.1],154.4,-278.9,-275.1,4,1.0,,Delian League; Italiote League; Messenia; Revolt; Rhegion; Roman Republic; Stasis; Syracuse
54,5,125/015,193,Croton; Revolt,3,OVERLAY,Lucanians (100% of its own area) [-277.5..-275.7],,1134.6,-278.9,-275.1,4,1.0,,Epirote Ally; Italiote League; Kingdom of Syracuse; Revolt; Roman Ally
54,5,125/015,194,Locri,3,OVERLAY,Lucanians (100% of its own area) [-277.4..-276.1],,879.0,-278.9,-275.1,4,1.0,,Epirote Ally; Locri; Ozolian Locris; Roman Ally; Syracuse
54,5,125/015,273,Bruttian League,2,OVERLAY,Revolt (4% of its own area) [-278.9..-275.1],,3614.4,-278.9,-275.1,4,1.0,,Bruttian League; Epirote Ally; Kingdom of Syracuse; Roman Ally
55,5,125/020,268,Thessaly,2,OVERLAY,Pherae (4% of its own area) [-370.1..-365.5],,1506.7,-370.1,-364.4,3,1.0,,Anti Spartan Alliance; Delian League; Magnesia; Persian Vassal; Pherae; Theban Ally; Thessaly
55,5,125/020,269,Thessaly,2,OVERLAY,Pherae (6% of its own area) [-370.1..-364.4]; Pherae (6% of its own area) [-370.1..-364.4],Pherae (100% of THIS entity covered) [-365.5..-364.4],10130.6,-370.1,-364.4,3,1.0,,Anti Spartan Alliance; Delian League; Persian Vassal; Pherae; Theban Ally; Thessaly
55,5,125/020,582,Pherae,1,BASE,,Thessaly (6% of THIS entity covered) [-370.1..-364.4]; Thessaly (4% of THIS entity covered) [-370.1..-365.5],670.9,-370.1,-364.4,3,1.0,,Anti Spartan Alliance; Pherae; Theban Ally; Thessaly
55,5,125/020,583,Pherae,1,BASE,,Thessaly (6% of THIS entity covered) [-370.1..-364.4],588.7,-370.1,-364.4,3,1.0,,Anti Spartan Alliance; Antigonid Kingdom; Domain of Cassander; Hellenic League; Kingdom of Epirus; Kingdom of Lysimakhos; Kingdom of Macedon; Kingdom of Macedonia; Macedon; Macedonian Ally; Pharsalos; Pherae; Theban Ally; Thessaly
55,5,125/020,585,Pherae,3,OVERLAY,Thessaly (100% of its own area) [-365.5..-364.4],,2068.3,-370.1,-364.4,3,1.0,,Anti Spartan Alliance; Antigonid Kingdom; Domain of Cassander; Hellenic League; Kingdom of Epirus; Kingdom of Lysimakhos; Kingdom of Macedon; Kingdom of Macedonia; Macedon; Macedonian Ally; Pherae; Theban Ally; Thessaly
56,5,125/025,303,Karia,1,BASE,,Ionia (6% of THIS entity covered) [-479.3..-478.3],274.3,-479.3,-478.3,1,1.0,,Domain of Ptolemy; Ionian League; Macedonian Ally; Persian Empire; Revolt of Mausolus; Revolt of Pissuthnes
56,5,125/025,324,Ionia,1,BASE,,Ionia (61% of THIS entity covered) [-479.3..-478.3]; Ionia (44% of THIS entity covered) [-479.3..-478.3],8204.7,-479.3,-478.3,1,1.0,,Antigonid Kingdom; Domain of Antigonus; Ionian League; Kingdom of Macedon; Persian Empire; Revolt; Revolt of Autophradates; Revolt of Cyrus the Younger; Revolt of Pissuthnes
56,5,125/025,325,Hellespontine Phrygia,1,BASE,,Ionia (56% of THIS entity covered) [-479.3..-478.3],6633.2,-479.3,-478.3,1,1.0,,Antigonid Kingdom; Antipatrid Ally; Domain of Antigonus; Kingdom of Lysimakhos; Kingdom of Macedon; Persian Empire; Revolt of Ariobarzanes; Revolt of Artabazus
56,5,125/025,379,Ionia,2,OVERLAY,Ionia (61% of its own area) [-479.3..-478.3]; Karia (6% of its own area) [-479.3..-478.3],,4881.0,-479.3,-478.3,1,1.0,,Delian League; Greek Alliance; Peloponnesian League
56,5,125/025,380,Ionia,2,OVERLAY,Hellespontine Phrygia (56% of its own area) [-479.3..-478.3]; Ionia (44% of its own area) [-479.3..-478.3],,2181.9,-479.3,-478.3,1,1.0,,Delian League; Greek Alliance; Peloponnesian League
57,5,125/040,149,Kingdom of Assyria,3,OVERLAY,Bit-Bahiani (98% of its own area) [-1076.5..-1025.5]; Bit-Halupe (20% of its own area) [-1076.5..-1025.5],,23797.5,-1076.5,-896.5,3,1.0,create Bit Halupe from S overlay on Kadmuhu,Hurrian Kingdom; Kingdom of Assyria; Middle Assyrian Empire
57,5,125/040,185,Kingdom of Assyria,3,OVERLAY,Laqe (81% of its own area) [-1076.5..-906.5]; Bit-Bahiani (19% of its own area) [-1076.5..-906.5]; Bit-Halupe (19% of its own area) [-1076.5..-906.5],,16515.7,-1076.5,-896.5,3,1.0,create Bit Halupe from S overlay on Kadmuhu,Kingdom of Assyria; Middle Assyrian Empire
57,5,125/040,222,Bit-Bahiani,2,OVERLAY,Bit-Halupe (29% of its own area) [-1076.5..-896.5],Kingdom of Assyria (98% of THIS entity covered) [-1076.5..-1025.5]; Kingdom of Assyria (19% of THIS entity covered) [-1076.5..-906.5],26374.7,-1076.5,-896.5,3,1.0,create Bit Halupe from S overlay on Kadmuhu,Bit-Bahiani; Kadmuhu; Middle Assyrian Empire; Neo Assyrian Tributary; Neo-Assyrian Empire; Neo-Babylonian Empire; Phrygians
57,5,125/040,228,Laqe,1,BASE,,Kingdom of Assyria (81% of THIS entity covered) [-1076.5..-906.5],13330.8,-1076.5,-896.5,3,1.0,create Bit Halupe from S overlay on Kadmuhu,Laqe; Middle Assyrian Empire; Neo Assyrian Tributary; Neo-Assyrian Empire
57,5,125/040,241,Bit-Halupe,1,BASE,,Bit-Bahiani (29% of THIS entity covered) [-1076.5..-896.5]; Kingdom of Assyria (20% of THIS entity covered) [-1076.5..-1025.5]; Kingdom of Assyria (19% of THIS entity covered) [-1076.5..-906.5],7730.4,-1076.5,-896.5,3,1.0,create Bit Halupe from S overlay on Kadmuhu,Bit-Halupe; Neo Assyrian Tributary; Neo-Assyrian Empire
58,5,125/115,165,Lu,2,OVERLAY,Zhuanyu (1% of its own area) [-770.1..-608.5]; Cheng (1% of its own area) [-770.1..-608.5],Mou; Qi (100% of THIS entity covered) [-770.1..-608.5]; Qi (99% of THIS entity covered) [-685.5..-608.5],26098.6,-770.1,-608.5,4,1.0,,Lu
58,5,125/115,166,Cheng,1,BASE,,Lu (1% of THIS entity covered) [-770.1..-608.5],284.3,-770.1,-608.5,4,1.0,,Cheng
