 482
 1             1 
 2 
 -9998.0  ,   -9997.0
 -2035.1  ,   -1073.5
 4 
115 , 38.0552
115.2069 , 38.0552
115.5172 , 38.0945
115.6362 , 38.1032
 1             2 
 2 
 -9999.0  ,   -9997.0
  1990.0  ,    9999.0
 5 
115	36.0718304
115.0057221	36.07243729
115.0086365	36.07531357
115.0033951	36.0776062
115	36.07949726
 1             3 
 2 
 -9999.0  ,   -9997.0
  1990.0  ,    9999.0
 904 
115	36.08422706
115.0022507	36.08625793
115.0027924	36.08674622
115.009346	36.09023666
115.0143585	36.09137344
115.0188904	36.09133911
115.0228348	36.09151459
115.0235443	36.09360504
115.0222855	36.09561539
115.0192642	36.09845734
115.0197067	36.10031128
115.0263977	36.10174942
115.034462	36.09957886
115.0371933	36.1010704
115.0375748	36.10383606
115.03508	36.10739517
115.0351028	36.11128998
115.0403137	36.11380768
115.0435867	36.11367416
115.0437393	36.11435318
115.0446777	36.13313293
115.0443268	36.14045715
115.0445633	36.1450386
115.0433502	36.15258789
115.0461044	36.15947342
115.0485916	36.16521454
115.0524979	36.17005157
115.0612106	36.17537689
115.0719528	36.1752243
115.0844193	36.17210007
115.0906448	36.17099762
115.097435	36.16989899
115.1036377	36.171772
115.105278	36.17750549
115.1049347	36.18437195
115.1059952	36.19170761
115.1093292	36.19768143
115.1143723	36.20298004
115.1204987	36.21135712
115.1343842	36.20951843
115.1420288	36.2084198
115.1488724	36.20251083
115.1613998	36.19159698
115.1670609	36.19094086
115.1732712	36.19212341
115.1862259	36.19769669
115.1952591	36.19981003
115.2023163	36.2007637
115.2113648	36.20058823
115.2244034	36.19630814
115.2402954	36.18883896
115.2482529	36.18315506
115.2550888	36.17609406
115.2591095	36.16718674
115.2628479	36.15781784
115.2657623	36.14546967
115.2720413	36.13657379
115.27771	36.13408279
115.2844925	36.1332016
115.2909927	36.133461
115.2958298	36.12844849
115.2947464	36.12111664
115.2928162	36.1146965
115.2937164	36.10645676
115.2965851	36.10052109
115.3000107	36.09481049
115.3141708	36.08846664
115.323494	36.08668137
115.3299942	36.08602142
115.3384552	36.08675003
115.3505707	36.09000778
115.357605	36.09438705
115.3662872	36.10587311
115.3696365	36.11321259
115.3743897	36.12124634
115.3794403	36.12699509
115.3856278	36.13205719
115.3935165	36.13460541
115.4002914	36.13577652
115.4059525	36.13442612
115.4158478	36.13240433
115.4229126	36.13196945
115.4339142	36.13498688
115.4401016	36.13959122
