 263
 1          1 
 1 
 -9999.0  ,   -9998.0
 37 
17.1948 , 37.3362
17.2672 , 37.3517
17.3655 , 37.3414
17.4793 , 37.3207
17.6293 , 37.3
17.7741 , 37.2793
17.9552 , 37.2483
18.1259 , 37.2121
18.3276 , 37.1914
18.5655 , 37.1604
18.7569 , 37.119
18.9431 , 37.0931
19.1552 , 37.0621
19.3776 , 37.0517
19.5741 , 37.031
19.7397 , 37.0052
19.8845 , 36.9897
20. , 36.9845
20. , 36.9069
19.8897 , 36.9224
19.7397 , 36.9276
19.5741 , 36.9483
19.3724 , 36.969
19.1603 , 36.9793
19.1603 , 36.9793
18.9534 , 37.
18.7517 , 37.0362
18.5655 , 37.0828
18.3328 , 37.1035
18.131 , 37.1241
17.9345 , 37.1655
17.7638 , 37.1966
17.619 , 37.2172
17.4638 , 37.2328
17.3397 , 37.269
17.2569 , 37.269
17.1845 , 37.2897
 1             2 
 1 
 -9999.0  ,   -9998.0
 61 
17.2621 , 37.3569
17.1276 , 37.3879
16.9517 , 37.4293
16.7655 , 37.4655
16.5586 , 37.5276
16.3724 , 37.5948
16.1759 , 37.6776
15.9793 , 37.7604
15.8293 , 37.8224
15.6897 , 37.9259
15.6276 , 37.9983
15.6069 , 38.0914
15.6172 , 38.1793
15.6224 , 38.231
15.6483 , 38.2569
15.7 , 38.2672
15.7207 , 38.35
15.7414 , 38.4845
15.7466 , 38.6086
15.7517 , 38.7431
15.7414 , 38.8569
15.7 , 39.0121
15.6379 , 39.1672
15.5655 , 39.281
15.4828 , 39.3638
15.431 , 39.3793
15.4 , 39.3535
15.4259 , 39.3121
15.4776 , 39.2655
15.519 , 39.2035
15.5603 , 39.1414
15.6069 , 39.069
15.6276 , 38.9759
15.6534 , 38.8724
15.6483 , 38.7535
15.6534 , 38.619
15.6586 , 38.5052
15.6586 , 38.4172
15.6586 , 38.3293
15.669 , 38.2879
15.6586 , 38.2672
15.5966 , 38.2362
15.581 , 38.1845
15.5552 , 38.0966
15.5552 , 38.0966
15.55 , 37.9983
15.6069 , 37.9052
15.6845 , 37.8172
15.7776 , 37.7604
15.9276 , 37.6983
16.0776 , 37.6414
16.2379 , 37.569
16.3776 , 37.5172
16.4966 , 37.4604
16.6103 , 37.4397
16.719 , 37.3983
16.8741 , 37.3672
17.0293 , 37.3362
17.1885 , 37.2889
17.2103 , 37.3052
17.2517 , 37.331
 1             3 
 1 
 -9999.0  ,   -9998.0
 17 
15.4707 , 39.3828
15.4241 , 39.4552
15.3724 , 39.5638
15.3155 , 39.6724
15.2793 , 39.7707
15.2586 , 39.8897
15.2172 , 40.
15.1034 , 40.
15.1241 , 39.9362
15.1655 , 39.8793
15.2017 , 39.7655
15.2379 , 39.6569
15.269 , 39.5483
15.3155 , 39.4759
15.3466 , 39.3983
15.3983 , 39.3414
15.4552 , 39.3414
 1             4 
 1 
 -9999.0  ,   -9998.0
 7
20. , 39.6321
19.9438 , 39.6383
19.8693 , 39.6383
19.8631 , 39.5824
19.9003 , 39.5638
19.95 , 39.5762
20. , 39.5762
 1             5 
 1 
 -9999.0  ,   -9998.0
 20
20. , 38.6983
19.9534 , 38.7707
19.9069 , 38.8483
19.8552 , 38.9517
19.819 , 39.1017
19.7724 , 39.2983
19.7569 , 39.4379
19.7569 , 39.5569
19.7879 , 39.5983
19.819 , 39.6397
19.7931 , 39.6759
19.7414 , 39.6604
19.7103 , 39.6086
19.6897 , 39.4328
19.6897 , 39.2776
19.7466 , 39.0914
19.7724 , 38.9052
19.8448 , 38.7914
19.9069 , 38.6983
20. , 38.6155
 1             6 
 1 
 -9999.0  ,   -9998.0
 37
20. , 37.0499
19.7598 , 37.1318
19.514 , 37.1691
19.1937 , 37.2361
18.9404 , 37.3106
18.6127 , 37.3329
18.3148 , 37.4
17.9424 , 37.4894
17.5402 , 37.5191
17.1231 , 37.5713
16.773 , 37.6234
16.4974 , 37.6607
16.1697 , 37.7277
15.8271 , 37.7649
15.5887 , 37.832
15.3727 , 37.8841
15.2684 , 37.9139
15.2014 , 37.8841
15.2014 , 37.832
15.2535 , 37.7947
15.3802 , 37.7947
15.5291 , 37.7649
15.7377 , 37.7054
15.9313 , 37.6607
16.1548 , 37.6383
16.4825 , 37.5713
16.7581 , 37.534
17.1231 , 37.467
17.5551 , 37.4223
17.9424 , 37.3925
18.2999 , 37.3031
18.5978 , 37.2361
18.9404 , 37.2138
19.1862 , 37.1244
19.4916 , 37.0723
19.7747 , 37.035
20. , 36.968
 1             7 
 2 
 -9998.0  ,   -9997.0
  -734.4  ,    -495.5
 47 
15.3337      37.8985 	
15.3315 , 37.8995
15.3214 , 37.9069
15.3104 , 37.913
15.2987 , 37.9176
15.2865 , 37.9207
15.2741 , 37.9223
15.2615 , 37.9223
15.2491 , 37.9207
15.2369 , 37.9176
15.2252 , 37.913
15.2142 , 37.9069
15.2041 , 37.8995
15.1949 , 37.8909
15.1869 , 37.8813
15.1802 , 37.8707
15.1748 , 37.8593
15.1709 , 37.8474
15.1686 , 37.835
15.1678 , 37.8225
15.1686 , 37.81
15.1709 , 37.7976
15.1748 , 37.7857
15.1802 , 37.7743
15.1869 , 37.7637
15.1949 , 37.754
15.2041 , 37.7454
 15.21139      37.73817 	
 15.21131      37.73878 	
 15.23322      37.77536 	
 15.25972      37.80536 	
 15.25925      37.80722 	
 15.26097      37.80717 	
 15.26653      37.81336 	
 15.28097      37.82409 	
 15.27767      37.82695 	
 15.27728      37.83017 	
 15.27878      37.83186 	
 15.29025      37.84483 	
 15.29653      37.84392 	
 15.29781      37.84461 	
 15.30131      37.8465 	
 15.30508      37.85209 	
 15.30428      37.85531 	
 15.30319      37.8595 	
 15.30725      37.87472 	
