pixel_x,pixel_y,lat,lon
2058.62,1167.03,37.884683,-4.779171
309.32,212.96,39.67366665,-8.79861515
3894.12,535.75,38.98846075,-0.51780685
2670.71,753.56,38.640276,-3.362253
1830.3,2234.64,36.00007883,-5.371193167
234.94,1629.82,37.022935,-8.9965659
167.2,691.37,38.707166,-9.135507
2381.47,58.07,39.85668,-4.024491
3696.74,1323.63,37.602787,-0.9879535
